Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Fernando Sobral,br BRA,MF,26.0,36,35,3004.0,33.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.3,3.3,63.0,171.0,55.0,0.0,0.03,0.03,0.0,0.03,0.03,0.07,0.1,0.03,0.1,Matches
Messias,br BRA,DF,26.0,34,34,3015.0,33.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.4,2.5,6.0,69.0,2.0,0.03,0.03,0.06,0.03,0.06,0.03,0.04,0.07,0.03,0.07,Matches
Bruno Pacheco,br BRA,DF,29.0,34,34,2919.0,32.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,1.5,2.0,56.0,145.0,85.0,0.0,0.03,0.03,0.0,0.03,0.01,0.05,0.06,0.01,0.06,Matches
Vinícius,br BRA,"MF,FW",29.0,34,26,2379.0,26.4,8.0,2.0,10.0,6.0,2.0,2.0,7.0,0.0,8.0,6.4,5.5,11.9,33.0,167.0,149.0,0.3,0.08,0.38,0.23,0.3,0.3,0.21,0.51,0.24,0.45,Matches
Lima,br BRA,FW,24.0,33,26,2116.0,23.5,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,4.7,4.7,3.4,8.1,61.0,96.0,143.0,0.13,0.17,0.3,0.13,0.3,0.2,0.15,0.34,0.2,0.34,Matches
Stiven Mendoza,co COL,"FW,MF",28.0,28,24,2001.0,22.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,5.3,5.3,3.1,8.3,69.0,93.0,163.0,0.04,0.09,0.13,0.04,0.13,0.24,0.14,0.38,0.24,0.38,Matches
Richard,br BRA,GK,29.0,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Gabriel Lacerda,br BRA,DF,21.0,23,19,1788.0,19.9,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,1.2,1.2,0.2,1.4,10.0,32.0,3.0,0.2,0.05,0.25,0.2,0.25,0.06,0.01,0.07,0.06,0.07,Matches
Luiz Otávio,br BRA,DF,32.0,20,19,1718.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.5,2.2,11.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.11,0.04,0.11,Matches
