Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
João Ricardo Riedi,br BRA,GK,33.0,35.0,39,5,0,5,0,43.0,0.24,4.0,0.12,194,469,41.4,732,150,43.6,37.5,309,48.5,40.8,559,33,5.9,38,1.09,13.1,Matches
Vinícius Machado,br BRA,GK,21.0,2.0,1,0,0,0,0,2.0,0.29,1.0,0.5,2,7,28.6,25,7,12.0,27.0,11,36.4,30.9,12,0,0.0,0,0.0,,Matches
Richard,br BRA,GK,30.0,1.0,1,0,0,0,0,1.1,0.27,0.1,0.08,1,4,25.0,18,4,22.2,31.3,5,0.0,20.6,7,1,14.3,0,0.0,4.5,Matches
Squad Total,,,29.0,38.0,41,5,0,5,0,46.1,0.24,5.1,0.13,197,480,41.0,773,161,42.0,,327,47.4,40.0,578,34,5.9,38,1.0,,
Opponent Total,,,27.1,38.0,34,5,2,6,2,40.7,0.21,8.7,0.23,171,478,35.8,725,122,45.9,36.8,317,45.7,37.5,639,36,5.6,26,0.68,11.7,
