Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Éverson,br BRA,GK,27.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.16,32.0,38.0,-6.0,-0.16,-0.16,Matches
Luiz Otávio,br BRA,DF,29.0,35,3097.0,88.0,90.6,34.4,34,89.0,33.0,1,81.0,0,1.14,31.0,37.0,-6.0,-0.17,-0.17,Matches
Richardson,br BRA,MF,26.0,30,2646.0,88.0,77.4,29.4,30,88.0,28.0,0,,1,1.1,25.0,30.0,-5.0,-0.17,-0.05,Matches
Arthur Cabral,br BRA,FW,19.0,31,2462.0,79.0,72.0,27.4,27,87.0,18.0,4,31.0,1,1.35,25.0,24.0,1.0,0.04,0.69,Matches
Tiago Alves,br BRA,DF,33.0,28,2320.0,83.0,67.8,25.8,26,84.0,23.0,2,66.0,6,1.32,20.0,21.0,-1.0,-0.04,0.37,Matches
Samuel Xavier,br BRA,DF,27.0,25,2188.0,88.0,64.0,24.3,25,88.0,19.0,0,,1,1.2,23.0,23.0,0.0,0.0,0.44,Matches
Ricardo Dias Acosta,br BRA,MF,32.0,26,1626.0,63.0,47.5,18.1,20,76.0,8.0,6,17.0,9,0.85,16.0,18.0,-2.0,-0.11,0.09,Matches
Leandro Carvalho,br BRA,"FW,MF",22.0,20,1530.0,77.0,44.7,17.0,19,79.0,8.0,1,31.0,1,1.65,23.0,15.0,8.0,0.47,1.14,Matches
Edinho Campos,br BRA,MF,35.0,18,1580.0,88.0,46.2,17.6,18,88.0,15.0,0,,6,1.67,20.0,14.0,6.0,0.34,0.93,Matches
Calyson,br BRA,MF,24.0,22,1474.0,67.0,43.1,16.4,18,77.0,6.0,4,22.0,1,1.45,16.0,12.0,4.0,0.24,0.71,Matches
Felipe Azevedo,br BRA,"FW,MF",31.0,32,1620.0,51.0,47.4,18.0,17,76.0,7.0,15,22.0,3,1.16,9.0,15.0,-6.0,-0.33,-0.33,Matches
Juninho,br BRA,MF,31.0,16,1405.0,88.0,41.1,15.6,16,88.0,14.0,0,,15,1.13,10.0,15.0,-5.0,-0.32,-0.28,Matches
João Lucas Cardoso,br BRA,DF,26.0,15,1290.0,86.0,37.7,14.3,15,86.0,13.0,0,,8,1.47,12.0,13.0,-1.0,-0.07,0.14,Matches
Felipe Jonatan,br BRA,"DF,MF",19.0,14,1234.0,88.0,36.1,13.7,14,88.0,13.0,0,,14,1.5,16.0,12.0,4.0,0.29,0.7,Matches
Juninho Quixadá,br BRA,FW,32.0,14,1028.0,73.0,30.1,11.4,14,73.0,2.0,0,,1,1.79,14.0,9.0,5.0,0.44,0.85,Matches
Valdo,br BRA,DF,25.0,17,1090.0,64.0,31.9,12.1,12,80.0,9.0,5,27.0,16,1.12,9.0,16.0,-7.0,-0.58,-0.62,Matches
Fábio Gonçalves,br BRA,MF,31.0,14,983.0,70.0,28.7,10.9,12,81.0,9.0,2,6.0,9,1.07,6.0,7.0,-1.0,-0.09,0.09,Matches
Wescley,br BRA,"FW,MF",26.0,11,672.0,61.0,19.6,7.5,8,75.0,3.0,3,25.0,1,0.45,4.0,12.0,-8.0,-1.07,-1.14,Matches
Pio,br BRA,MF,30.0,8,617.0,77.0,18.0,6.9,7,86.0,6.0,1,12.0,8,0.5,4.0,9.0,-5.0,-0.73,-0.7,Matches
Romário,br BRA,DF,25.0,8,533.0,67.0,15.6,5.9,6,85.0,5.0,2,13.0,3,0.25,2.0,10.0,-8.0,-1.35,-1.41,Matches
Rafael Pereira,br BRA,DF,33.0,6,491.0,82.0,14.4,5.5,6,82.0,4.0,0,,3,0.33,4.0,7.0,-3.0,-0.55,-0.46,Matches
Éder Luís,br BRA,"FW,MF",32.0,13,486.0,37.0,14.2,5.4,4,63.0,1.0,9,26.0,10,0.85,3.0,7.0,-4.0,-0.74,-0.68,Matches
Javier Reina,co COL,"FW,MF",29.0,10,442.0,44.0,12.9,4.9,4,66.0,0.0,6,30.0,6,0.8,2.0,9.0,-7.0,-1.43,-1.46,Matches
