Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
João Ricardo Riedi,br BRA,GK,33.0,35.0,739,1047,70.6,23108,17494,95,96,99.0,310,319,97.2,327,618,52.9,0,0.0,0.0,0.0,2,14,0,0,1,Matches
Richard,br BRA,MF,27.0,26.3,1142,1332,85.7,20060,5032,522,595,87.7,446,498,89.6,133,158,84.2,1,0.9,1.0,0.1,12,96,12,1,123,Matches
Vinícius,br BRA,"FW,MF",30.0,26.7,933,1268,73.6,17951,6154,384,451,85.1,367,461,79.6,156,284,54.9,2,5.7,5.8,-3.7,80,142,43,6,189,Matches
Stiven Mendoza,co COL,FW,29.0,25.9,503,685,73.4,7146,1881,312,374,83.4,127,168,75.6,37,66,56.1,1,2.3,2.6,-1.3,33,32,26,11,57,Matches
Bruno Pacheco,br BRA,DF,30.0,26.1,1017,1290,78.8,15733,7155,573,626,91.5,347,428,81.1,65,157,41.4,2,1.9,2.1,0.1,24,95,28,12,111,Matches
Richardson,br BRA,MF,30.0,23.0,811,960,84.5,15497,4447,314,351,89.5,367,407,90.2,110,150,73.3,0,0.5,0.5,-0.5,13,91,7,0,109,Matches
Nino Paraíba,br BRA,DF,36.0,24.6,839,1212,69.2,14206,6255,452,529,85.4,280,383,73.1,95,220,43.2,1,3.4,4.2,-2.4,41,81,46,38,100,Matches
Messias,br BRA,DF,27.0,23.0,594,768,77.3,11791,4256,172,202,85.1,357,423,84.4,62,127,48.8,0,0.6,0.4,-0.6,7,42,2,1,44,Matches
Lima,br BRA,"FW,MF",25.0,21.5,773,944,81.9,11176,3064,475,523,90.8,231,274,84.3,40,91,44.0,0,1.7,1.9,-1.7,27,74,17,4,111,Matches
