Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fernando Sobral,br BRA,MF,26.0,33.4,99,55,47,41,11,54,134,40.3,80,50,13,37,39,138,44,1,Matches
Messias,br BRA,DF,26.0,33.5,10,6,6,4,0,7,11,63.6,4,38,32,6,41,51,209,1,Matches
Bruno Pacheco,br BRA,DF,29.0,32.4,36,28,18,14,4,16,38,42.1,22,23,6,17,44,80,80,0,Matches
Vinícius,br BRA,"MF,FW",29.0,26.4,10,9,3,6,1,6,22,27.3,16,12,0,12,12,22,3,0,Matches
Lima,br BRA,FW,24.0,23.5,41,27,13,23,5,19,63,30.2,44,31,2,29,26,67,19,0,Matches
Stiven Mendoza,co COL,"FW,MF",28.0,22.2,23,13,8,12,3,11,33,33.3,22,24,1,23,9,32,6,0,Matches
Richard,br BRA,GK,29.0,22.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,1,Matches
Gabriel Lacerda,br BRA,DF,21.0,19.9,11,5,7,4,0,6,14,42.9,8,23,20,3,13,24,76,0,Matches
Luiz Otávio,br BRA,DF,32.0,19.1,24,15,14,8,2,15,21,71.4,6,33,26,7,29,53,77,2,Matches
Marlon,br BRA,MF,30.0,16.3,35,21,13,18,4,15,58,25.9,43,23,3,20,25,60,19,0,Matches
Fábio Gonçalves,br BRA,"MF,DF",34.0,14.4,34,19,14,15,5,13,34,38.2,21,18,8,10,31,65,25,0,Matches
Cléber,br BRA,FW,24.0,15.7,31,17,1,26,4,12,19,63.2,7,10,0,10,6,37,12,0,Matches
Gabriel Dias,br BRA,DF,26.0,12.5,27,19,17,10,0,16,33,48.5,17,7,1,6,20,47,32,0,Matches
João Ricardo Riedi,br BRA,GK,32.0,12.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0,Matches
Igor Inocêncio,br BRA,DF,22.0,12.1,25,17,12,10,3,12,32,37.5,20,17,6,11,11,36,33,1,Matches
Jael Ferreira,br BRA,FW,32.0,9.0,2,1,0,1,1,0,5,0.0,5,0,0,0,0,2,10,0,Matches
Rick,br BRA,FW,21.0,12.7,20,7,5,11,4,4,23,17.4,19,9,0,9,5,25,4,0,Matches
Jorginho,br BRA,MF,30.0,10.9,22,13,7,8,7,9,26,34.6,17,6,1,5,9,31,5,0,Matches
Kelvyn,br BRA,"DF,FW",21.0,11.3,13,7,7,5,1,9,21,42.9,12,12,3,9,11,24,16,0,Matches
Marcos Ytalo,br BRA,DF,24.0,9.8,13,8,7,5,1,6,13,46.2,7,9,3,6,11,24,15,0,Matches
Saulo Mineiro,br BRA,"FW,MF",23.0,7.4,4,3,0,2,2,1,5,20.0,4,10,0,10,1,5,10,0,Matches
Erick,br BRA,"FW,MF",23.0,7.7,18,10,5,10,3,4,20,20.0,16,10,4,6,6,24,2,0,Matches
William Oliveira,br BRA,MF,28.0,5.8,11,9,4,6,1,9,19,47.4,10,2,2,0,13,24,12,0,Matches
Willian Klaus,br BRA,DF,27.0,4.0,4,3,3,1,0,1,3,33.3,2,3,1,2,8,12,16,0,Matches
Vinícius Machado,br BRA,GK,20.0,3.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Willian,br BRA,MF,27.0,3.1,4,4,2,2,0,3,6,50.0,3,1,0,1,5,9,7,0,Matches
Geovane,br BRA,MF,21.0,2.2,3,2,0,3,0,0,3,0.0,3,1,1,0,3,6,1,1,Matches
Yony González,co COL,FW,26.0,4.5,3,3,1,1,1,1,4,25.0,3,3,1,2,1,4,6,0,Matches
Pedrinho,br BRA,MF,23.0,2.8,10,5,2,6,2,4,6,66.7,2,6,0,6,5,15,3,0,Matches
Airton,br BRA,FW,21.0,1.7,4,3,1,2,1,2,5,40.0,3,1,0,1,1,5,2,0,Matches
Gabriel Santos,br BRA,"FW,MF",21.0,1.5,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
Felipe Vizeu,br BRA,FW,23.0,0.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
Charles Rigon Matos,br BRA,MF,24.0,1.3,6,4,1,4,1,1,1,100.0,0,0,0,0,1,7,3,0,Matches
Jordan,br BRA,DF,21.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
Wendson,br BRA,"MF,FW",23.0,0.4,1,0,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,Matches
João Victor,br BRA,FW,16.0,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Hélio Borges,br BRA,FW,20.0,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
Cristiano,br BRA,FW,21.0,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,27.2,38.0,546,334,219,259,68,258,680,37.9,422,387,134,253,388,934,766,7,
Opponent Total,,,26.4,38.0,515,284,249,219,47,214,578,37.0,364,394,123,271,392,907,682,10,
