Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
13,Corinthians,38,11,11,16,34,35,-1,44,1.16,31367,Ángel Romero - 6,Cássio,→ Copa Sudamericana via league finish
14,Chapecoense,38,11,11,16,34,50,-16,44,1.16,10013,Leandro Pereira - 11,Jandrei,→ Copa Sudamericana via league finish
15,Ceará,38,10,14,14,32,38,-6,44,1.16,28783,Arthur Cabral - 7,Éverson,
16,Vasco da Gama,38,10,13,15,41,48,-7,43,1.13,14795,Yago Pikachu - 10,Martín Silva,
17,Sport Recife,38,11,9,18,35,57,-22,42,1.11,16215,Gabriel - 5,Magrão,Relegated
