Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Diogo Silva,br BRA,GK,32.0,36.5,563,898,62.7,17347,12935,78,79,98.7,260,261,99.6,223,553,40.3,0,0.1,0.0,-0.1,1,11,0,0,0,Matches
Fábio Gonçalves,br BRA,MF,32.0,34.7,1262,1558,81.0,20854,6640,627,730,85.9,474,574,82.6,114,152,75.0,0,1.3,1.3,-1.3,19,120,16,3,163,Matches
Samuel Xavier,br BRA,DF,28.0,32.8,1424,1825,78.0,23376,9305,704,773,91.1,571,726,78.7,109,226,48.2,3,3.4,3.1,-0.4,34,168,38,12,252,Matches
João Lucas Cardoso,br BRA,DF,27.0,30.8,1115,1590,70.1,18169,7772,576,661,87.1,411,550,74.7,97,260,37.3,0,3.1,2.9,-3.1,33,79,30,21,121,Matches
Thiago Galhardo,br BRA,"FW,MF",29.0,29.6,531,751,70.7,8276,2548,293,367,79.8,164,220,74.5,48,79,60.8,1,3.3,2.5,-2.3,34,71,36,5,126,Matches
Ricardo Dias Acosta,br BRA,MF,33.0,29.5,1227,1620,75.7,22931,7984,541,621,87.1,437,565,77.3,203,344,59.0,6,4.9,4.9,1.1,56,151,29,9,182,Matches
Valdo,br BRA,DF,26.0,27.9,783,927,84.5,15035,5729,269,303,88.8,432,475,90.9,72,122,59.0,1,0.2,0.1,0.8,4,28,1,0,36,Matches
Luiz Otávio,br BRA,DF,30.0,25.1,878,1005,87.4,17794,5757,237,273,86.8,509,553,92.0,114,145,78.6,1,0.4,0.2,0.6,2,45,1,0,70,Matches
Tiago Alves,br BRA,DF,34.0,19.4,605,738,82.0,12500,4889,164,197,83.2,352,388,90.7,85,141,60.3,1,0.9,0.5,0.1,5,27,1,1,51,Matches
Felipe Silva,br BRA,"MF,FW",28.0,15.7,530,713,74.3,8667,2779,273,307,88.9,172,239,72.0,56,101,55.4,2,2.7,3.8,-0.7,40,50,26,2,100,Matches
