Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Diogo Silva,br BRA,GK,32.0,36.5,2,0,0,0,11,0,0,0,1,0,0,0,30,13,3,81.3,Matches
Fábio Gonçalves,br BRA,MF,32.0,34.7,9,0,0,50,37,3,35,57,43,0,0,0,220,94,62,60.3,Matches
Samuel Xavier,br BRA,DF,28.0,32.8,10,1,0,43,63,3,106,31,43,0,0,0,155,28,27,50.9,Matches
João Lucas Cardoso,br BRA,DF,27.0,30.8,3,0,0,18,7,4,167,41,24,0,0,1,168,50,35,58.8,Matches
Thiago Galhardo,br BRA,"FW,MF",29.0,29.6,4,0,0,36,51,11,30,8,19,0,0,0,99,40,55,42.1,Matches
Ricardo Dias Acosta,br BRA,MF,33.0,29.5,1,0,0,32,8,1,142,30,40,0,0,0,165,17,30,36.2,Matches
Valdo,br BRA,DF,26.0,27.9,6,0,0,26,17,0,1,24,28,1,1,0,94,77,59,56.6,Matches
Luiz Otávio,br BRA,DF,30.0,25.1,7,0,0,32,16,0,0,49,24,0,1,0,115,79,46,63.2,Matches
Tiago Alves,br BRA,DF,34.0,19.4,1,0,0,14,3,2,1,26,8,0,0,0,60,49,39,55.7,Matches
Felipe Silva,br BRA,"MF,FW",28.0,15.7,2,0,0,15,8,0,72,12,14,0,0,0,103,5,15,25.0,Matches
Leandro Carvalho,br BRA,"FW,MF",23.0,14.2,5,0,0,16,35,5,65,5,19,0,0,0,87,18,29,38.3,Matches
Felippe Cardoso,br BRA,FW,20.0,14.3,2,0,0,41,22,10,4,4,9,1,0,0,53,32,73,30.5,Matches
Lima,br BRA,"FW,MF",22.0,11.8,4,1,1,17,27,2,10,12,13,0,0,0,71,4,21,16.0,Matches
Bergson da Silva,br BRA,FW,27.0,12.7,3,0,0,24,32,11,10,4,9,0,0,0,26,29,51,36.3,Matches
William Oliveira,br BRA,MF,26.0,10.1,7,0,0,22,19,1,2,16,9,0,0,0,69,8,8,50.0,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",24.0,10.3,2,0,0,17,11,1,23,4,12,0,0,0,37,8,9,47.1,Matches
Fernando Sobral,br BRA,"MF,FW",24.0,9.0,1,0,0,17,11,1,12,7,23,0,0,0,60,13,12,52.0,Matches
Chico,br BRA,"FW,MF",27.0,7.2,1,0,0,23,20,0,25,6,9,1,0,0,33,2,10,16.7,Matches
Pedro Ken,br BRA,MF,31.0,8.7,3,0,0,15,16,1,2,9,8,0,0,0,38,11,28,28.2,Matches
Cristovam da Silva,br BRA,DF,28.0,6.4,5,0,0,15,20,0,11,6,11,1,0,0,38,6,8,42.9,Matches
Eduardo Brock,br BRA,DF,27.0,5.4,4,0,0,12,3,0,2,5,7,0,0,0,26,12,7,63.2,Matches
Thiago Carleto,br BRA,DF,29.0,4.8,0,0,0,4,3,0,44,3,4,0,0,0,33,11,4,73.3,Matches
Auremir,br BRA,MF,27.0,4.3,1,0,0,9,3,0,0,2,7,0,0,0,28,4,5,44.4,Matches
Ricardo Bueno,br BRA,FW,31.0,3.8,0,0,0,9,2,5,3,0,7,0,0,0,8,9,13,40.9,Matches
Wescley,br BRA,"FW,MF",27.0,4.7,2,0,0,13,8,4,6,1,7,0,0,0,30,2,6,25.0,Matches
Rick,br BRA,"MF,FW",19.0,1.7,0,0,0,2,1,0,6,2,1,0,0,0,9,2,5,28.6,Matches
Edinho Campos,br BRA,MF,36.0,1.0,1,0,0,0,2,0,0,1,0,0,0,0,5,0,3,0.0,Matches
Lucas França,br BRA,GK,23.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Willian Popp,br BRA,FW,24.0,0.6,0,0,0,3,0,1,7,0,0,0,0,0,3,0,2,0.0,Matches
Richard,br BRA,GK,27.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Juninho Quixadá,br BRA,"FW,MF",33.0,1.4,0,0,0,3,5,0,5,1,2,0,0,0,3,0,2,0.0,Matches
Romário,br BRA,FW,26.0,1.1,0,0,0,1,4,0,0,1,1,0,0,0,2,1,3,25.0,Matches
Roger,br BRA,FW,34.0,0.6,0,0,0,0,2,0,0,0,0,0,0,0,2,3,2,60.0,Matches
Squad Total,,,29.0,38.0,86,2,1,529,468,66,791,367,402,4,2,1,1871,628,672,48.3,
Opponent Total,,,27.2,38.0,71,3,2,502,496,55,706,363,395,2,6,1,1882,672,628,51.7,
