Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Fernando Sobral,br BRA,MF,26.0,36,3004.0,83.0,87.8,33.4,35,86.0,24.0,1,11.0,1,1.22,30.0,33.0,-3.0,-0.09,-0.96,42.2,42.0,0.2,0.0,0.46,Matches
Messias,br BRA,DF,26.0,34,3015.0,89.0,88.2,33.5,34,89.0,33.0,0,,1,1.29,34.0,32.0,2.0,0.06,0.28,40.8,44.2,-3.4,-0.1,-0.41,Matches
Bruno Pacheco,br BRA,DF,29.0,34,2919.0,86.0,85.4,32.4,34,86.0,27.0,0,,0,1.29,31.0,32.0,-1.0,-0.03,-0.39,39.1,42.0,-2.9,-0.09,-0.26,Matches
Vinícius,br BRA,"MF,FW",29.0,34,2379.0,70.0,69.6,26.4,26,83.0,10.0,8,27.0,0,1.35,22.0,24.0,-2.0,-0.08,-0.34,32.6,34.2,-1.7,-0.06,-0.04,Matches
Lima,br BRA,FW,24.0,33,2116.0,64.0,61.9,23.5,26,76.0,5.0,7,21.0,3,1.27,21.0,23.0,-2.0,-0.09,-0.29,28.0,28.7,-0.8,-0.03,0.05,Matches
Stiven Mendoza,co COL,"FW,MF",28.0,28,2001.0,71.0,58.5,22.2,24,80.0,9.0,4,21.0,0,1.29,26.0,22.0,4.0,0.18,0.37,27.7,29.9,-2.2,-0.1,-0.11,Matches
Richard,br BRA,GK,29.0,22,1980.0,90.0,57.9,22.0,22,90.0,22.0,0,,10,1.04,20.0,26.0,-6.0,-0.27,-0.71,24.9,28.7,-3.9,-0.18,-0.29,Matches
Gabriel Lacerda,br BRA,DF,21.0,23,1788.0,78.0,52.3,19.9,19,88.0,17.0,4,30.0,14,1.7,28.0,21.0,7.0,0.35,0.68,26.0,25.8,0.2,0.01,0.12,Matches
Luiz Otávio,br BRA,DF,32.0,20,1718.0,86.0,50.2,19.1,19,88.0,18.0,1,45.0,3,1.3,15.0,19.0,-4.0,-0.21,-0.47,23.1,25.4,-2.3,-0.12,-0.14,Matches
Marlon,br BRA,MF,30.0,28,1470.0,53.0,43.0,16.3,18,71.0,3.0,10,19.0,8,1.29,12.0,13.0,-1.0,-0.06,-0.15,20.6,21.0,-0.4,-0.02,0.05,Matches
Fábio Gonçalves,br BRA,"MF,DF",34.0,19,1300.0,68.0,38.0,14.4,16,79.0,8.0,3,14.0,10,1.32,15.0,14.0,1.0,0.07,0.07,15.7,20.0,-4.4,-0.3,-0.41,Matches
Cléber,br BRA,FW,24.0,28,1416.0,51.0,41.4,15.7,14,75.0,0.0,14,26.0,4,1.11,8.0,15.0,-7.0,-0.44,-0.8,20.3,19.6,0.7,0.04,0.16,Matches
Gabriel Dias,br BRA,DF,26.0,16,1129.0,71.0,33.0,12.5,13,78.0,7.0,3,38.0,2,1.38,13.0,12.0,1.0,0.08,0.08,15.7,15.3,0.4,0.03,0.12,Matches
João Ricardo Riedi,br BRA,GK,32.0,13,1125.0,87.0,32.9,12.5,13,87.0,12.0,0,,8,1.69,15.0,9.0,6.0,0.48,0.68,18.4,16.7,1.8,0.14,0.29,Matches
Igor Inocêncio,br BRA,DF,22.0,15,1089.0,73.0,31.8,12.1,12,82.0,7.0,3,34.0,2,1.4,10.0,13.0,-3.0,-0.25,-0.4,16.0,19.8,-3.8,-0.31,-0.38,Matches
Jael Ferreira,br BRA,FW,32.0,23,813.0,35.0,23.8,9.0,12,53.0,0.0,11,16.0,2,1.43,14.0,5.0,9.0,1.0,1.27,10.7,9.9,0.9,0.1,0.19,Matches
Rick,br BRA,FW,21.0,28,1146.0,41.0,33.5,12.7,11,71.0,0.0,17,22.0,6,1.36,17.0,14.0,3.0,0.24,0.31,18.5,16.0,2.5,0.2,0.37,Matches
Jorginho,br BRA,MF,30.0,21,982.0,47.0,28.7,10.9,11,70.0,3.0,10,21.0,12,1.19,15.0,14.0,1.0,0.09,0.09,14.1,15.5,-1.5,-0.14,-0.12,Matches
Kelvyn,br BRA,"DF,FW",21.0,22,1013.0,46.0,29.6,11.3,10,78.0,5.0,12,19.0,16,1.36,13.0,10.0,3.0,0.27,0.34,16.7,16.5,0.2,0.02,0.1,Matches
Marcos Ytalo,br BRA,DF,24.0,12,878.0,73.0,25.7,9.8,9,90.0,9.0,3,23.0,3,1.5,12.0,10.0,2.0,0.21,0.24,11.3,9.5,1.8,0.19,0.32,Matches
Saulo Mineiro,br BRA,"FW,MF",23.0,9,663.0,74.0,19.4,7.4,8,80.0,2.0,1,27.0,0,1.44,9.0,10.0,-1.0,-0.14,-0.2,8.4,9.4,-1.0,-0.14,-0.11,Matches
