Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Fernando Sobral,br BRA,MF,26.0,33.4,1982,76,434,1198,382,12,1982,53,39,73.6,14,26.4,1116,6597,3640,63,53,2,46,28,1229,55,Matches
Messias,br BRA,DF,26.0,33.5,1434,296,750,643,44,32,1434,2,2,100.0,0,0.0,619,2695,1481,6,1,0,4,1,707,2,Matches
Bruno Pacheco,br BRA,DF,29.0,32.4,1758,84,511,837,440,16,1758,48,29,60.4,19,39.6,836,4090,2123,56,47,9,40,17,938,85,Matches
Vinícius,br BRA,"MF,FW",29.0,26.4,1377,4,88,716,591,61,1375,37,24,64.9,13,35.1,806,3618,1543,33,39,6,47,21,1020,149,Matches
Lima,br BRA,FW,24.0,23.5,1234,23,185,580,486,60,1234,59,33,55.9,26,44.1,693,4063,1982,61,47,15,56,35,835,143,Matches
Stiven Mendoza,co COL,"FW,MF",28.0,22.2,970,7,102,420,471,74,970,69,37,53.6,32,46.4,593,3746,2061,69,43,22,66,34,678,163,Matches
Richard,br BRA,GK,29.0,22.0,655,557,655,0,0,0,655,0,0,,0,,302,1428,929,0,0,0,1,0,222,0,Matches
Gabriel Lacerda,br BRA,DF,21.0,19.9,849,134,444,385,24,12,849,2,2,100.0,0,0.0,421,2148,1216,10,4,0,6,0,505,3,Matches
Luiz Otávio,br BRA,DF,32.0,19.1,847,125,421,393,39,20,847,3,3,100.0,0,0.0,444,2662,1797,11,4,0,9,4,469,6,Matches
Marlon,br BRA,MF,30.0,16.3,898,36,207,544,158,14,898,14,10,71.4,4,28.6,490,2456,1133,21,19,1,27,10,537,24,Matches
Fábio Gonçalves,br BRA,"MF,DF",34.0,14.4,753,50,223,460,77,8,753,11,7,63.6,4,36.4,365,1893,688,8,6,1,18,7,407,12,Matches
Cléber,br BRA,FW,24.0,15.7,582,12,35,289,263,74,581,29,16,55.2,13,44.8,270,1057,407,14,11,9,50,19,384,104,Matches
Gabriel Dias,br BRA,DF,26.0,12.5,627,40,195,296,140,19,627,6,3,50.0,3,50.0,275,1111,430,6,6,1,8,4,311,39,Matches
João Ricardo Riedi,br BRA,GK,32.0,12.5,391,311,387,4,0,0,391,0,0,,0,,179,1149,805,0,0,0,0,0,128,0,Matches
Igor Inocêncio,br BRA,DF,22.0,12.1,690,37,175,323,196,17,690,12,8,66.7,4,33.3,287,1531,731,16,12,3,16,7,341,52,Matches
Jael Ferreira,br BRA,FW,32.0,9.0,297,10,21,138,146,38,296,10,7,70.0,3,30.0,125,489,166,5,5,2,12,8,228,47,Matches
Rick,br BRA,FW,21.0,12.7,562,5,66,217,294,58,562,62,45,72.6,17,27.4,369,2441,1381,52,39,17,50,32,391,132,Matches
Jorginho,br BRA,MF,30.0,10.9,618,8,86,271,270,28,618,23,13,56.5,10,43.5,360,1554,680,16,12,3,28,9,415,69,Matches
Kelvyn,br BRA,"DF,FW",21.0,11.3,686,24,141,346,208,18,686,16,9,56.3,7,43.8,354,1458,783,12,11,4,14,10,405,42,Matches
Marcos Ytalo,br BRA,DF,24.0,9.8,497,24,126,228,150,7,497,7,6,85.7,1,14.3,234,1097,548,15,15,1,12,3,265,36,Matches
Saulo Mineiro,br BRA,"FW,MF",23.0,7.4,217,9,24,78,121,25,217,24,10,41.7,14,58.3,117,708,340,12,9,8,30,6,143,37,Matches
Erick,br BRA,"FW,MF",23.0,7.7,372,4,41,175,163,24,372,52,38,73.1,14,26.9,265,1823,852,27,14,3,21,19,271,65,Matches
William Oliveira,br BRA,MF,28.0,5.8,206,18,62,130,20,4,206,4,3,75.0,1,25.0,104,521,248,6,3,1,5,3,92,4,Matches
Willian Klaus,br BRA,DF,27.0,4.0,250,29,98,140,12,8,250,1,1,100.0,0,0.0,169,865,433,3,2,0,2,0,170,0,Matches
Vinícius Machado,br BRA,GK,20.0,3.5,74,62,74,0,0,0,74,0,0,,0,,29,120,86,0,0,0,0,0,18,0,Matches
Willian,br BRA,MF,27.0,3.1,192,10,29,141,23,2,192,2,2,100.0,0,0.0,130,506,217,1,1,0,1,1,144,1,Matches
Geovane,br BRA,MF,21.0,2.2,128,2,32,78,18,1,128,0,0,,0,,87,383,144,1,1,0,1,1,93,7,Matches
Yony González,co COL,FW,26.0,4.5,135,7,13,43,80,26,135,9,5,55.6,4,44.4,77,394,148,4,1,1,17,9,97,36,Matches
Pedrinho,br BRA,MF,23.0,2.8,155,4,26,107,22,2,155,1,1,100.0,0,0.0,68,315,165,1,2,1,4,0,88,3,Matches
Airton,br BRA,FW,21.0,1.7,49,2,8,19,24,4,49,7,2,28.6,5,71.4,29,281,117,5,5,1,6,4,32,9,Matches
Gabriel Santos,br BRA,"FW,MF",21.0,1.5,72,0,5,21,51,9,72,8,5,62.5,3,37.5,48,350,152,7,3,2,9,7,57,29,Matches
Felipe Vizeu,br BRA,FW,23.0,0.7,16,0,0,9,7,1,16,0,0,,0,,9,34,19,1,0,0,1,0,9,2,Matches
Charles Rigon Matos,br BRA,MF,24.0,1.3,87,3,10,58,21,4,87,2,1,50.0,1,50.0,48,259,110,2,3,1,1,0,54,8,Matches
Jordan,br BRA,DF,21.0,0.5,23,8,10,13,0,0,23,0,0,,0,,11,48,35,0,0,0,1,0,11,0,Matches
Wendson,br BRA,"MF,FW",23.0,0.4,23,1,5,4,14,6,23,2,0,0.0,2,100.0,10,99,27,1,0,1,3,0,10,4,Matches
João Victor,br BRA,FW,16.0,0.2,9,0,1,6,2,1,9,1,1,100.0,0,0.0,7,42,20,1,0,1,1,2,5,2,Matches
Hélio Borges,br BRA,FW,20.0,0.1,10,0,0,4,6,2,10,2,2,100.0,0,0.0,9,76,40,2,1,1,3,0,10,3,Matches
Cristiano,br BRA,FW,21.0,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
Squad Total,,,27.2,38.0,19727,2022,5690,9315,4964,687,19723,578,364,63.0,214,37.0,10355,54107,27677,548,419,117,616,301,11720,1373,
Opponent Total,,,26.4,38.0,21852,2116,6789,10238,5028,721,21846,680,422,62.1,258,37.9,12303,65331,35174,655,512,142,611,288,13902,1427,
