Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Diogo Silva,br BRA,GK,32.0,37,36,3285.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fábio Gonçalves,br BRA,MF,32.0,35,35,3121.0,34.7,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,2.0,1.3,3.3,55.0,163.0,64.0,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.09,0.06,0.09,Matches
Samuel Xavier,br BRA,DF,28.0,33,33,2955.0,32.8,0.0,3.0,3.0,0.0,0.0,0.0,10.0,1.0,1.5,1.5,3.4,5.0,107.0,252.0,106.0,0.0,0.09,0.09,0.0,0.09,0.05,0.1,0.15,0.05,0.15,Matches
João Lucas Cardoso,br BRA,DF,27.0,32,31,2769.0,30.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.1,4.1,87.0,121.0,164.0,0.03,0.0,0.03,0.03,0.03,0.03,0.1,0.13,0.03,0.13,Matches
Thiago Galhardo,br BRA,"FW,MF",29.0,34,31,2664.0,29.6,12.0,1.0,13.0,9.0,3.0,4.0,4.0,0.0,13.6,10.4,3.3,13.7,82.0,126.0,195.0,0.41,0.03,0.44,0.3,0.34,0.46,0.11,0.57,0.35,0.46,Matches
Ricardo Dias Acosta,br BRA,MF,33.0,34,31,2656.0,29.5,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,3.5,3.5,4.9,8.4,29.0,182.0,61.0,0.03,0.2,0.24,0.03,0.24,0.12,0.17,0.28,0.12,0.28,Matches
Valdo,br BRA,DF,26.0,30,28,2514.0,27.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.4,1.1,0.2,1.3,9.0,36.0,3.0,0.0,0.04,0.04,0.0,0.04,0.05,0.01,0.06,0.04,0.05,Matches
Luiz Otávio,br BRA,DF,30.0,26,26,2261.0,25.1,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,0.4,2.0,7.0,70.0,8.0,0.08,0.04,0.12,0.08,0.12,0.06,0.01,0.08,0.06,0.08,Matches
Tiago Alves,br BRA,DF,34.0,21,19,1746.0,19.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.6,1.6,0.9,2.6,2.0,51.0,3.0,0.05,0.05,0.1,0.05,0.1,0.08,0.05,0.13,0.08,0.13,Matches
