Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-05,19:15,Sudamericana,Group stage,Tue,Home,W,2,1,ar Independiente,,,60,,Luiz Otávio,4-3-3,4-2-3-1,Leodán González,Match Report,
2022-04-09,21:00,Série A,Matchweek 1,Sat,Away,W,3,2,Palmeiras,1.5,2.5,44,27100.0,Luiz Otávio,4-3-3,4-3-3,Caio Max Augusto Vieira,Match Report,
2022-04-12,18:15,Sudamericana,Group stage,Tue,Away,W,2,0,ve Dep La Guaira,,,48,,Luiz Otávio,4-3-3,3-1-4-2,Ivo Méndez,Match Report,
2022-04-17,19:00,Série A,Matchweek 2,Sun,Home,L,1,3,Botafogo (RJ),1.2,1.6,65,33734.0,Luiz Otávio,4-3-3,4-2-3-1,Raphael Claus,Match Report,
2022-04-26,18:15,Sudamericana,Group stage,Tue,Away,W,2,0,py General Caballero (JLM),,,54,,Vinícius,4-3-3,4-4-2,Jhon Hinestroza,Match Report,
2022-04-30,16:30,Série A,Matchweek 4,Sat,Home,L,0,1,RB Bragantino,0.7,1.2,56,23211.0,Vinícius,4-3-3,4-2-3-1,Ramon Abatti Abel,Match Report,
2022-05-03,21:30,Sudamericana,Group stage,Tue,Home,W,3,0,ve Dep La Guaira,,,65,,Messias,4-3-3,3-4-3,Christian Ferreyra,Match Report,
2022-05-07,20:30,Série A,Matchweek 5,Sat,Away,L,0,1,Ath Paranaense,1.1,1.7,59,22659.0,Vinícius,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2022-05-14,16:30,Série A,Matchweek 6,Sat,Home,D,2,2,Flamengo,1.0,0.7,42,52139.0,Vinícius,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2022-05-17,19:15,Sudamericana,Group stage,Tue,Home,W,6,0,py General Caballero (JLM),,,75,,Luiz Otávio,4-3-3,4-5-1,Jesús Cartagena,Match Report,
2022-05-21,18:30,Série A,Matchweek 7,Sat,Away,D,0,0,Santos,0.7,1.4,49,25797.0,Messias,4-3-3,4-2-3-1,Savio Pereira,Match Report,
2022-05-25,21:30,Sudamericana,Group stage,Wed,Away,W,2,0,ar Independiente,,,37,,Luiz Otávio,4-3-3,4-3-3,Christian Ferreyra,Match Report,
2022-05-28,19:00,Série A,Matchweek 8,Sat,Away,D,2,2,São Paulo,1.0,1.0,49,32977.0,Luiz Otávio,4-3-3,3-4-3,Bruno Arleu de Araujo,Match Report,
2022-06-01,20:30,Série A,Matchweek 3,Wed,Away,W,1,0,Fortaleza,2.0,0.7,58,37372.0,Luiz Otávio,4-3-3,3-4-1-2,Braulio da Silva Machado,Match Report,
2022-06-04,19:00,Série A,Matchweek 9,Sat,Home,D,1,1,Coritiba,1.2,0.9,52,27602.0,Vinícius,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2022-06-08,19:00,Série A,Matchweek 10,Wed,Away,W,2,0,América (MG),1.3,0.7,43,2132.0,Vinícius,4-3-3,4-1-4-1,Douglas Marques das Flores,Match Report,
2022-06-12,16:00,Série A,Matchweek 11,Sun,Away,D,1,1,Goiás,1.6,1.3,50,9011.0,Vinícius,4-3-3,3-4-3,Wagner do Nascimento Magalhães,Match Report,
2022-06-15,19:00,Série A,Matchweek 12,Wed,Home,D,0,0,Atlético Mineiro,0.8,1.0,52,26774.0,Luiz Otávio,4-3-3,4-2-2-2,Luiz Flávio de Oliveira,Match Report,
2022-06-18,18:00,Série A,Matchweek 13,Sat,Away,D,0,0,Cuiabá,0.5,0.6,54,7512.0,Luiz Otávio,4-3-3,4-4-2,Flavio Rodrigues De Souza,Match Report,
2022-06-26,18:00,Série A,Matchweek 14,Sun,Home,D,1,1,Atl Goianiense,0.8,0.7,49,21374.0,Luiz Otávio,4-3-3,4-2-3-1,Douglas Marques das Flores,Match Report,
2022-06-29,18:15,Sudamericana,Round of 16,Wed,Away,W,2,1,bo The Strongest,,,45,,Luiz Otávio,4-3-3,4-2-3-1,Esteban Ostojich,Match Report,Leg 1 of 2
2022-07-02,19:00,Série A,Matchweek 15,Sat,Home,D,1,1,Internacional,1.1,1.5,62,23283.0,Messias,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2022-07-06,19:15,Sudamericana,Round of 16,Wed,Home,W,3,0,bo The Strongest,,,57,46231.0,Luiz Otávio,4-2-3-1,4-1-4-1,Derlis López,Match Report,Leg 2 of 2; Ceará won
2022-07-09,19:00,Série A,Matchweek 16,Sat,Away,L,1,2,Fluminense,1.8,1.5,41,63707.0,Luiz Otávio,4-2-4-0,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2022-07-16,21:00,Série A,Matchweek 17,Sat,Home,W,3,1,Corinthians,2.2,1.3,45,28683.0,Luiz Otávio,4-4-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2022-07-19,21:30,Série A,Matchweek 18,Tue,Home,W,1,0,Avaí,1.4,1.0,46,37567.0,Luiz Otávio,4-2-3-1,4-1-4-1,Caio Max Augusto Vieira,Match Report,
2022-07-24,16:00,Série A,Matchweek 19,Sun,Away,L,0,1,Juventude,1.3,0.7,56,4445.0,Luiz Otávio,4-2-3-1,4-1-4-1,Felipe Fernandes de Lima,Match Report,
2022-07-30,16:30,Série A,Matchweek 20,Sat,Home,L,1,2,Palmeiras,1.2,1.4,47,40912.0,Vinícius,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2022-08-03,19:15,Sudamericana,Quarter-finals,Wed,Away,L,0,1,br São Paulo,,,42,52388.0,Luiz Otávio,4-3-3,3-5-2,Piero Maza,Match Report,Leg 1 of 2
