Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
João Ricardo Riedi,br BRA,GK,33.0,35.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,18,3,Matches
Richard,br BRA,MF,27.0,26.3,66,38,24,33,9,32,72,44.4,40,47,19,28,35,101,68,2,Matches
Vinícius,br BRA,"FW,MF",30.0,26.7,8,3,2,3,3,2,26,7.7,24,5,0,5,24,32,10,0,Matches
Stiven Mendoza,co COL,FW,29.0,25.9,22,9,8,6,8,9,17,52.9,8,16,0,16,4,26,6,0,Matches
Bruno Pacheco,br BRA,DF,30.0,26.1,46,33,22,21,3,23,46,50.0,23,25,6,19,27,73,45,0,Matches
Richardson,br BRA,MF,30.0,23.0,62,31,27,26,9,32,69,46.4,37,20,4,16,20,82,20,2,Matches
Nino Paraíba,br BRA,DF,36.0,24.6,43,22,26,13,4,13,22,59.1,9,25,3,22,36,79,46,0,Matches
Messias,br BRA,DF,27.0,23.0,11,8,7,4,0,7,10,70.0,3,27,17,10,23,34,115,0,Matches
Lima,br BRA,"FW,MF",25.0,21.5,39,23,9,23,7,19,50,38.0,31,26,5,21,18,57,13,0,Matches
Luiz Otávio,br BRA,DF,33.0,20.2,33,21,24,9,0,13,26,50.0,13,30,19,11,48,81,77,0,Matches
Gabriel Lacerda,br BRA,DF,22.0,21.0,21,14,18,3,0,8,18,44.4,10,22,16,6,21,42,86,0,Matches
Victor Luis,br BRA,DF,28.0,15.7,17,9,7,9,1,6,20,30.0,14,11,7,4,15,32,30,0,Matches
Michel,br BRA,DF,31.0,11.8,10,8,5,3,2,3,7,42.9,4,6,4,2,15,25,22,0,Matches
Cléber,br BRA,FW,25.0,10.9,16,10,2,10,4,3,8,37.5,5,7,1,6,2,18,11,0,Matches
Erick,br BRA,"FW,MF",24.0,11.7,10,5,6,3,1,4,19,21.1,15,11,0,11,5,15,5,0,Matches
