Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Fernando Sobral,br BRA,MF,26.0,33.4,2,1,0,63,56,0,33,39,55,0,0,0,251,16,26,38.1,Matches
Messias,br BRA,DF,26.0,33.5,7,0,0,30,9,0,0,41,6,0,3,0,131,115,41,73.7,Matches
Bruno Pacheco,br BRA,DF,29.0,32.4,7,0,0,49,48,1,82,44,28,0,0,0,164,53,30,63.9,Matches
Vinícius,br BRA,"MF,FW",29.0,26.4,7,0,0,10,41,6,125,12,9,0,0,0,110,17,19,47.2,Matches
Lima,br BRA,FW,24.0,23.5,2,0,0,31,67,7,60,26,27,0,0,0,155,11,24,31.4,Matches
Stiven Mendoza,co COL,"FW,MF",28.0,22.2,3,0,0,25,38,3,49,9,13,0,0,0,131,8,23,25.8,Matches
Richard,br BRA,GK,29.0,22.0,2,0,0,0,4,0,0,0,0,0,0,0,17,4,0,100.0,Matches
Gabriel Lacerda,br BRA,DF,21.0,19.9,4,0,0,14,2,3,1,13,5,0,0,0,70,42,27,60.9,Matches
Luiz Otávio,br BRA,DF,32.0,19.1,3,0,0,19,9,2,3,29,15,1,0,0,63,58,30,65.9,Matches
Marlon,br BRA,MF,30.0,16.3,6,0,0,32,22,1,12,25,21,0,0,0,114,7,14,33.3,Matches
Fábio Gonçalves,br BRA,"MF,DF",34.0,14.4,3,0,0,23,18,0,7,31,19,0,0,0,85,32,32,50.0,Matches
Cléber,br BRA,FW,24.0,15.7,6,2,2,55,16,4,12,6,17,1,0,0,40,71,69,50.7,Matches
Gabriel Dias,br BRA,DF,26.0,12.5,1,1,0,17,16,1,22,20,19,0,1,1,55,37,22,62.7,Matches
João Ricardo Riedi,br BRA,GK,32.0,12.5,4,0,0,0,2,0,0,0,0,0,0,0,10,2,0,100.0,Matches
Igor Inocêncio,br BRA,DF,22.0,12.1,3,0,0,23,5,1,59,11,17,0,0,0,42,27,19,58.7,Matches
Jael Ferreira,br BRA,FW,32.0,9.0,7,0,0,15,6,1,3,0,1,1,1,0,20,38,41,48.1,Matches
Rick,br BRA,FW,21.0,12.7,0,0,0,21,34,5,35,5,7,0,0,0,83,20,32,38.5,Matches
Jorginho,br BRA,MF,30.0,10.9,4,0,0,21,29,1,62,9,13,0,0,0,66,11,16,40.7,Matches
Kelvyn,br BRA,"DF,FW",21.0,11.3,2,0,0,13,6,1,35,11,7,0,0,0,70,12,17,41.4,Matches
Marcos Ytalo,br BRA,DF,24.0,9.8,3,0,0,10,14,1,28,11,8,0,0,0,36,15,10,60.0,Matches
Saulo Mineiro,br BRA,"FW,MF",23.0,7.4,2,0,0,20,6,4,4,1,3,0,0,0,22,14,36,28.0,Matches
Erick,br BRA,"FW,MF",23.0,7.7,2,0,0,13,29,3,20,6,10,0,0,0,42,4,6,40.0,Matches
William Oliveira,br BRA,MF,28.0,5.8,2,0,0,15,15,1,1,13,9,0,0,0,39,9,5,64.3,Matches
Willian Klaus,br BRA,DF,27.0,4.0,0,0,0,3,2,1,0,8,3,0,0,0,16,7,3,70.0,Matches
Vinícius Machado,br BRA,GK,20.0,3.5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Matches
Willian,br BRA,MF,27.0,3.1,0,0,0,8,5,0,1,5,4,0,0,0,12,5,5,50.0,Matches
Geovane,br BRA,MF,21.0,2.2,1,0,0,0,6,0,0,3,2,0,0,0,20,2,6,25.0,Matches
Yony González,co COL,FW,26.0,4.5,0,0,0,16,10,3,5,1,3,0,0,0,5,11,17,39.3,Matches
Pedrinho,br BRA,MF,23.0,2.8,2,0,0,11,3,0,0,5,5,0,0,0,9,2,1,66.7,Matches
Airton,br BRA,FW,21.0,1.7,0,0,0,6,1,0,0,1,3,0,0,0,7,1,9,10.0,Matches
Gabriel Santos,br BRA,"FW,MF",21.0,1.5,0,0,0,3,2,0,6,0,1,0,0,0,9,1,3,25.0,Matches
Felipe Vizeu,br BRA,FW,23.0,0.7,0,0,0,1,2,0,1,1,0,0,0,0,2,2,1,66.7,Matches
Charles Rigon Matos,br BRA,MF,24.0,1.3,1,0,0,4,5,0,2,1,4,0,0,0,14,7,2,77.8,Matches
Jordan,br BRA,DF,21.0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,66.7,Matches
Wendson,br BRA,"MF,FW",23.0,0.4,1,0,0,0,0,2,2,1,0,0,0,0,3,0,3,0.0,Matches
João Victor,br BRA,FW,16.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
Hélio Borges,br BRA,FW,20.0,0.1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,,Matches
Cristiano,br BRA,FW,21.0,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Squad Total,,,27.2,38.0,89,4,2,577,529,52,672,388,334,3,6,1,1917,664,591,52.9,
Opponent Total,,,26.4,38.0,100,3,3,555,552,46,711,392,284,4,4,1,1908,591,664,47.1,
