Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Fernando Sobral,br BRA,"MF,FW",25.0,31.1,2,48,10,20.8,1.54,0.32,0.02,0.1,23.7,2,1,1,3.3,2.5,0.05,-1.3,-1.5,Matches
Vinícius,br BRA,"MF,FW",28.0,28.8,13,81,32,39.5,2.81,1.11,0.11,0.28,22.2,13,4,5,11.5,7.7,0.09,1.5,1.3,Matches
Bruno Pacheco,br BRA,DF,28.0,28.7,0,8,1,12.5,0.28,0.03,0.0,0.0,23.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Cléber,br BRA,FW,23.0,24.5,6,53,17,32.1,2.16,0.69,0.11,0.35,13.8,0,0,0,6.8,6.8,0.13,-0.8,-0.8,Matches
Luiz Otávio,br BRA,DF,31.0,27.5,1,8,3,37.5,0.29,0.11,0.13,0.33,9.4,0,0,0,1.4,1.4,0.18,-0.4,-0.4,Matches
Tiago Pagnussat,br BRA,DF,29.0,27.5,1,21,3,14.3,0.76,0.11,0.05,0.33,14.0,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
Samuel Xavier,br BRA,DF,29.0,26.4,1,12,4,33.3,0.45,0.15,0.08,0.25,22.0,1,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches
Fábio Gonçalves,br BRA,MF,33.0,25.5,1,15,4,26.7,0.59,0.16,0.07,0.25,16.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches
Charles Rigon Matos,br BRA,MF,23.0,22.8,2,23,10,43.5,1.01,0.44,0.09,0.2,22.8,0,0,0,1.1,1.1,0.05,0.9,0.9,Matches
Fernando Prass,br BRA,GK,41.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lima,br BRA,"FW,MF",23.0,19.3,6,24,13,54.2,1.24,0.67,0.21,0.38,17.8,1,1,1,4.4,3.6,0.15,1.6,1.4,Matches
Léo Chú,br BRA,FW,19.0,15.6,3,20,6,30.0,1.28,0.39,0.15,0.5,16.8,0,0,0,2.5,2.5,0.13,0.5,0.5,Matches
Richard,br BRA,GK,28.0,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Eduardo,br BRA,DF,33.0,10.1,1,6,2,33.3,0.59,0.2,0.17,0.5,23.7,0,0,0,0.8,0.8,0.14,0.2,0.2,Matches
Leandro Carvalho,br BRA,"FW,MF",24.0,9.0,1,17,4,23.5,1.88,0.44,0.06,0.25,21.1,0,0,0,1.7,1.7,0.1,-0.7,-0.7,Matches
Willian Klaus,br BRA,DF,26.0,8.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alyson Neves,br BRA,DF,23.0,7.5,0,3,0,0.0,0.4,0.0,0.0,,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Gabriel Lacerda,br BRA,DF,20.0,7.2,0,3,1,33.3,0.41,0.14,0.0,0.0,4.6,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches
Mateus Gonçalves Martins,br BRA,FW,25.0,6.5,1,13,7,53.8,1.99,1.07,0.08,0.14,17.8,1,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches
Pedrinho,br BRA,MF,22.0,6.1,2,5,2,40.0,0.82,0.33,0.4,1.0,15.9,0,0,0,0.7,0.7,0.14,1.3,1.3,Matches
Rafael Sóbis,br BRA,"FW,MF",34.0,5.6,0,20,4,20.0,3.57,0.71,0.0,0.0,17.7,0,0,0,2.3,2.3,0.13,-2.3,-2.3,Matches
Eduardo Brock,br BRA,DF,28.0,5.5,1,5,2,40.0,0.91,0.37,0.2,0.5,14.1,1,0,0,0.9,0.9,0.18,0.1,0.1,Matches
William Oliveira,br BRA,MF,27.0,4.8,0,3,0,0.0,0.62,0.0,0.0,,32.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ricardo Dias Acosta,br BRA,MF,34.0,4.5,0,5,3,60.0,1.11,0.67,0.0,0.0,30.4,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Felipe Vizeu,br BRA,"FW,MF",22.0,3.6,2,10,5,50.0,2.76,1.38,0.2,0.4,9.7,0,0,0,2.0,2.0,0.2,0.0,0.0,Matches
Felipe Silva,br BRA,"FW,MF",29.0,2.9,0,4,0,0.0,1.37,0.0,0.0,,19.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Wescley,br BRA,"MF,FW",28.0,4.3,1,6,2,33.3,1.41,0.47,0.17,0.5,17.8,0,0,0,0.7,0.7,0.11,0.3,0.3,Matches
Kelvyn,br BRA,"DF,FW",20.0,3.8,2,6,2,33.3,1.59,0.53,0.33,1.0,18.3,0,0,0,0.6,0.6,0.11,1.4,1.4,Matches
Saulo Mineiro,br BRA,FW,22.0,5.7,4,15,6,40.0,2.64,1.05,0.27,0.67,13.7,0,0,0,2.6,2.6,0.17,1.4,1.4,Matches
Rick,br BRA,"FW,MF",20.0,2.1,0,1,0,0.0,0.49,0.0,0.0,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Marthã,br BRA,MF,22.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vítor Jacaré,br BRA,FW,20.0,2.9,1,13,4,30.8,4.47,1.37,0.08,0.25,15.4,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches
Bergson da Silva,br BRA,FW,28.0,0.6,0,2,1,50.0,3.1,1.55,0.0,0.0,29.2,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Alan Uchôa,br BRA,DF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.9,38.0,52,450,148,32.9,11.84,3.89,0.1,0.31,18.8,22,6,7,51.8,46.4,0.11,0.2,-0.4,
Opponent Total,,,26.1,38.0,51,480,166,34.6,12.63,4.37,0.09,0.25,20.1,31,10,11,52.6,44.0,0.09,-1.6,-3.0,
