Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Fernando Sobral,br BRA,MF,26.0,33.4,78,2.34,64,0,4,2,7,1,4,0.12,4,0,0,0,0,0,Matches
Messias,br BRA,DF,26.0,33.5,13,0.39,10,0,0,3,0,0,3,0.09,0,0,0,3,0,0,Matches
Bruno Pacheco,br BRA,DF,29.0,32.4,62,1.91,42,11,3,3,3,0,3,0.09,3,0,0,0,0,0,Matches
Vinícius,br BRA,"MF,FW",29.0,26.4,127,4.8,85,29,3,6,3,1,5,0.19,2,3,0,0,0,0,Matches
Lima,br BRA,FW,24.0,23.5,86,3.66,54,10,5,6,10,1,5,0.21,4,0,0,1,0,0,Matches
Stiven Mendoza,co COL,"FW,MF",28.0,22.2,85,3.82,57,7,7,5,8,1,8,0.36,4,0,1,1,2,0,Matches
Richard,br BRA,GK,29.0,22.0,6,0.27,1,5,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
Gabriel Lacerda,br BRA,DF,21.0,19.9,13,0.65,9,0,0,4,0,0,2,0.1,0,0,0,2,0,0,Matches
Luiz Otávio,br BRA,DF,32.0,19.1,18,0.94,13,0,1,3,1,0,1,0.05,0,0,0,0,1,0,Matches
Marlon,br BRA,MF,30.0,16.3,39,2.39,32,2,0,3,2,0,2,0.12,0,0,0,2,0,0,Matches
Fábio Gonçalves,br BRA,"MF,DF",34.0,14.4,6,0.42,3,1,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Cléber,br BRA,FW,24.0,15.7,37,2.35,27,0,6,2,1,1,2,0.13,2,0,0,0,0,0,Matches
Gabriel Dias,br BRA,DF,26.0,12.5,16,1.28,11,1,0,2,2,0,1,0.08,0,0,0,1,0,0,Matches
João Ricardo Riedi,br BRA,GK,32.0,12.5,1,0.08,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Igor Inocêncio,br BRA,DF,22.0,12.1,30,2.47,19,6,1,1,0,3,2,0.16,1,1,0,0,0,0,Matches
Jael Ferreira,br BRA,FW,32.0,9.0,26,2.89,19,1,2,3,1,0,5,0.55,3,0,0,1,1,0,Matches
Rick,br BRA,FW,21.0,12.7,50,3.94,27,0,13,1,7,2,5,0.39,1,0,4,0,0,0,Matches
Jorginho,br BRA,MF,30.0,10.9,47,4.31,36,10,0,0,1,0,3,0.27,2,1,0,0,0,0,Matches
Kelvyn,br BRA,"DF,FW",21.0,11.3,33,2.93,20,6,2,2,2,1,0,0.0,0,0,0,0,0,0,Matches
Marcos Ytalo,br BRA,DF,24.0,9.8,20,2.05,18,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Saulo Mineiro,br BRA,"FW,MF",23.0,7.4,12,1.63,9,0,1,2,0,0,1,0.14,1,0,0,0,0,0,Matches
Erick,br BRA,"FW,MF",23.0,7.7,25,3.22,15,1,4,2,3,0,1,0.13,1,0,0,0,0,0,Matches
William Oliveira,br BRA,MF,28.0,5.8,6,1.04,5,0,0,0,0,1,2,0.35,2,0,0,0,0,0,Matches
Willian Klaus,br BRA,DF,27.0,4.0,5,1.25,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Vinícius Machado,br BRA,GK,20.0,3.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Willian,br BRA,MF,27.0,3.1,6,1.92,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Geovane,br BRA,MF,21.0,2.2,5,2.31,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Yony González,co COL,FW,26.0,4.5,16,3.53,7,0,3,4,2,0,2,0.44,1,0,0,1,0,0,Matches
Pedrinho,br BRA,MF,23.0,2.8,6,2.14,5,0,0,0,1,0,1,0.36,1,0,0,0,0,0,Matches
Airton,br BRA,FW,21.0,1.7,1,0.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Santos,br BRA,"FW,MF",21.0,1.5,8,5.41,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Felipe Vizeu,br BRA,FW,23.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Charles Rigon Matos,br BRA,MF,24.0,1.3,3,2.33,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jordan,br BRA,DF,21.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wendson,br BRA,"MF,FW",23.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
João Victor,br BRA,FW,16.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hélio Borges,br BRA,FW,20.0,0.1,2,16.36,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristiano,br BRA,FW,21.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,38.0,888,23.37,611,92,57,60,56,12,59,1.55,32,6,5,12,4,0,
Opponent Total,,,26.4,38.0,922,24.26,673,70,71,54,44,10,68,1.79,47,3,7,5,4,2,
