Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-04-14,21:00,Série A,Matchweek 1,Sat,Away,L,0,2,Santos,47,15513,Ricardo Dias Acosta,4-1-4-1,4-3-3,Rodrigo D'Alonso Ferreira,Match Report,
2018-04-22,16:00,Série A,Matchweek 2,Sun,Home,D,0,0,São Paulo,51,30186,Tiago Alves,3-4-3,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Home,L,0,3,Flamengo,48,52962,Tiago Alves,3-4-3,4-3-3,Anderson Daronco,Match Report,
2018-05-06,11:00,Série A,Matchweek 4,Sun,Away,D,1,1,Corinthians,38,40350,Ricardo Dias Acosta,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2018-05-14,20:00,Série A,Matchweek 5,Mon,Home,D,2,2,América (MG),65,14914,Richardson,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2018-05-20,11:00,Série A,Matchweek 6,Sun,Away,L,1,2,Vitória,58,8371,Rafael Pereira,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2018-05-27,19:00,Série A,Matchweek 7,Sun,Home,L,0,1,Grêmio,40,14995,Ricardo Dias Acosta,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2018-05-30,21:00,Série A,Matchweek 8,Wed,Away,L,0,2,Chapecoense,53,7015,Éverson,4-1-4-1,4-1-4-1,Igor Junior Benevenuto,Match Report,
2018-06-03,19:00,Série A,Matchweek 9,Sun,Home,L,0,1,Cruzeiro,43,15234,Éverson,4-2-3-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,
2018-06-06,19:30,Série A,Matchweek 10,Wed,Away,D,0,0,Botafogo (RJ),44,8825,Rafael Pereira,3-4-1-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2018-06-10,16:00,Série A,Matchweek 11,Sun,Home,D,2,2,Palmeiras,43,32732,Luiz Otávio,4-5-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2018-06-13,21:45,Série A,Matchweek 12,Wed,Away,L,1,2,Atlético Mineiro,32,22119,Ricardo Dias Acosta,5-4-1,4-1-4-1,Vinicius Furlan,Match Report,
2018-07-18,19:30,Série A,Matchweek 13,Wed,Home,W,1,0,Sport Recife,34,15197,Tiago Alves,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2018-07-23,20:00,Série A,Matchweek 14,Mon,Away,L,0,1,Internacional,41,21013,Tiago Alves,4-4-2,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2018-07-28,16:00,Série A,Matchweek 16,Sat,Home,W,1,0,Fluminense,37,11119,Tiago Alves,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-08-05,16:00,Série A,Matchweek 17,Sun,Away,W,1,0,Paraná,33,8639,Tiago Alves,4-2-3-1,4-1-4-1,Grazianni Maciel Rocha,Match Report,
2018-08-08,19:30,Série A,Matchweek 20,Wed,Home,D,1,1,Santos,50,18047,Tiago Alves,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,
2018-08-11,16:00,Série A,Matchweek 18,Sat,Home,D,0,0,Ath Paranaense,46,14772,Tiago Alves,4-2-2-2,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2018-08-20,20:00,Série A,Matchweek 19,Mon,Away,D,1,1,Vasco da Gama,42,15539,Tiago Alves,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2018-08-26,11:00,Série A,Matchweek 21,Sun,Away,L,0,1,São Paulo,42,57323,Tiago Alves,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2018-08-29,19:30,Série A,Matchweek 15,Wed,Home,L,0,2,Bahia,68,11395,Tiago Alves,4-2-3-1,4-3-3,Dyorgines José Padovani Andrade,Match Report,
2018-09-02,11:00,Série A,Matchweek 22,Sun,Away,W,1,0,Flamengo,35,61277,Tiago Alves,4-2-3-1,4-3-3,Raphael Claus,Match Report,
2018-09-05,20:00,Série A,Matchweek 23,Wed,Home,W,2,1,Corinthians,31,39785,Tiago Alves,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2018-09-09,16:00,Série A,Matchweek 24,Sun,Away,D,0,0,América (MG),41,4348,Tiago Alves,4-2-3-1,4-2-3-1,Daniel Nobre Bins,Match Report,
2018-09-15,16:00,Série A,Matchweek 25,Sat,Home,W,2,0,Vitória,43,32136,Tiago Alves,4-2-3-1,4-4-2,Marcelo Aparecido Ribeiro De Souza,Match Report,
2018-09-23,11:00,Série A,Matchweek 26,Sun,Away,L,2,3,Grêmio,40,36789,Tiago Alves,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2018-09-30,19:00,Série A,Matchweek 27,Sun,Home,W,3,1,Chapecoense,45,28226,Richardson,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2018-10-15,20:00,Série A,Matchweek 29,Mon,Home,D,0,0,Botafogo (RJ),56,29946,Tiago Alves,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,
2018-10-21,17:00,Série A,Matchweek 30,Sun,Away,L,1,2,Palmeiras,61,36323,Tiago Alves,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2018-10-24,20:30,Série A,Matchweek 28,Wed,Away,W,2,0,Cruzeiro,38,30814,Tiago Alves,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2018-10-29,20:00,Série A,Matchweek 31,Mon,Home,W,2,1,Atlético Mineiro,38,37394,Tiago Alves,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2018-11-05,19:00,Série A,Matchweek 32,Mon,Away,L,0,1,Sport Recife,49,25002,Tiago Alves,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2018-11-11,16:00,Série A,Matchweek 33,Sun,Home,D,1,1,Internacional,40,43575,Tiago Alves,4-2-3-1,4-4-1-1,Dewson Fernando Freitas da Silva,Match Report,
2018-11-14,20:00,Série A,Matchweek 34,Wed,Away,L,1,2,Bahia,38,17825,Richardson,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2018-11-19,20:00,Série A,Matchweek 35,Mon,Away,D,0,0,Fluminense,42,6435,Tiago Alves,4-2-2-2,4-2-3-1,Anderson Daronco,Match Report,
2018-11-22,20:00,Série A,Matchweek 36,Thu,Home,W,1,0,Paraná,59,48824,Tiago Alves,4-2-3-1,4-4-2,Luiz Flávio de Oliveira,Match Report,
2018-11-25,17:00,Série A,Matchweek 37,Sun,Away,D,2,2,Ath Paranaense,35,9632,Tiago Alves,5-4-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2018-12-02,16:00,Série A,Matchweek 38,Sun,Home,D,0,0,Vasco da Gama,56,55445,Ricardo Dias Acosta,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
