Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
9,Ath Paranaense,19,9,5,5,20,13,7,32,1.68,24.4,18.8,5.6,0.29,19,6,3,10,18,23,-5,21,1.11,21.2,28.2,-7.0,-0.37
10,RB Bragantino,19,10,5,4,34,19,15,35,1.84,28.6,18.6,10.0,0.52,19,3,9,7,16,21,-5,18,0.95,24.7,24.6,0.0,0.0
11,Ceará,19,7,5,7,22,25,-3,26,1.37,28.3,23.8,4.6,0.24,19,7,5,7,32,26,6,26,1.37,23.5,28.8,-5.4,-0.28
12,Corinthians,19,8,7,4,29,23,6,31,1.63,26.3,24.9,1.4,0.07,19,5,5,9,16,22,-6,20,1.05,17.8,29.5,-11.7,-0.61
13,Atl Goianiense,19,6,9,4,24,21,3,27,1.42,24.4,29.3,-5.0,-0.26,19,6,5,8,16,24,-8,23,1.21,19.9,25.1,-5.2,-0.27
