Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Fernando Prass,br BRA,GK,41.0,22,22,1980,22.0,33,1.5,109,76,73.4,6,8,8,6,27.3,5,4,0,1,0.0,Matches
Richard,br BRA,GK,28.0,16,16,1440,16.0,18,1.13,67,49,82.1,8,2,6,5,31.3,6,6,0,0,0.0,Matches
Squad Total,,,27.9,38,38,3420,38.0,51,1.34,176,125,76.7,14,10,14,11,28.9,11,10,0,1,0.0,
Opponent Total,,,26.1,38,38,3419,38.0,54,1.42,155,102,69.0,14,10,14,8,21.1,7,6,1,0,14.3,
