Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Éverson,br BRA,GK,27.0,37.0,5,0,0,2,9,0,1,4,1,1,2,0,Matches
Luiz Otávio,br BRA,DF,29.0,34.4,8,0,0,21,12,0,2,92,34,0,1,0,Matches
Richardson,br BRA,MF,26.0,29.4,13,0,0,68,76,2,17,31,82,0,0,0,Matches
Arthur Cabral,br BRA,FW,19.0,27.4,5,0,0,61,29,10,6,6,4,0,0,0,Matches
Tiago Alves,br BRA,DF,33.0,25.8,4,0,0,28,11,2,4,33,20,0,0,0,Matches
Samuel Xavier,br BRA,DF,27.0,24.3,12,2,2,46,50,1,112,24,34,1,1,0,Matches
Ricardo Dias Acosta,br BRA,MF,32.0,18.1,5,0,0,25,10,8,78,10,16,0,0,0,Matches
Leandro Carvalho,br BRA,"FW,MF",22.0,17.0,6,1,0,28,50,3,36,7,14,0,0,0,Matches
Edinho Campos,br BRA,MF,35.0,17.6,4,0,0,41,13,1,3,20,17,0,1,0,Matches
Calyson,br BRA,MF,24.0,16.4,3,0,0,17,15,2,29,13,10,0,0,0,Matches
Felipe Azevedo,br BRA,"FW,MF",31.0,18.0,1,0,0,24,36,1,20,13,17,0,0,0,Matches
Juninho,br BRA,MF,31.0,15.6,1,0,0,36,19,0,38,18,33,0,0,0,Matches
João Lucas Cardoso,br BRA,DF,26.0,14.3,1,0,0,8,7,3,81,18,15,0,0,0,Matches
Felipe Jonatan,br BRA,"DF,MF",19.0,13.7,1,0,0,10,14,0,79,32,21,0,0,0,Matches
Juninho Quixadá,br BRA,FW,32.0,11.4,1,0,0,22,29,3,27,9,7,1,0,0,Matches
Valdo,br BRA,DF,25.0,12.1,0,0,0,7,10,0,0,7,10,0,0,0,Matches
Fábio Gonçalves,br BRA,MF,31.0,10.9,1,0,0,14,12,0,14,23,22,0,0,0,Matches
Wescley,br BRA,"FW,MF",26.0,7.5,2,0,0,17,4,1,5,1,9,1,0,0,Matches
Pio,br BRA,MF,30.0,6.9,2,0,0,14,12,1,51,9,12,0,0,1,Matches
Romário,br BRA,DF,25.0,5.9,1,0,0,9,6,3,21,8,12,0,0,0,Matches
Rafael Pereira,br BRA,DF,33.0,5.5,0,0,0,2,4,1,1,11,5,0,0,0,Matches
Éder Luís,br BRA,"FW,MF",32.0,5.4,0,0,0,8,9,4,8,2,5,0,0,0,Matches
Javier Reina,co COL,"FW,MF",29.0,4.9,2,0,0,10,4,1,4,3,2,0,0,0,Matches
Élton Rodrigues Brandão,br BRA,FW,32.0,4.7,2,0,0,18,5,1,5,2,2,1,0,0,Matches
Arnaldo,br BRA,DF,25.0,4.5,2,0,0,6,15,0,8,7,6,0,0,0,Matches
Rafael Carioca,br BRA,DF,25.0,4.4,3,0,0,8,4,1,18,8,8,0,0,0,Matches
Eduardo Brock,br BRA,DF,26.0,4.0,1,0,0,7,4,0,1,3,8,0,0,0,Matches
Pedro Ken,br BRA,MF,30.0,3.3,2,0,0,8,9,0,5,1,6,0,0,0,Matches
Jown Cardona,co COL,MF,23.0,3.1,2,0,0,7,6,0,15,4,8,0,0,0,Matches
Naldo,br BRA,MF,27.0,3.1,1,0,0,5,3,1,3,12,5,0,0,0,Matches
Ricardo Bueno,br BRA,FW,30.0,2.1,0,0,0,5,7,1,6,0,1,0,0,0,Matches
Douglas Coutinho,br BRA,"FW,MF",23.0,2.0,1,0,0,3,0,0,3,2,0,0,0,0,Matches
Hyuri,br BRA,"FW,MF",26.0,1.9,0,0,0,3,4,1,0,3,1,0,0,0,Matches
Ernandes Dias Luz,br BRA,"DF,MF",30.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,Matches
Patrick,br BRA,DF,20.0,1.0,1,0,0,2,1,0,6,3,1,0,0,0,Matches
Diogo Silva,br BRA,GK,31.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Roberto César,br BRA,"FW,MF",32.0,0.8,0,0,0,1,0,0,5,0,2,0,0,0,Matches
Luidy,br BRA,MF,21.0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,Matches
Robinho,br BRA,MF,23.0,0.4,0,0,0,3,2,0,1,0,0,0,0,0,Matches
Juninho Piauiense,br BRA,FW,18.0,0.4,1,0,0,2,0,0,0,0,1,0,0,0,Matches
Romário,br BRA,FW,25.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,38.0,95,3,2,597,502,52,714,439,454,5,5,1,
Opponent Total,,,27.3,38.0,91,1,0,541,570,61,893,452,443,2,4,0,
