Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
9,Ath Paranaense,38,15,8,15,38,36,2,53,1.39,45.6,47.0,-1.4,-0.04,,Renato Kayser - 8,Santos,→ Copa Sudamericana via league finish
10,RB Bragantino,38,13,14,11,50,40,10,53,1.39,53.3,43.3,10.0,0.26,,Claudinho - 18,Cleiton Schwengber,→ Copa Sudamericana via league finish
11,Ceará,38,14,10,14,54,51,3,52,1.37,51.8,52.6,-0.8,-0.02,,Vinícius - 13,Fernando Prass,→ Copa Sudamericana via league finish
12,Corinthians,38,13,12,13,45,45,0,51,1.34,44.1,54.4,-10.3,-0.27,,Jô - 6,Cássio,→ Copa Sudamericana via league finish
13,Atl Goianiense,38,12,14,12,40,45,-5,50,1.32,44.3,54.5,-10.2,-0.27,,Jean - 5,Jean,→ Copa Sudamericana via league finish
