Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Cristovam da Silva,br BRA,DF,28.0,8,572.0,72.0,16.7,6.4,6,86.0,5.0,2,28.0,23,1.0,7.0,6.0,1.0,0.16,0.35,8.7,6.7,2.0,0.32,0.53,Matches
Eduardo Brock,br BRA,DF,27.0,9,484.0,54.0,14.2,5.4,5,82.0,4.0,4,19.0,23,1.11,3.0,9.0,-6.0,-1.12,-1.15,6.6,10.3,-3.7,-0.69,-0.66,Matches
Thiago Carleto,br BRA,DF,29.0,5,436.0,87.0,12.7,4.8,5,87.0,4.0,0,,10,1.0,3.0,3.0,0.0,0.0,0.15,7.2,5.0,2.2,0.45,0.66,Matches
Auremir,br BRA,MF,27.0,6,390.0,65.0,11.4,4.3,5,75.0,2.0,1,15.0,21,0.71,5.0,5.0,0.0,0.0,0.15,7.6,4.8,2.8,0.64,0.87,Matches
Ricardo Bueno,br BRA,FW,31.0,6,340.0,57.0,9.9,3.8,4,75.0,1.0,2,21.0,1,1.0,7.0,3.0,4.0,1.06,1.32,5.1,4.5,0.6,0.16,0.32,Matches
Wescley,br BRA,"FW,MF",27.0,15,424.0,28.0,12.4,4.7,3,61.0,0.0,12,20.0,11,0.8,5.0,4.0,1.0,0.21,0.39,5.6,5.9,-0.3,-0.06,0.07,Matches
Rick,br BRA,"MF,FW",19.0,4,153.0,38.0,4.5,1.7,2,50.0,0.0,2,27.0,5,2.0,1.0,1.0,0.0,0.0,0.14,1.4,2.5,-1.2,-0.68,-0.58,Matches
Edinho Campos,br BRA,MF,36.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,12,0.0,2.0,4.0,-2.0,-2.0,-1.92,0.8,1.1,-0.2,-0.24,-0.12,Matches
Lucas França,br BRA,GK,23.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,26,0.0,0.0,1.0,-1.0,-1.0,-0.89,1.2,1.2,-0.1,-0.06,0.07,Matches
Willian Popp,br BRA,FW,24.0,1,58.0,58.0,1.7,0.6,1,58.0,0.0,0,,11,3.0,0.0,0.0,0.0,0.0,0.13,1.0,0.5,0.4,0.68,0.82,Matches
Richard,br BRA,GK,27.0,1,45.0,45.0,1.3,0.5,1,45.0,0.0,0,,4,3.0,2.0,1.0,1.0,2.0,2.16,0.2,0.9,-0.8,-1.52,-1.41,Matches
Juninho Quixadá,br BRA,"FW,MF",33.0,6,126.0,21.0,3.7,1.4,0,,0.0,6,20.0,5,0.67,2.0,1.0,1.0,0.71,0.88,2.9,1.3,1.6,1.13,1.3,Matches
Romário,br BRA,FW,26.0,2,96.0,48.0,2.8,1.1,0,,0.0,2,47.0,5,0.5,0.0,1.0,-1.0,-0.94,-0.83,1.5,1.7,-0.2,-0.18,-0.05,Matches
Roger,br BRA,FW,34.0,2,53.0,27.0,1.5,0.6,0,,0.0,2,26.0,2,0.0,1.0,1.0,0.0,0.0,0.13,1.3,0.7,0.6,1.06,1.21,Matches
Matheus Cabral,br BRA,GK,20.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Mateus Farias,br BRA,DF,18.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Fernando Henrique,br BRA,GK,35.0,0,,,,,0,,0.0,0,,7,,,,,,,,,,,,Matches
Matheus Lira,br BRA,MF,21.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,29.0,38,3420.0,90.0,100.0,38.0,418,84.0,,114,23.0,293,1.03,36.0,41.0,-5.0,-0.13,,48.7,53.4,-4.7,-0.12,,
Opponent Total,,,27.2,38,3420.0,90.0,100.0,38.0,418,84.0,,114,25.0,315,1.74,41.0,36.0,5.0,0.13,,53.4,48.7,4.7,0.12,,
