Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Diogo Silva,br BRA,GK,32.0,37,3285.0,89.0,96.1,36.5,36,90.0,36.0,1,45.0,1,1.05,34.0,39.0,-5.0,-0.14,-0.14,47.3,51.3,-3.9,-0.11,0.44,Matches
Fábio Gonçalves,br BRA,MF,32.0,35,3121.0,89.0,91.3,34.7,35,89.0,33.0,0,,0,0.91,31.0,38.0,-7.0,-0.2,-0.8,44.0,48.4,-4.4,-0.13,-0.02,Matches
Samuel Xavier,br BRA,DF,28.0,33,2955.0,90.0,86.4,32.8,33,90.0,31.0,0,,0,0.97,29.0,34.0,-5.0,-0.15,-0.15,42.5,46.6,-4.0,-0.12,0.02,Matches
João Lucas Cardoso,br BRA,DF,27.0,32,2769.0,87.0,81.0,30.8,31,89.0,29.0,1,13.0,3,1.13,31.0,34.0,-3.0,-0.1,0.18,37.3,44.5,-7.2,-0.23,-0.57,Matches
Thiago Galhardo,br BRA,"FW,MF",29.0,34,2664.0,78.0,77.9,29.6,31,82.0,19.0,3,36.0,0,0.97,27.0,27.0,0.0,0.0,0.6,38.2,38.1,0.1,0.0,0.59,Matches
Ricardo Dias Acosta,br BRA,MF,33.0,34,2656.0,78.0,77.7,29.5,31,83.0,21.0,3,28.0,2,1.15,26.0,29.0,-3.0,-0.1,0.13,37.2,42.6,-5.4,-0.18,-0.26,Matches
Valdo,br BRA,DF,26.0,30,2514.0,84.0,73.5,27.9,28,88.0,27.0,2,19.0,6,1.07,27.0,32.0,-5.0,-0.18,-0.18,35.6,41.4,-5.8,-0.21,-0.32,Matches
Luiz Otávio,br BRA,DF,30.0,26,2261.0,87.0,66.1,25.1,26,87.0,23.0,0,,0,1.35,30.0,22.0,8.0,0.32,1.33,31.9,33.3,-1.4,-0.06,0.2,Matches
Tiago Alves,br BRA,DF,34.0,21,1746.0,83.0,51.1,19.4,19,88.0,17.0,2,41.0,10,0.67,13.0,26.0,-13.0,-0.67,-1.1,25.5,28.9,-3.4,-0.18,-0.11,Matches
Felipe Silva,br BRA,"MF,FW",28.0,24,1415.0,59.0,41.4,15.7,17,80.0,11.0,7,8.0,8,0.96,15.0,15.0,0.0,0.0,0.22,21.3,22.5,-1.2,-0.08,0.08,Matches
Leandro Carvalho,br BRA,"FW,MF",23.0,26,1281.0,49.0,37.5,14.2,15,67.0,1.0,11,26.0,7,1.04,13.0,14.0,-1.0,-0.07,0.1,16.8,18.5,-1.7,-0.12,0.01,Matches
Felippe Cardoso,br BRA,FW,20.0,18,1285.0,71.0,37.6,14.3,14,84.0,10.0,4,28.0,10,0.72,13.0,18.0,-5.0,-0.35,-0.35,17.1,20.4,-3.3,-0.23,-0.17,Matches
Lima,br BRA,"FW,MF",22.0,15,1063.0,71.0,31.1,11.8,14,74.0,2.0,1,25.0,6,0.87,9.0,14.0,-5.0,-0.42,-0.42,13.5,12.8,0.8,0.06,0.28,Matches
Bergson da Silva,br BRA,FW,27.0,22,1141.0,52.0,33.4,12.7,12,75.0,7.0,10,24.0,13,1.23,15.0,9.0,6.0,0.47,0.91,19.0,16.3,2.7,0.21,0.5,Matches
William Oliveira,br BRA,MF,26.0,14,906.0,65.0,26.5,10.1,11,74.0,3.0,3,30.0,6,1.43,13.0,10.0,3.0,0.3,0.58,13.9,13.9,0.0,0.0,0.16,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",24.0,24,931.0,39.0,27.2,10.3,8,67.0,1.0,16,25.0,9,0.83,10.0,17.0,-7.0,-0.68,-0.75,14.0,17.8,-3.8,-0.37,-0.33,Matches
Fernando Sobral,br BRA,"MF,FW",24.0,13,809.0,62.0,23.7,9.0,8,91.0,8.0,5,17.0,7,1.31,8.0,9.0,-1.0,-0.11,0.03,9.6,13.8,-4.1,-0.46,-0.44,Matches
Chico,br BRA,"FW,MF",27.0,11,652.0,59.0,19.1,7.2,8,76.0,3.0,3,16.0,20,0.64,8.0,11.0,-3.0,-0.41,-0.35,9.9,13.1,-3.2,-0.45,-0.4,Matches
Pedro Ken,br BRA,MF,31.0,16,781.0,49.0,22.8,8.7,7,87.0,4.0,9,19.0,16,1.44,8.0,13.0,-5.0,-0.58,-0.58,9.4,14.4,-5.0,-0.57,-0.58,Matches
