Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-05-15,20:00,Série A,Matchweek 1,Mon,Away,L,1,4,Coritiba,40,10631,Walter,4-1-4-1,4-3-3,Luis César De Oliveira Magalhães,Match Report,
2017-05-20,19:00,Série A,Matchweek 2,Sat,Home,L,0,3,Flamengo,34,10144,Walter,4-5-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2017-05-28,16:00,Série A,Matchweek 3,Sun,Home,L,0,1,Corinthians,48,15220,Walter,4-2-3-1,4-1-4-1,Paulo Henrique Schleinch Vollkopf,Match Report,
2017-06-05,20:00,Série A,Matchweek 4,Mon,Away,L,0,3,Bahia,41,13364,Walter,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2017-06-08,19:30,Série A,Matchweek 5,Thu,Home,W,3,0,Ponte Preta,37,2862,Roger Carvalho,4-1-4-1,4-3-1-2,Pericles Bassols Pegado Cortez,Match Report,
2017-06-11,18:30,Série A,Matchweek 6,Sun,Away,L,0,2,Cruzeiro,30,9912,Roger Carvalho,4-2-3-1,4-2-3-1,Joao Batista de Arruda,Match Report,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Home,W,3,1,Avaí,47,2572,Jorginho,4-2-3-1,4-1-4-1,Leandro Bizzio Marinho,Match Report,
2017-06-17,16:00,Série A,Matchweek 8,Sat,Home,L,0,1,Ath Paranaense,66,4420,Bruno Pacheco,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2017-06-21,21:00,Série A,Matchweek 9,Wed,Away,L,0,1,Palmeiras,32,29014,Roger Carvalho,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,
2017-06-25,11:00,Série A,Matchweek 10,Sun,Away,L,0,1,Vasco da Gama,48,20658,Roger Carvalho,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,
2017-07-01,19:00,Série A,Matchweek 11,Sat,Home,D,1,1,Santos,33,5898,Roger Carvalho,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,
2017-07-08,16:00,Série A,Matchweek 12,Sat,Home,L,1,2,Vitória,51,2857,Roger Carvalho,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,
2017-07-13,19:30,Série A,Matchweek 13,Thu,Away,D,2,2,São Paulo,26,31333,Roger Carvalho,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,L,1,2,Atlético Mineiro,43,5235,Roger Carvalho,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2017-07-20,20:00,Série A,Matchweek 15,Thu,Away,L,0,4,Sport Recife,49,8809,Roger Carvalho,4-3-3,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2017-07-23,19:00,Série A,Matchweek 16,Sun,Home,D,1,1,Botafogo (RJ),51,5462,Roger Carvalho,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2017-07-30,11:00,Série A,Matchweek 17,Sun,Away,W,2,1,Chapecoense,50,9744,Roger Carvalho,4-2-3-1,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-08-02,21:45,Série A,Matchweek 18,Wed,Home,L,0,1,Grêmio,50,5253,Roger Carvalho,4-2-3-1,4-1-4-1,Igor Junior Benevenuto,Match Report,
2017-08-05,19:00,Série A,Matchweek 19,Sat,Away,L,1,3,Fluminense,49,27278,Roger Carvalho,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2017-08-12,16:00,Série A,Matchweek 20,Sat,Home,W,1,0,Coritiba,51,1891,Walter,4-2-3-1,4-3-3,Grazianni Maciel Rocha,Match Report,
2017-08-19,19:00,Série A,Matchweek 21,Sat,Away,L,0,2,Flamengo,40,7082,Walter,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-08-26,19:00,Série A,Matchweek 22,Sat,Away,W,1,0,Corinthians,32,40581,Walter,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-09-11,20:00,Série A,Matchweek 23,Mon,Home,D,1,1,Bahia,43,3818,Walter,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2017-09-16,21:00,Série A,Matchweek 24,Sat,Away,W,3,1,Ponte Preta,45,5264,Walter,4-3-3,4-2-3-1,Braulio da Silva Machado,Match Report,
2017-09-24,16:00,Série A,Matchweek 25,Sun,Home,L,1,2,Cruzeiro,54,10865,Gilvan,4-2-3-1,4-2-2-2,Heber Roberto Lopes,Match Report,
2017-10-01,16:00,Série A,Matchweek 26,Sun,Away,W,2,0,Avaí,48,7872,Walter,4-2-3-1,4-2-2-2,Raphael Claus,Match Report,
2017-10-11,19:30,Série A,Matchweek 27,Wed,Away,D,2,2,Ath Paranaense,39,5864,Walter,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,
2017-10-15,17:00,Série A,Matchweek 28,Sun,Home,L,1,3,Palmeiras,42,12619,Walter,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
