Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Jean,br BRA,GK,24.0,36.0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,17,6,Matches
Eder,br BRA,DF,24.0,31.3,22,10,15,7,0,11,16,68.8,5,35,25,10,45,67,138,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,22.0,30.9,59,38,35,21,3,29,59,49.2,30,38,9,29,43,102,68,0,Matches
Marlon Freitas,br BRA,MF,24.0,29.1,35,17,19,16,0,16,47,34.0,31,25,7,18,32,67,40,0,Matches
Chico,br BRA,"MF,FW",28.0,24.4,27,19,13,11,3,4,27,14.8,23,24,2,22,7,34,7,1,Matches
Nicolas,br BRA,DF,22.0,25.4,35,20,16,16,3,16,34,47.1,18,30,4,26,32,67,77,0,Matches
João Victor,br BRA,DF,21.0,24.1,38,27,27,11,0,20,30,66.7,10,22,10,12,30,68,99,1,Matches
Janderson,br BRA,FW,20.0,22.8,27,11,6,13,8,14,35,40.0,21,15,0,15,10,37,11,0,Matches
Gustavo Ferrareis,br BRA,FW,24.0,18.8,15,9,6,7,2,7,24,29.2,17,21,1,20,20,35,9,0,Matches
Zé Roberto,br BRA,FW,26.0,19.3,15,7,2,7,6,6,13,46.2,7,13,4,9,3,18,13,0,Matches
Willian Maranhão,br BRA,MF,24.0,16.0,24,15,12,11,1,9,18,50.0,9,18,9,9,30,54,30,2,Matches
Gilvan,br BRA,DF,30.0,14.4,14,8,11,2,1,10,14,71.4,4,16,10,6,25,39,75,1,Matches
Edson,br BRA,MF,28.0,14.0,33,19,15,15,3,15,34,44.1,19,7,5,2,31,64,31,0,Matches
Matheus de Vargas,br BRA,"MF,FW",23.0,15.5,16,8,6,7,3,8,29,27.6,21,17,4,13,9,25,14,0,Matches
Wellington Rato,br BRA,"FW,MF",27.0,13.4,16,14,6,7,3,3,19,15.8,16,13,1,12,11,27,6,0,Matches
Natanael,br BRA,DF,29.0,12.1,27,18,19,5,3,14,28,50.0,14,8,2,6,21,48,27,0,Matches
Lucas Oliveira,br BRA,"DF,MF",23.0,11.4,7,4,5,1,1,4,7,57.1,3,19,13,6,17,24,45,2,Matches
Hyuri,br BRA,FW,28.0,8.0,6,5,2,3,1,1,5,20.0,4,7,1,6,5,11,4,0,Matches
Everton Felipe,br BRA,"FW,MF",22.0,7.1,6,4,2,2,2,2,8,25.0,6,5,1,4,6,12,3,1,Matches
Matheus Pereira,br BRA,MF,23.0,5.5,11,6,7,3,1,4,12,33.3,8,10,6,4,5,16,18,0,Matches
Renato Kayser,br BRA,FW,23.0,4.8,2,0,0,2,0,1,4,25.0,3,3,0,3,1,3,0,0,Matches
Jorginho,br BRA,MF,29.0,4.2,5,3,2,2,1,1,7,14.3,6,2,0,2,4,9,4,0,Matches
Danilo,br BRA,"FW,MF",20.0,5.4,6,3,2,2,2,0,2,0.0,2,2,0,2,8,14,4,0,Matches
Matheus Cotulio Bossa,br BRA,"FW,MF",26.0,5.5,11,11,2,4,5,3,11,27.3,8,3,0,3,6,17,1,0,Matches
Arnaldo,br BRA,"DF,FW",27.0,4.9,9,3,4,2,3,3,9,33.3,6,6,1,5,7,16,8,0,Matches
Roberson,br BRA,FW,30.0,2.7,5,3,1,2,2,1,3,33.3,2,2,0,2,1,6,1,0,Matches
Maurício Kozlinski,br BRA,GK,28.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,Matches
Gabriel Baralhas,br BRA,MF,21.0,1.7,8,5,2,6,0,6,6,100.0,0,2,1,1,7,15,4,0,Matches
Moacir,br BRA,DF,33.0,1.3,3,3,2,1,0,2,6,33.3,4,1,1,0,3,6,7,0,Matches
Júnior Brandão,br BRA,FW,25.0,1.9,7,6,1,3,3,2,4,50.0,2,2,0,2,1,8,6,0,Matches
Vitor Leque,br BRA,"FW,MF",19.0,1.2,0,0,0,0,0,0,4,0.0,4,1,0,1,1,1,1,0,Matches
Matheus Frizzo,br BRA,"MF,DF",21.0,0.9,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,2,0,Matches
Danilo,,FW,18.0,0.2,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,1,0,Matches
Francisco Rithely,br BRA,MF,29.0,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,Matches
Henry Vaca,bo BOL,MF,22.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,24.9,38.0,492,298,243,189,60,214,518,41.3,304,370,118,252,425,917,773,16,
Opponent Total,,,26.5,38.0,538,340,287,194,57,242,581,41.7,339,383,104,279,442,980,673,5,
