Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Adriano Martins,br BRA,DF,26.0,34,2990.0,88.0,87.4,33.2,34,88.0,31,0,,0,0.79,26.0,51.0,-25.0,-0.75,0.08,37.5,46.7,-9.2,-0.28,0.25,Matches
Ronaldo,br BRA,GK,27.0,32,2879.0,90.0,84.2,32.0,32,90.0,31,0,,0,0.91,28.0,45.0,-17.0,-0.53,1.46,36.4,41.1,-4.6,-0.14,1.03,Matches
Guilherme Romão,br BRA,DF,26.0,32,2766.0,86.0,80.9,30.7,32,86.0,26,0,,0,0.63,24.0,50.0,-26.0,-0.85,-0.43,33.4,41.1,-7.6,-0.25,0.31,Matches
Gabriel Baralhas,br BRA,MF,25.0,33,2452.0,74.0,71.7,27.2,31,78.0,15,2,20.0,0,0.76,19.0,42.0,-23.0,-0.84,-0.29,28.4,34.6,-6.3,-0.23,0.28,Matches
Luiz Fernando,br BRA,"FW,MF",27.0,31,2591.0,84.0,75.8,28.8,30,85.0,17,1,36.0,0,0.65,19.0,42.0,-23.0,-0.8,-0.15,28.1,33.9,-5.8,-0.2,0.44,Matches
Rhaldney,br BRA,MF,25.0,32,2157.0,67.0,63.1,24.0,28,73.0,6,4,30.0,1,0.88,19.0,35.0,-16.0,-0.67,0.26,23.6,30.7,-7.1,-0.3,0.03,Matches
Shaylon,br BRA,"FW,MF",26.0,35,2167.0,62.0,63.4,24.1,25,78.0,14,10,22.0,2,0.77,23.0,37.0,-14.0,-0.58,0.5,28.3,33.4,-5.0,-0.21,0.27,Matches
Alix Vinicius,br BRA,DF,24.0,25,2042.0,82.0,59.7,22.7,24,85.0,20,1,10.0,1,0.72,16.0,33.0,-17.0,-0.75,0.03,21.1,32.4,-11.3,-0.5,-0.47,Matches
Alejo Cruz,uy URU,"FW,MF",23.0,36,2156.0,60.0,63.0,24.0,22,78.0,9,14,32.0,1,0.83,18.0,33.0,-15.0,-0.63,0.37,26.6,33.5,-6.9,-0.29,0.05,Matches
Maguinho,br BRA,DF,31.0,24,1559.0,65.0,45.6,17.3,19,77.0,8,5,17.0,7,0.83,15.0,25.0,-10.0,-0.58,0.34,19.6,22.7,-3.1,-0.18,0.24,Matches
Bruno Tubarão,br BRA,DF,28.0,23,1586.0,69.0,46.4,17.6,17,84.0,14,6,25.0,1,0.83,11.0,26.0,-15.0,-0.85,-0.16,17.6,25.3,-7.7,-0.44,-0.24,Matches
Budiga Roni,br BRA,"MF,DF",24.0,22,1446.0,66.0,42.3,16.1,16,80.0,6,6,28.0,4,0.64,12.0,27.0,-15.0,-0.93,-0.3,15.1,23.2,-8.1,-0.5,-0.33,Matches
Emiliano Rodríguez,uy URU,FW,20.0,21,1096.0,52.0,32.0,12.2,14,68.0,1,7,21.0,2,0.71,10.0,16.0,-6.0,-0.49,0.4,14.1,11.1,3.0,0.25,0.82,Matches
Lucas Kal,br BRA,"MF,DF",27.0,17,1156.0,68.0,33.8,12.8,13,84.0,9,4,17.0,3,0.65,12.0,20.0,-8.0,-0.62,0.21,14.9,15.1,-0.2,-0.02,0.44,Matches
Derek,br BRA,FW,26.0,25,986.0,39.0,28.8,11.0,11,64.0,0,14,20.0,4,0.88,9.0,13.0,-4.0,-0.37,0.56,12.7,15.7,-3.1,-0.28,0.04,Matches
Luiz Felipe,br BRA,DF,30.0,16,1090.0,68.0,31.9,12.1,10,85.0,8,6,39.0,12,0.81,10.0,18.0,-8.0,-0.66,0.15,14.3,16.1,-1.8,-0.15,0.24,Matches
Gonzalo Freitas,uy URU,MF,32.0,15,820.0,55.0,24.0,9.1,10,79.0,6,5,5.0,1,1.2,6.0,16.0,-10.0,-1.1,-0.44,9.1,16.1,-6.9,-0.76,-0.6,Matches
Janderson,br BRA,"FW,MF",24.0,20,962.0,48.0,28.1,10.7,9,76.0,1,11,25.0,0,0.95,8.0,16.0,-8.0,-0.75,0.02,9.8,17.7,-7.9,-0.74,-0.6,Matches
Jan Carlos Hurtado,ve VEN,FW,23.0,19,865.0,46.0,25.3,9.6,9,66.0,0,10,27.0,0,0.95,6.0,15.0,-9.0,-0.94,-0.23,8.2,15.7,-7.6,-0.79,-0.64,Matches
Pedrão,br BRA,DF,31.0,12,587.0,49.0,17.2,6.5,7,73.0,5,5,15.0,11,0.92,4.0,9.0,-5.0,-0.77,0.0,5.3,8.3,-3.0,-0.46,-0.18,Matches
Joel Campbell,cr CRC,"MF,FW",31.0,10,558.0,56.0,16.3,6.2,6,77.0,2,4,24.0,1,0.7,3.0,11.0,-8.0,-1.29,-0.63,6.5,10.2,-3.8,-0.61,-0.36,Matches
Pedro Rangel,br BRA,GK,23.0,6,540.0,90.0,15.8,6.0,6,90.0,6,0,,26,0.63,4.0,14.0,-10.0,-1.67,-1.07,4.1,11.2,-7.0,-1.17,-1.02,Matches
Matías Lacava,ve VEN,"FW,MF",21.0,12,478.0,40.0,14.0,5.3,5,66.0,0,7,21.0,2,0.92,0.0,6.0,-6.0,-1.13,-0.43,4.0,8.8,-4.8,-0.91,-0.7,Matches
Vágner Love,br BRA,"FW,MF",39.0,6,176.0,29.0,5.1,2.0,2,56.0,0,4,16.0,3,0.57,3.0,4.0,-1.0,-0.51,0.27,4.0,1.7,2.3,1.18,1.57,Matches
Yony González,co COL,"FW,MF",29.0,9,267.0,30.0,7.8,3.0,1,78.0,0,8,24.0,0,0.11,2.0,7.0,-5.0,-1.69,-1.0,2.8,6.1,-3.3,-1.1,-0.86,Matches
Yeferson Rodallega,co COL,DF,23.0,2,105.0,53.0,3.1,1.2,1,90.0,1,1,15.0,18,0.5,0.0,3.0,-3.0,-2.57,-1.87,0.5,1.4,-0.9,-0.8,-0.5,Matches
Philipe Sampaio,br BRA,DF,29.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,2,0.0,0.0,2.0,-2.0,-2.0,-1.27,0.7,0.8,-0.1,-0.06,0.26,Matches
Gabriel Barros,br BRA,"FW,MF",22.0,2,79.0,40.0,2.3,0.9,1,62.0,0,1,17.0,4,0.0,0.0,1.0,-1.0,-1.14,-0.38,1.3,1.0,0.3,0.37,0.69,Matches
Luiz Gustavo,br BRA,"DF,MF",20.0,2,76.0,38.0,2.2,0.8,1,45.0,0,1,31.0,14,0.0,1.0,0.0,1.0,1.18,1.99,0.5,0.6,-0.1,-0.14,0.17,Matches
Dé Marcão,br BRA,DF,22.0,1,69.0,69.0,2.0,0.8,1,69.0,0,0,,17,0.0,1.0,3.0,-2.0,-2.61,-1.88,0.3,2.4,-2.1,-2.68,-2.42,Matches
Max,br BRA,"FW,MF",21.0,14,263.0,19.0,7.7,2.9,0,,0,14,19.0,3,0.64,4.0,6.0,-2.0,-0.68,0.09,5.7,5.0,0.7,0.24,0.59,Matches
Danielzinho,br BRA,"MF,FW",28.0,4,103.0,26.0,3.0,1.1,0,,0,4,26.0,5,1.0,2.0,1.0,1.0,0.87,1.69,3.0,0.7,2.4,2.06,2.45,Matches
Jorginho,br BRA,"MF,FW",33.0,3,73.0,24.0,2.1,0.8,0,,0,3,24.0,0,2.0,2.0,1.0,1.0,1.23,2.04,1.2,2.2,-1.0,-1.21,-0.92,Matches
