Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Adriano Martins,br BRA,DF,26.0,33.2,7,0,0,34,13,2,7,54,32,0,2,0,115,53,37,58.9,Matches
Ronaldo,br BRA,GK,27.0,32.0,2,1,0,2,5,0,0,0,0,0,0,0,39,8,0,100.0,Matches
Guilherme Romão,br BRA,DF,26.0,30.7,5,0,0,23,52,4,66,30,17,0,0,0,126,66,53,55.5,Matches
Gabriel Baralhas,br BRA,MF,25.0,27.2,9,0,0,29,34,2,12,39,32,1,0,0,130,31,33,48.4,Matches
Luiz Fernando,br BRA,"FW,MF",27.0,28.8,10,1,1,27,50,11,28,18,15,0,0,0,132,24,54,30.8,Matches
Rhaldney,br BRA,MF,25.0,24.0,10,0,0,57,39,1,9,12,46,0,0,0,153,26,26,50.0,Matches
Shaylon,br BRA,"FW,MF",26.0,24.1,3,0,0,14,7,1,132,16,8,0,0,0,113,7,12,36.8,Matches
Alix Vinicius,br BRA,DF,24.0,22.7,6,2,1,22,9,3,1,33,23,0,1,2,116,56,37,60.2,Matches
Alejo Cruz,uy URU,"FW,MF",23.0,24.0,4,0,0,15,30,2,181,21,24,0,0,0,96,20,22,47.6,Matches
Maguinho,br BRA,DF,31.0,17.3,4,1,0,32,15,2,60,17,12,1,2,0,69,29,28,50.9,Matches
Bruno Tubarão,br BRA,DF,28.0,17.6,4,1,1,15,17,1,70,16,21,0,0,0,76,23,16,59.0,Matches
Budiga Roni,br BRA,"MF,DF",24.0,16.1,5,0,0,17,12,0,8,14,28,0,0,0,80,6,12,33.3,Matches
Emiliano Rodríguez,uy URU,FW,20.0,12.2,2,0,0,10,22,8,7,1,4,0,0,0,40,40,60,40.0,Matches
Lucas Kal,br BRA,"MF,DF",27.0,12.8,1,0,0,11,4,0,7,15,7,0,0,0,45,14,12,53.8,Matches
Derek,br BRA,FW,26.0,11.0,1,1,0,23,17,2,4,4,11,0,0,0,22,20,61,24.7,Matches
Luiz Felipe,br BRA,DF,30.0,12.1,5,1,0,21,4,0,1,16,13,1,1,0,36,27,12,69.2,Matches
Gonzalo Freitas,uy URU,MF,32.0,9.1,7,0,0,24,7,1,1,13,11,0,3,0,31,30,13,69.8,Matches
Janderson,br BRA,"FW,MF",24.0,10.7,4,1,0,17,26,1,79,5,11,0,0,0,49,2,12,14.3,Matches
Jan Carlos Hurtado,ve VEN,FW,23.0,9.6,2,1,0,27,10,4,1,2,9,0,0,0,17,24,47,33.8,Matches
Pedrão,br BRA,DF,31.0,6.5,3,0,0,9,4,0,0,1,7,0,0,0,22,23,8,74.2,Matches
Joel Campbell,cr CRC,"MF,FW",31.0,6.2,3,0,0,3,9,0,16,2,10,0,0,0,30,7,13,35.0,Matches
Pedro Rangel,br BRA,GK,23.0,6.0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
Matías Lacava,ve VEN,"FW,MF",21.0,5.3,2,0,0,11,8,1,26,3,9,0,0,0,22,0,7,0.0,Matches
Vágner Love,br BRA,"FW,MF",39.0,2.0,1,0,0,1,3,0,2,1,0,0,0,0,5,4,9,30.8,Matches
Yony González,co COL,"FW,MF",29.0,3.0,0,0,0,6,9,0,14,1,2,0,0,0,12,6,7,46.2,Matches
Yeferson Rodallega,co COL,DF,23.0,1.2,0,0,0,0,0,0,4,0,1,0,0,0,4,0,1,0.0,Matches
Philipe Sampaio,br BRA,DF,29.0,1.0,0,0,0,1,2,0,1,0,1,0,0,0,5,4,1,80.0,Matches
Gabriel Barros,br BRA,"FW,MF",22.0,0.9,2,1,1,4,1,0,2,0,1,0,0,0,4,1,1,50.0,Matches
Luiz Gustavo,br BRA,"DF,MF",20.0,0.8,0,0,0,3,1,0,1,1,0,0,0,0,4,3,1,75.0,Matches
Dé Marcão,br BRA,DF,22.0,0.8,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,100.0,Matches
Max,br BRA,"FW,MF",21.0,2.9,2,0,0,7,8,2,11,0,6,1,0,0,17,3,6,33.3,Matches
Danielzinho,br BRA,"MF,FW",28.0,1.1,0,0,0,3,2,0,6,0,1,0,0,0,8,0,1,0.0,Matches
Jorginho,br BRA,"MF,FW",33.0,0.8,1,0,0,1,3,0,2,1,0,1,0,0,3,1,1,50.0,Matches
Rafael Haller,uy URU,DF,23.0,0.6,0,0,0,0,0,0,3,2,1,0,0,0,5,4,2,66.7,Matches
Mateo Zuleta,co COL,"FW,MF",21.0,0.5,1,0,0,2,2,0,3,1,1,0,0,0,3,3,0,100.0,Matches
Jean Carlos Alves Ferreira,br BRA,"FW,MF",18.0,0.4,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0.0,Matches
Gustavo Campanharo,br BRA,MF,31.0,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,2,0,100.0,Matches
Eli,br BRA,FW,19.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
Randerson,br BRA,MF,19.0,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0,Matches
Pedro Paranhos,br BRA,"FW,MF",17.0,0.1,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
Squad Total,,,26.5,38.0,109,11,4,477,426,48,767,344,367,5,9,2,1646,569,608,48.3,
Opponent Total,,,27.6,38.0,98,8,5,446,449,38,690,321,394,7,5,1,1648,608,569,51.7,
