Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fernando Miguel,br BRA,GK,35.0,36.4,750,1021,73.5,18874,11658,192,193,99.5,354,361,98.1,196,457,42.9,0,0.0,0.0,0.0,0,13,0,0,1,Matches
Eder,br BRA,DF,25.0,33.5,1332,1573,84.7,28701,10917,345,370,93.2,780,827,94.3,200,355,56.3,1,0.2,0.3,0.8,5,105,1,0,102,Matches
Willian Maranhão,br BRA,MF,25.0,30.7,1246,1407,88.6,22330,5672,546,599,91.2,524,567,92.4,143,174,82.2,0,0.6,0.8,-0.6,12,136,2,0,113,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,23.0,25.1,1058,1414,74.8,19228,7404,445,519,85.7,509,601,84.7,97,233,41.6,1,1.3,1.3,-0.3,15,77,16,6,98,Matches
Zé Roberto,br BRA,FW,27.0,23.1,397,588,67.5,5451,1182,231,302,76.5,111,161,68.9,18,34,52.9,0,1.9,1.6,-1.9,19,44,4,1,57,Matches
Janderson,br BRA,"FW,MF",21.0,25.6,513,752,68.2,8991,2645,243,300,81.0,199,276,72.1,58,128,45.3,1,3.8,3.0,-2.8,38,24,25,11,65,Matches
Igor Cariús,br BRA,DF,27.0,22.1,820,1109,73.9,14631,6801,331,376,88.0,414,533,77.7,64,139,46.0,0,0.9,0.5,-0.9,14,93,8,1,87,Matches
Marlon Freitas,br BRA,MF,25.0,24.7,1278,1509,84.7,24844,6569,471,523,90.1,605,679,89.1,182,244,74.6,3,2.6,2.7,0.4,30,160,29,2,187,Matches
João Paulo Alves,br BRA,"MF,FW",30.0,22.1,739,970,76.2,12207,3353,366,421,86.9,284,353,80.5,70,135,51.9,1,3.5,3.2,-2.5,38,85,31,6,139,Matches
André Luis,br BRA,"FW,MF",23.0,19.8,342,479,71.4,4950,1334,193,245,78.8,105,143,73.4,21,40,52.5,2,2.4,1.0,-0.4,27,35,7,0,45,Matches
Wanderson,br BRA,DF,29.0,19.2,789,926,85.2,16816,5671,172,187,92.0,503,550,91.5,110,174,63.2,0,0.1,0.1,-0.1,3,46,2,0,55,Matches
Gabriel Baralhas,br BRA,MF,22.0,19.1,768,902,85.1,13037,3534,362,406,89.2,300,339,88.5,79,113,69.9,0,1.0,1.6,-1.0,12,107,5,0,94,Matches
Natanael,br BRA,"DF,FW",30.0,17.1,508,738,68.8,9808,3930,201,249,80.7,235,305,77.0,65,144,45.1,4,1.6,2.4,2.4,14,41,10,5,49,Matches
Ronald,br BRA,"FW,MF",19.0,14.7,244,326,74.8,3451,1179,153,184,83.2,79,104,76.0,8,21,38.1,0,0.9,1.1,-0.9,11,13,8,2,26,Matches
Arnaldo,br BRA,DF,28.0,14.0,621,752,82.6,10610,4117,289,319,90.6,274,326,84.0,49,84,58.3,3,1.9,1.9,1.1,19,60,13,9,59,Matches
Lucas Oliveira,br BRA,DF,24.0,12.8,664,800,83.0,13735,5550,181,204,88.7,395,427,92.5,87,160,54.4,0,0.2,0.4,-0.2,5,57,5,2,57,Matches
