Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Fernando Miguel,br BRA,GK,35.0,37,3273.0,88.0,95.7,36.4,37,88.0,36.0,0,,0,1.41,31.0,34.0,-3.0,-0.08,-0.08,35.3,47.8,-12.4,-0.34,0.34,Matches
Eder,br BRA,DF,25.0,34,3015.0,89.0,88.2,33.5,34,89.0,33.0,0,,0,1.41,29.0,34.0,-5.0,-0.15,-0.59,31.6,45.1,-13.5,-0.4,-0.4,Matches
Willian Maranhão,br BRA,MF,25.0,34,2766.0,81.0,80.9,30.7,34,81.0,24.0,0,,0,1.44,25.0,28.0,-3.0,-0.1,-0.1,27.6,38.1,-10.6,-0.34,0.07,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,23.0,31,2261.0,73.0,66.1,25.1,29,77.0,14.0,2,16.0,1,1.34,19.0,23.0,-4.0,-0.16,-0.24,22.0,30.0,-8.1,-0.32,0.11,Matches
Zé Roberto,br BRA,FW,27.0,34,2082.0,61.0,60.9,23.1,26,72.0,3.0,8,25.0,0,1.38,16.0,23.0,-7.0,-0.3,-0.57,20.4,26.5,-6.2,-0.27,0.23,Matches
Janderson,br BRA,"FW,MF",21.0,34,2308.0,68.0,67.5,25.6,25,81.0,9.0,9,31.0,0,1.32,24.0,26.0,-2.0,-0.08,0.0,24.9,34.7,-9.7,-0.38,-0.07,Matches
Igor Cariús,br BRA,DF,27.0,27,1987.0,74.0,58.1,22.1,25,78.0,14.0,2,16.0,4,1.22,14.0,22.0,-8.0,-0.36,-0.68,18.7,29.0,-10.2,-0.46,-0.25,Matches
Marlon Freitas,br BRA,MF,25.0,26,2224.0,86.0,65.0,24.7,24,90.0,22.0,2,37.0,0,1.52,25.0,25.0,0.0,0.0,0.23,25.1,34.6,-9.5,-0.38,-0.08,Matches
João Paulo Alves,br BRA,"MF,FW",30.0,26,1987.0,76.0,58.1,22.1,22,84.0,13.0,4,36.0,0,1.38,14.0,18.0,-4.0,-0.18,-0.24,20.3,24.6,-4.3,-0.2,0.38,Matches
André Luis,br BRA,"FW,MF",23.0,30,1781.0,59.0,52.1,19.8,21,75.0,2.0,9,24.0,1,1.27,16.0,16.0,0.0,0.0,0.16,19.8,24.6,-4.8,-0.24,0.24,Matches
Wanderson,br BRA,DF,29.0,22,1731.0,79.0,50.6,19.2,20,84.0,16.0,2,27.0,3,1.32,15.0,20.0,-5.0,-0.26,-0.37,16.5,29.7,-13.3,-0.69,-0.67,Matches
Gabriel Baralhas,br BRA,MF,22.0,31,1718.0,55.0,50.2,19.1,18,82.0,11.0,13,18.0,5,1.45,17.0,22.0,-5.0,-0.26,-0.37,19.1,30.5,-11.4,-0.6,-0.49,Matches
Natanael,br BRA,"DF,FW",30.0,19,1540.0,81.0,45.0,17.1,17,88.0,15.0,2,20.0,0,1.21,15.0,16.0,-1.0,-0.06,0.04,16.5,21.9,-5.4,-0.32,0.07,Matches
Ronald,br BRA,"FW,MF",19.0,25,1323.0,53.0,38.7,14.7,16,66.0,3.0,9,29.0,3,1.44,11.0,11.0,0.0,0.0,0.13,13.4,20.5,-7.1,-0.49,-0.21,Matches
Arnaldo,br BRA,DF,28.0,28,1259.0,45.0,36.8,14.0,11,86.0,7.0,17,19.0,9,1.46,13.0,16.0,-3.0,-0.21,-0.21,16.3,21.5,-5.2,-0.37,-0.02,Matches
Lucas Oliveira,br BRA,DF,24.0,19,1156.0,61.0,33.8,12.8,11,90.0,11.0,8,21.0,19,1.42,14.0,13.0,1.0,0.08,0.24,14.0,17.9,-3.9,-0.31,0.08,Matches
Arthur,br BRA,"MF,FW",22.0,12,721.0,60.0,21.1,8.0,8,81.0,2.0,4,19.0,0,1.08,7.0,10.0,-3.0,-0.37,-0.37,7.0,11.8,-4.9,-0.61,-0.32,Matches
Arthur Henrique,br BRA,"DF,MF",26.0,10,664.0,66.0,19.4,7.4,7,72.0,3.0,3,53.0,15,1.9,10.0,5.0,5.0,0.68,0.94,8.3,9.0,-0.7,-0.1,0.32,Matches
Brian Montenegro,py PAR,"FW,MF",27.0,20,677.0,34.0,19.8,7.5,6,71.0,1.0,14,18.0,3,1.35,9.0,6.0,3.0,0.4,0.6,9.4,10.8,-1.4,-0.19,0.21,Matches
Nathan Silva,br BRA,DF,23.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,0,1.67,5.0,3.0,2.0,0.33,0.49,6.4,5.5,0.9,0.15,0.6,Matches
Pedrão,br BRA,DF,28.0,6,444.0,74.0,13.0,4.9,5,89.0,4.0,1,1.0,12,1.67,5.0,3.0,2.0,0.41,0.56,6.2,4.2,2.0,0.4,0.87,Matches
Matheus Barbosa,br BRA,"MF,FW",26.0,11,386.0,35.0,11.3,4.3,5,58.0,0.0,6,16.0,9,1.18,4.0,4.0,0.0,0.0,0.09,4.3,4.6,-0.3,-0.06,0.33,Matches
Lucas Melão Lucão,br BRA,FW,20.0,25,616.0,25.0,18.0,6.8,4,65.0,0.0,21,17.0,8,1.24,10.0,3.0,7.0,1.02,1.34,8.0,8.3,-0.2,-0.03,0.39,Matches
Rickson,br BRA,"FW,MF",22.0,9,355.0,39.0,10.4,3.9,4,61.0,0.0,5,22.0,8,1.78,5.0,3.0,2.0,0.51,0.65,5.0,5.6,-0.5,-0.14,0.24,Matches
André Lima,br BRA,MF,20.0,4,138.0,35.0,4.0,1.5,1,90.0,1.0,3,16.0,13,2.25,2.0,1.0,1.0,0.65,0.76,2.3,3.1,-0.8,-0.49,-0.14,Matches
Maurício Kozlinski,br BRA,GK,29.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,16,1.0,1.0,1.0,0.0,0.0,0.08,0.8,1.8,-1.0,-0.96,-0.62,Matches
Jefferson,br BRA,"DF,MF",24.0,5,88.0,18.0,2.6,1.0,1,15.0,0.0,4,18.0,4,1.2,1.0,2.0,-1.0,-1.02,-0.97,1.1,2.3,-1.1,-1.18,-0.84,Matches
Jonas,br BRA,"FW,MF",21.0,13,308.0,24.0,9.0,3.4,0,,0.0,13,24.0,5,1.38,5.0,7.0,-2.0,-0.58,-0.56,3.9,7.8,-3.9,-1.14,-0.86,Matches
Luan Polli,br BRA,GK,27.0,1,57.0,57.0,1.7,0.6,0,,0.0,1,57.0,21,1.0,1.0,1.0,0.0,0.0,0.08,0.8,1.0,-0.2,-0.25,0.11,Matches
Pablo Dyego,br BRA,"MF,FW",26.0,4,38.0,10.0,1.1,0.4,0,,0.0,4,10.0,5,1.0,0.0,1.0,-1.0,-2.37,-2.32,1.4,1.0,0.4,0.99,1.36,Matches
Werley,br BRA,"DF,FW",32.0,2,8.0,4.0,0.2,0.1,0,,0.0,2,4.0,11,2.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.1,1.49,1.85,Matches
Jean Carlos,br BRA,FW,18.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Michel Custódio,br BRA,DF,20.0,0,,,,,0,,,0,,11,,,,,,,,,,,,Matches
Danilo,,,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Isaac,br BRA,MF,16.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Carlos Jesus,br BRA,DF,19.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Leonardo,br BRA,GK,23.0,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
Matheus Oliveira Santos,br BRA,"FW,MF",23.0,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
Rodrigues,br BRA,MF,18.0,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
Squad Total,,,26.5,38,3420.0,90.0,100.0,38.0,418,81.0,251.0,168,22.0,199,1.39,33.0,36.0,-3.0,-0.08,,37.0,50.6,-13.6,-0.36,,
Opponent Total,,,26.8,38,3420.0,90.0,100.0,38.0,418,81.0,243.0,174,20.0,267,1.24,36.0,33.0,3.0,0.08,,50.6,37.0,13.6,0.36,,
