Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Wellington Rato,br BRA,"FW,MF",29.0,36,2782.0,77.0,81.3,30.9,33,81.0,19,3,34.0,0,0.92,32.0,45.0,-13.0,-0.42,0.28,34.8,39.1,-4.3,-0.14,0.41,Matches
Marlon Freitas,br BRA,MF,26.0,36,2475.0,69.0,72.4,27.5,27,83.0,19,9,26.0,1,0.92,30.0,45.0,-15.0,-0.55,-0.26,32.9,36.4,-3.6,-0.13,0.31,Matches
Wanderson,br BRA,DF,30.0,28,2446.0,87.0,71.5,27.2,27,89.0,26,1,45.0,6,0.93,26.0,42.0,-16.0,-0.59,-0.4,27.5,37.3,-9.8,-0.36,-0.51,Matches
Jefferson,br BRA,DF,25.0,33,2276.0,69.0,66.5,25.3,27,77.0,14,6,32.0,4,0.94,25.0,37.0,-12.0,-0.47,0.0,28.1,32.2,-4.0,-0.16,0.16,Matches
Gabriel Baralhas,br BRA,MF,23.0,30,2161.0,72.0,63.2,24.0,26,78.0,12,4,34.0,3,0.9,26.0,45.0,-19.0,-0.79,-0.86,27.4,33.7,-6.3,-0.26,-0.13,Matches
Diego Churín,ar ARG,FW,32.0,36,2387.0,66.0,69.8,26.5,25,83.0,15,11,27.0,0,0.97,31.0,41.0,-10.0,-0.38,0.32,31.5,34.8,-3.3,-0.12,0.3,Matches
Luiz Fernando,br BRA,"FW,MF",25.0,29,1742.0,60.0,50.9,19.4,23,67.0,2,6,35.0,1,0.97,22.0,32.0,-10.0,-0.52,-0.09,21.8,23.2,-1.4,-0.07,0.29,Matches
Airton,br BRA,FW,22.0,33,1738.0,53.0,50.8,19.3,22,65.0,3,11,28.0,2,1.0,24.0,21.0,3.0,0.16,1.28,22.6,25.7,-3.2,-0.16,0.11,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,24.0,22,1635.0,74.0,47.8,18.2,20,79.0,9,2,30.0,5,0.95,21.0,27.0,-6.0,-0.33,0.27,18.9,25.1,-6.2,-0.34,-0.24,Matches
Jorginho,br BRA,MF,31.0,30,1639.0,55.0,47.9,18.2,19,73.0,5,11,22.0,2,0.97,15.0,25.0,-10.0,-0.55,-0.14,23.8,21.4,2.4,0.13,0.67,Matches
Ronaldo,br BRA,GK,25.0,18,1620.0,90.0,47.4,18.0,18,90.0,18,0,,1,0.89,18.0,27.0,-9.0,-0.5,-0.05,23.8,24.3,-0.5,-0.03,0.35,Matches
Edson,br BRA,"DF,MF",30.0,17,1424.0,84.0,41.6,15.8,17,84.0,14,0,,1,0.88,15.0,27.0,-12.0,-0.76,-0.49,18.7,20.6,-1.9,-0.12,0.16,Matches
Willian Maranhão,br BRA,"MF,DF",26.0,18,1334.0,74.0,39.0,14.8,17,76.0,7,1,45.0,0,1.06,14.0,17.0,-3.0,-0.2,0.44,12.7,20.6,-7.8,-0.53,-0.52,Matches
Renan dos Santos,br BRA,GK,32.0,16,1440.0,90.0,42.1,16.0,16,90.0,16,0,,13,1.06,18.0,23.0,-5.0,-0.31,0.28,15.2,22.3,-7.1,-0.45,-0.4,Matches
Hayner,br BRA,DF,26.0,19,1377.0,72.0,40.3,15.3,16,82.0,12,3,21.0,4,0.89,16.0,25.0,-9.0,-0.59,-0.19,18.4,20.4,-2.0,-0.13,0.14,Matches
Shaylon,br BRA,"FW,MF",24.0,28,1354.0,48.0,39.6,15.0,15,66.0,2,13,28.0,4,0.86,16.0,26.0,-10.0,-0.66,-0.32,20.7,19.2,1.5,0.1,0.52,Matches
Lucas Gazal,br BRA,DF,22.0,15,1304.0,87.0,38.1,14.5,15,87.0,14,0,,2,1.27,19.0,18.0,1.0,0.07,0.88,15.9,18.5,-2.6,-0.18,0.06,Matches
Ramon Menezes Roma,br BRA,DF,26.0,14,1260.0,90.0,36.8,14.0,14,90.0,14,0,,2,1.14,16.0,17.0,-1.0,-0.07,0.64,20.1,18.2,1.9,0.14,0.56,Matches
Arthur Henrique,br BRA,DF,27.0,22,967.0,44.0,28.3,10.7,11,66.0,3,11,22.0,10,1.05,12.0,18.0,-6.0,-0.56,-0.12,11.8,16.6,-4.8,-0.45,-0.33,Matches
Edson,br BRA,"MF,DF",23.0,25,820.0,33.0,24.0,9.1,7,62.0,1,18,21.0,8,1.24,6.0,12.0,-6.0,-0.66,-0.24,8.0,12.2,-4.2,-0.46,-0.32,Matches
Leo Augusto Pereira,br BRA,"FW,MF",21.0,30,1134.0,38.0,33.2,12.6,6,83.0,3,24,26.0,3,0.9,12.0,20.0,-8.0,-0.63,-0.24,13.9,21.6,-7.7,-0.61,-0.59,Matches
Willian Klaus,br BRA,DF,28.0,9,541.0,60.0,15.8,6.0,5,90.0,5,4,23.0,8,0.67,4.0,9.0,-5.0,-0.83,-0.43,4.6,9.2,-4.6,-0.76,-0.65,Matches
Ricardinho,br BRA,FW,20.0,6,230.0,38.0,6.7,2.6,4,53.0,1,2,10.0,5,0.5,0.0,5.0,-5.0,-1.96,-1.59,2.7,2.4,0.3,0.14,0.38,Matches
Peglow,br BRA,"FW,MF",20.0,6,236.0,39.0,6.9,2.6,2,48.0,0,4,35.0,2,0.67,3.0,3.0,0.0,0.0,0.51,3.1,3.6,-0.5,-0.18,0.03,Matches
Diego,br BRA,GK,23.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,,5,1.0,2.0,2.0,0.0,0.0,0.5,2.5,1.9,0.6,0.3,0.55,Matches
Luan Polli,br BRA,GK,28.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,,11,0.5,1.0,5.0,-4.0,-2.0,-1.61,1.6,2.7,-1.1,-0.54,-0.34,Matches
Rhaldney,br BRA,"MF,FW",23.0,7,177.0,25.0,5.2,2.0,1,60.0,0,6,20.0,11,1.43,0.0,4.0,-4.0,-2.03,-1.65,1.3,3.8,-2.5,-1.26,-1.11,Matches
Camutanga,br BRA,DF,28.0,1,71.0,71.0,2.1,0.8,1,71.0,0,0,,5,0.0,0.0,1.0,-1.0,-1.27,-0.81,0.8,0.7,0.1,0.17,0.39,Matches
Kelvin,br BRA,"MF,FW",24.0,11,304.0,28.0,8.9,3.4,0,,0,11,28.0,9,0.73,2.0,5.0,-3.0,-0.89,-0.45,4.9,4.6,0.3,0.07,0.32,Matches
Lucas Lima,br BRA,"DF,MF",21.0,7,126.0,18.0,3.7,1.4,0,,0,7,18.0,9,0.14,1.0,3.0,-2.0,-1.43,-0.99,1.2,2.2,-1.0,-0.72,-0.52,Matches
Rickson,br BRA,"MF,FW",23.0,8,70.0,9.0,2.0,0.8,0,,0,8,9.0,7,1.13,1.0,1.0,0.0,0.0,0.48,1.2,2.3,-1.0,-1.3,-1.11,Matches
Leandro Barcia,uy URU,FW,29.0,1,26.0,26.0,0.8,0.3,0,,0,1,26.0,3,1.0,0.0,1.0,-1.0,-3.46,-3.01,0.1,0.5,-0.4,-1.55,-1.34,Matches
Gabriel Noga,br BRA,MF,20.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,14,3.0,0.0,0.0,0.0,0.0,0.47,0.1,0.0,0.1,11.99,12.21,Matches
Jean Carlos,br BRA,FW,19.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Michel Custódio,br BRA,DF,21.0,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Gabriel,br BRA,DF,17.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Leo Guimarães,br BRA,GK,19.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Isaac,br BRA,MF,17.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Brian Montenegro,py PAR,"FW,MF",28.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Pedro Paulo,br BRA,GK,23.0,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Luis Phelipe,br BRA,MF,20.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Samuel,br BRA,FW,17.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,79.0,238,178,25.0,191,0.95,39.0,57.0,-18.0,-0.47,,43.1,51.2,-8.2,-0.21,,
