Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Wellington Rato,br BRA,"FW,MF",29.0,30.9,3,0,0,31,51,5,115,10,22,0,0,0,154,18,27,40.0,Matches
Marlon Freitas,br BRA,MF,26.0,27.5,2,0,0,16,5,2,23,28,29,0,0,1,164,17,18,48.6,Matches
Wanderson,br BRA,DF,30.0,27.2,2,0,0,19,7,2,0,22,10,0,0,0,72,74,37,66.7,Matches
Jefferson,br BRA,DF,25.0,25.3,5,0,0,38,21,0,74,23,22,0,0,0,140,28,23,54.9,Matches
Gabriel Baralhas,br BRA,MF,23.0,24.0,12,0,0,40,17,0,7,35,37,0,1,0,133,25,19,56.8,Matches
Diego Churín,ar ARG,FW,32.0,26.5,6,0,0,51,52,5,11,8,18,0,0,0,72,119,103,53.6,Matches
Luiz Fernando,br BRA,"FW,MF",25.0,19.4,7,2,1,26,39,12,25,11,10,0,0,0,102,26,37,41.3,Matches
Airton,br BRA,FW,22.0,19.3,3,0,0,33,24,1,81,10,24,0,0,0,60,21,23,47.7,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,24.0,18.2,1,0,0,11,15,2,72,26,19,0,0,0,101,17,14,54.8,Matches
Jorginho,br BRA,MF,31.0,18.2,8,0,0,17,30,6,67,6,18,0,0,0,107,27,24,52.9,Matches
Ronaldo,br BRA,GK,25.0,18.0,1,0,0,0,2,0,0,0,0,0,0,0,10,2,0,100.0,Matches
Edson,br BRA,"DF,MF",30.0,15.8,5,0,0,12,16,1,1,27,15,1,1,0,86,35,26,57.4,Matches
Willian Maranhão,br BRA,"MF,DF",26.0,14.8,7,1,0,24,10,1,3,22,12,0,1,0,76,12,21,36.4,Matches
Renan dos Santos,br BRA,GK,32.0,16.0,2,0,0,0,3,0,0,0,0,0,0,0,4,4,0,100.0,Matches
Hayner,br BRA,DF,26.0,15.3,8,1,0,28,33,6,70,22,10,1,0,0,54,18,19,48.6,Matches
Shaylon,br BRA,"FW,MF",24.0,15.0,3,0,0,14,4,2,74,5,9,0,0,0,78,2,18,10.0,Matches
Lucas Gazal,br BRA,DF,22.0,14.5,1,1,0,19,2,1,3,16,4,0,0,0,51,33,21,61.1,Matches
Ramon Menezes Roma,br BRA,DF,26.0,14.0,2,0,0,10,0,0,0,15,3,0,0,0,66,46,25,64.8,Matches
Arthur Henrique,br BRA,DF,27.0,10.7,0,1,0,14,10,0,27,16,19,0,0,0,57,11,10,52.4,Matches
Edson,br BRA,"MF,DF",23.0,9.1,7,0,0,18,23,0,16,10,12,0,0,0,61,7,10,41.2,Matches
Leo Augusto Pereira,br BRA,"FW,MF",21.0,12.6,9,0,0,38,23,4,55,10,16,0,0,0,71,9,18,33.3,Matches
Willian Klaus,br BRA,DF,28.0,6.0,1,0,0,6,2,1,0,8,3,0,0,0,18,18,8,69.2,Matches
Ricardinho,br BRA,FW,20.0,2.6,2,0,0,4,3,2,1,0,0,0,0,0,5,4,11,26.7,Matches
Peglow,br BRA,"FW,MF",20.0,2.6,1,0,0,2,5,1,14,4,4,0,0,0,14,3,3,50.0,Matches
Diego,br BRA,GK,23.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Luan Polli,br BRA,GK,28.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,100.0,Matches
Rhaldney,br BRA,"MF,FW",23.0,2.0,1,0,0,5,2,0,1,2,4,0,0,0,16,6,3,66.7,Matches
Camutanga,br BRA,DF,28.0,0.8,0,0,0,0,0,0,0,2,2,0,0,0,4,5,0,100.0,Matches
Kelvin,br BRA,"MF,FW",24.0,3.4,0,0,0,0,4,1,20,1,3,0,0,0,13,2,8,20.0,Matches
Lucas Lima,br BRA,"DF,MF",21.0,1.4,0,0,0,4,2,0,4,0,2,0,0,0,5,2,2,50.0,Matches
Rickson,br BRA,"MF,FW",23.0,0.8,1,0,0,2,3,1,1,0,2,0,0,0,3,3,7,30.0,Matches
Leandro Barcia,uy URU,FW,29.0,0.3,0,0,0,1,0,0,0,2,2,0,0,1,1,0,0,,Matches
Gabriel Noga,br BRA,MF,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.9,38.0,100,6,1,483,410,56,765,341,331,2,3,2,1800,596,535,52.7,
Opponent Total,,,27.6,38.0,82,8,3,436,461,45,893,348,293,2,3,1,1790,535,596,47.3,
