Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Ronaldo,br BRA,GK,25.0,18,18,1620,18.0,27,1.5,86,61,70.9,4,4,10,2,11.1,2,2,0,0,0.0,Matches
Renan dos Santos,br BRA,GK,32.0,16,16,1440,16.0,23,1.44,87,64,74.7,4,5,7,2,12.5,1,1,0,0,0.0,Matches
Diego,br BRA,GK,23.0,2,2,180,2.0,2,1.0,10,8,80.0,0,2,0,0,0.0,0,0,0,0,,Matches
Luan Polli,br BRA,GK,28.0,2,2,180,2.0,5,2.5,11,6,54.5,0,1,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.9,38,38,3420,38.0,57,1.5,194,139,72.2,8,12,18,4,10.5,3,3,0,0,0.0,
Opponent Total,,,27.6,38,38,3420,38.0,39,1.03,154,115,76.0,18,12,8,10,26.3,3,2,1,0,33.3,
