Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Wellington Rato,br BRA,"FW,MF",29.0,30.9,903,1209,74.7,17107,3915,408,479,85.2,338,429,78.8,135,228,59.2,3,3.9,4.0,-0.9,51,96,34,10,142,Matches
Marlon Freitas,br BRA,MF,26.0,27.5,1563,1848,84.6,32872,8947,528,591,89.3,721,806,89.5,291,382,76.2,3,2.8,2.8,0.2,39,231,41,3,274,Matches
Wanderson,br BRA,DF,30.0,27.2,969,1112,87.1,20894,7507,237,259,91.5,580,629,92.2,145,204,71.1,0,0.3,0.5,-0.3,5,52,1,0,57,Matches
Jefferson,br BRA,DF,25.0,25.3,1224,1521,80.5,22850,9176,498,559,89.1,583,689,84.6,136,232,58.6,2,2.4,2.2,-0.4,28,93,27,15,125,Matches
Gabriel Baralhas,br BRA,MF,23.0,24.0,1015,1149,88.3,18765,5162,431,473,91.1,443,479,92.5,122,149,81.9,2,1.4,1.1,0.6,17,108,11,1,121,Matches
Diego Churín,ar ARG,FW,32.0,26.5,448,689,65.0,6610,1245,267,364,73.4,138,213,64.8,27,39,69.2,1,1.2,1.2,-0.2,23,39,8,0,44,Matches
Luiz Fernando,br BRA,"FW,MF",25.0,19.4,385,514,74.9,5859,1432,214,262,81.7,121,151,80.1,30,42,71.4,4,2.0,2.5,2.0,24,23,14,4,45,Matches
Airton,br BRA,FW,22.0,19.3,277,444,62.4,4218,1157,150,197,76.1,85,128,66.4,21,46,45.7,4,2.8,3.0,1.2,30,20,17,9,29,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,24.0,18.2,708,921,76.9,13200,5456,277,325,85.2,344,410,83.9,77,137,56.2,2,1.9,2.0,0.1,25,52,29,10,66,Matches
Jorginho,br BRA,MF,31.0,18.2,718,931,77.1,13029,3970,325,381,85.3,276,344,80.2,97,154,63.0,0,3.5,4.4,-3.5,38,100,26,1,141,Matches
Ronaldo,br BRA,GK,25.0,18.0,389,493,78.9,11060,7626,61,61,100.0,196,198,99.0,127,229,55.5,0,0.0,0.0,0.0,2,9,1,0,0,Matches
Edson,br BRA,"DF,MF",30.0,15.8,762,869,87.7,15563,5954,230,255,90.2,434,462,93.9,91,132,68.9,0,0.0,0.1,0.0,1,51,0,0,49,Matches
Willian Maranhão,br BRA,"MF,DF",26.0,14.8,496,587,84.5,9212,2540,210,235,89.4,219,238,92.0,59,88,67.0,0,0.3,0.4,-0.3,10,40,7,1,45,Matches
Renan dos Santos,br BRA,GK,32.0,16.0,332,425,78.1,9786,6962,53,53,100.0,157,159,98.7,118,208,56.7,0,0.4,0.0,-0.4,1,3,0,0,0,Matches
Hayner,br BRA,DF,26.0,15.3,479,647,74.0,8504,2760,209,246,85.0,210,268,78.4,49,95,51.6,2,1.9,2.3,0.1,16,31,23,11,56,Matches
Shaylon,br BRA,"FW,MF",24.0,15.0,537,673,79.8,9165,2755,285,305,93.4,177,228,77.6,64,107,59.8,0,2.7,2.8,-2.7,31,51,26,11,76,Matches
Lucas Gazal,br BRA,DF,22.0,14.5,486,597,81.4,10976,4300,127,137,92.7,257,285,90.2,99,167,59.3,0,0.0,0.2,0.0,1,43,3,1,35,Matches
Ramon Menezes Roma,br BRA,DF,26.0,14.0,655,722,90.7,13805,5392,170,188,90.4,393,413,95.2,87,110,79.1,0,0.0,0.2,0.0,1,29,0,0,34,Matches
Arthur Henrique,br BRA,DF,27.0,10.7,418,538,77.7,6652,2614,218,241,90.5,175,217,80.6,19,55,34.5,0,0.8,1.2,-0.8,14,45,14,6,50,Matches
Edson,br BRA,"MF,DF",23.0,9.1,409,482,84.9,7050,2522,189,210,90.0,166,185,89.7,42,59,71.2,0,0.7,0.7,-0.7,3,39,8,2,54,Matches
Leo Augusto Pereira,br BRA,"FW,MF",21.0,12.6,172,293,58.7,2509,564,93,119,78.2,65,106,61.3,6,28,21.4,1,2.0,1.6,-1.0,14,8,7,5,13,Matches
Willian Klaus,br BRA,DF,28.0,6.0,266,305,87.2,5396,1908,67,77,87.0,165,184,89.7,33,43,76.7,0,0.0,0.0,0.0,1,12,0,0,12,Matches
Ricardinho,br BRA,FW,20.0,2.6,38,50,76.0,427,44,33,38,86.8,4,9,44.4,0,0,,0,0.3,0.1,-0.3,2,0,2,0,2,Matches
Peglow,br BRA,"FW,MF",20.0,2.6,88,112,78.6,1364,369,45,49,91.8,34,42,81.0,6,13,46.2,1,0.5,0.7,0.5,5,6,3,0,14,Matches
Diego,br BRA,GK,23.0,2.0,44,66,66.7,1206,798,8,8,100.0,22,22,100.0,14,35,40.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
