Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Jorginho,br BRA,MF,26.0,35,2870.0,82.0,83.9,31.9,33,85.0,25.0,2,32.0,0,1.03,34.0,45.0,-11.0,-0.34,0.8,Matches
Andrigo,br BRA,"FW,MF",21.0,36,2522.0,70.0,73.7,28.0,31,76.0,10.0,5,36.0,0,0.89,27.0,40.0,-13.0,-0.46,0.04,Matches
Bruno Pacheco,br BRA,DF,25.0,29,2527.0,87.0,73.9,28.1,29,87.0,28.0,0,,1,0.93,28.0,42.0,-14.0,-0.5,-0.1,Matches
Igor Henrique,br BRA,MF,25.0,28,2045.0,73.0,59.8,22.7,26,77.0,12.0,2,22.0,0,1.11,24.0,36.0,-12.0,-0.53,-0.14,Matches
André Castro,br BRA,"DF,MF",25.0,32,2138.0,67.0,62.5,23.8,24,84.0,18.0,8,14.0,0,0.91,21.0,30.0,-9.0,-0.38,0.25,Matches
Gilvan,br BRA,DF,27.0,24,2137.0,89.0,62.5,23.7,24,89.0,22.0,0,,0,1.04,25.0,35.0,-10.0,-0.42,0.14,Matches
Walter,br BRA,FW,27.0,25,1997.0,80.0,58.4,22.2,22,87.0,18.0,3,26.0,3,0.8,19.0,38.0,-19.0,-0.86,-0.92,Matches
Luiz Fernando,br BRA,"FW,MF",20.0,33,2034.0,62.0,59.5,22.6,21,83.0,14.0,12,23.0,3,0.91,25.0,32.0,-7.0,-0.31,0.4,Matches
Roger Carvalho,br BRA,DF,30.0,19,1710.0,90.0,50.0,19.0,19,90.0,19.0,0,,0,0.63,16.0,34.0,-18.0,-0.95,-0.95,Matches
Felipe Garcia,br BRA,GK,29.0,18,1620.0,90.0,47.4,18.0,18,90.0,18.0,0,,1,0.78,15.0,27.0,-12.0,-0.67,-0.37,Matches
Paulinho,br BRA,MF,27.0,20,1522.0,76.0,44.5,16.9,18,81.0,11.0,2,32.0,1,0.95,16.0,27.0,-11.0,-0.65,-0.32,Matches
Marcão Silva,br BRA,MF,26.0,22,1595.0,73.0,46.6,17.7,17,89.0,16.0,5,15.0,12,0.91,15.0,30.0,-15.0,-0.85,-0.7,Matches
Jonathan,br BRA,DF,24.0,23,1555.0,68.0,45.5,17.3,17,83.0,10.0,6,25.0,4,1.09,22.0,22.0,0.0,0.0,0.87,Matches
William Alves,br BRA,DF,29.0,17,1520.0,89.0,44.4,16.9,17,89.0,16.0,0,,0,1.35,21.0,20.0,1.0,0.06,0.96,Matches
Breno Lopes,br BRA,DF,26.0,20,1394.0,70.0,40.8,15.5,16,80.0,9.0,4,29.0,15,1.05,15.0,19.0,-4.0,-0.26,0.36,Matches
Everaldo Stum,br BRA,FW,25.0,13,1005.0,77.0,29.4,11.2,12,81.0,7.0,1,29.0,0,0.62,11.0,20.0,-9.0,-0.81,-0.47,Matches
Marcos de Paula Dutra,br BRA,GK,23.0,11,990.0,90.0,28.9,11.0,11,90.0,11.0,0,,14,1.09,12.0,13.0,-1.0,-0.09,0.54,Matches
Eduardo Gabriel,br BRA,DF,20.0,14,934.0,67.0,27.3,10.4,10,90.0,10.0,4,8.0,24,1.36,11.0,10.0,1.0,0.1,0.78,Matches
Diego Rosa,br BRA,MF,27.0,22,999.0,45.0,29.2,11.1,9,81.0,3.0,13,21.0,9,1.0,14.0,10.0,4.0,0.36,1.18,Matches
Niltinho,br BRA,MF,23.0,19,911.0,48.0,26.6,10.1,9,76.0,2.0,10,23.0,1,1.0,9.0,15.0,-6.0,-0.59,-0.16,Matches
Kléver,br BRA,GK,27.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,16,1.11,11.0,16.0,-5.0,-0.56,-0.11,Matches
Ronaldo,br BRA,MF,20.0,9,590.0,66.0,17.3,6.6,6,83.0,4.0,3,31.0,1,1.56,9.0,8.0,1.0,0.15,0.76,Matches
Silva,br BRA,MF,21.0,11,511.0,46.0,14.9,5.7,6,73.0,2.0,5,15.0,19,1.09,5.0,10.0,-5.0,-0.88,-0.48,Matches
Eduardo,br BRA,DF,27.0,7,425.0,61.0,12.4,4.7,6,69.0,2.0,1,14.0,5,0.14,2.0,11.0,-9.0,-1.91,-1.64,Matches
Ricardo Silva,br BRA,DF,24.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,14,0.2,2.0,12.0,-10.0,-2.0,-1.76,Matches
Walterson,br BRA,"FW,MF",22.0,6,166.0,28.0,4.9,1.8,1,78.0,0.0,5,18.0,3,0.0,1.0,6.0,-5.0,-2.71,-2.35,Matches
Alison Henrique Mira,br BRA,FW,21.0,7,150.0,21.0,4.4,1.7,1,96.0,1.0,6,9.0,9,0.57,2.0,2.0,0.0,0.0,0.5,Matches
Marcão,br BRA,DF,20.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,2,1.0,1.0,1.0,0.0,0.0,0.49,Matches
Júnior Viçosa,br BRA,FW,27.0,7,157.0,22.0,4.6,1.7,0,,0.0,7,22.0,3,0.43,1.0,1.0,0.0,0.0,0.5,Matches
Jefferson Nem,br BRA,MF,20.0,4,81.0,20.0,2.4,0.9,0,,0.0,4,19.0,10,1.5,3.0,1.0,2.0,2.22,2.76,Matches
Everton Heleno,br BRA,MF,26.0,3,57.0,19.0,1.7,0.6,0,,0.0,3,18.0,16,2.0,1.0,1.0,0.0,0.0,0.48,Matches
Abuda,br BRA,MF,28.0,1,29.0,29.0,0.8,0.3,0,,0.0,1,28.0,0,1.0,0.0,1.0,-1.0,-3.1,-2.65,Matches
Pedro,br BRA,FW,20.0,1,18.0,18.0,0.5,0.2,0,,0.0,1,17.0,4,0.0,0.0,0.0,0.0,0.0,0.48,Matches
Bonfim,br BRA,DF,25.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Guilherme Borges,br BRA,MF,17.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Luiz Felipe,br BRA,MF,20.0,0,,,,,0,,0.0,0,,9,,,,,,,Matches
Lucas Frigeri,br BRA,GK,27.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
João Pedro,br BRA,MF,18.0,0,,,,,0,,0.0,0,,12,,,,,,,Matches
Lucas Pereira,br BRA,GK,18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
João Victor,br BRA,MF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
João Vitor,br BRA,FW,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,25.5,38,3420.0,90.0,100.0,38.0,418,84.0,,113,21.0,223,0.95,38.0,56.0,-18.0,-0.47,,
Opponent Total,,,26.7,38,3420.0,90.0,100.0,38.0,418,84.0,,112,26.0,303,1.82,56.0,38.0,18.0,0.47,,
