Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-05,21:30,Sudamericana,Group stage,Tue,Home,W,4,0,ec LDU de Quito,,,50.0,4877.0,Marlon Freitas,4-2-3-1,5-4-1,Gery Vargas,Match Report,
2022-04-09,19:00,Série A,Matchweek 1,Sat,Home,D,1,1,Flamengo,1.4,1.2,44.0,10496.0,Marlon Freitas,4-2-3-1,3-2-4-1,Braulio da Silva Machado,Match Report,
2022-04-12,21:30,Sudamericana,Group stage,Tue,Away,W,1,0,ar Defensa y Just,,,27.0,,Marlon Freitas,4-2-3-1,4-2-3-1,Carlos Betancourt,Match Report,
2022-04-17,18:00,Série A,Matchweek 2,Sun,Away,L,0,4,RB Bragantino,0.2,1.4,43.0,2351.0,Jefferson,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2022-04-24,18:30,Série A,Matchweek 3,Sun,Home,D,1,1,Botafogo (RJ),1.0,0.8,38.0,4427.0,Marlon Freitas,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2022-04-27,20:30,Sudamericana,Group stage,Wed,Away,L,1,2,cl Antofagasta,,,55.0,,Gabriel Baralhas,4-2-3-1,4-2-3-1,José Méndez,Match Report,
2022-04-30,18:00,Série A,Matchweek 4,Sat,Away,D,1,1,Cuiabá,1.2,2.4,49.0,4517.0,Marlon Freitas,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,
2022-05-04,19:15,Sudamericana,Group stage,Wed,Home,W,3,2,ar Defensa y Just,,,54.0,,Marlon Freitas,4-2-3-1,4-4-2,Gustavo Tejera,Match Report,
2022-05-08,16:00,Série A,Matchweek 5,Sun,Home,L,0,1,Goiás,2.4,0.9,76.0,5431.0,Marlon Freitas,4-2-3-1,5-4-1,Wagner do Nascimento Magalhães,Match Report,
2022-05-14,19:00,Série A,Matchweek 6,Sat,Away,L,0,2,Atlético Mineiro,0.2,1.3,44.0,20749.0,Marlon Freitas,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2022-05-17,21:30,Sudamericana,Group stage,Tue,Home,W,1,0,cl Antofagasta,,,55.0,,Edson,4-2-3-1,4-4-2,Gery Vargas,Match Report,
2022-05-21,16:30,Série A,Matchweek 7,Sat,Home,W,2,0,Coritiba,1.1,1.3,56.0,4676.0,Marlon Freitas,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2022-05-24,19:30,Sudamericana,Group stage,Tue,Away,D,1,1,ec LDU de Quito,,,46.0,,Marlon Freitas,4-2-3-1,4-4-2,Gustavo Tejera,Match Report,
2022-05-30,20:00,Série A,Matchweek 8,Mon,Away,D,1,1,Internacional,2.1,0.7,55.0,11050.0,Marlon Freitas,4-2-3-1,4-4-1-1,Marcelo de Lima Henrique,Match Report,
2022-06-04,20:30,Série A,Matchweek 9,Sat,Home,L,0,1,Corinthians,1.1,0.9,56.0,12089.0,Marlon Freitas,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2022-06-08,20:30,Série A,Matchweek 10,Wed,Home,W,2,1,Avaí,1.4,0.8,53.0,5251.0,Marlon Freitas,4-2-3-1,4-3-3,Paulo Roberto Alves Júnior,Match Report,
2022-06-11,19:00,Série A,Matchweek 11,Sat,Away,W,2,0,Fluminense,1.9,1.8,53.0,27859.0,Marlon Freitas,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2022-06-16,18:00,Série A,Matchweek 12,Thu,Away,L,2,4,Palmeiras,1.0,3.0,51.0,38888.0,Marlon Freitas,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2022-06-19,18:00,Série A,Matchweek 13,Sun,Home,W,3,1,Juventude,3.8,0.4,65.0,4524.0,Marlon Freitas,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,
2022-06-26,18:00,Série A,Matchweek 14,Sun,Away,D,1,1,Ceará,0.7,0.8,51.0,21374.0,Marlon Freitas,4-2-3-1,4-3-3,Douglas Marques das Flores,Match Report,
2022-06-30,20:30,Sudamericana,Round of 16,Thu,Away,L,0,2,py Olimpia,,,57.0,,Diego Churín,4-2-3-1,4-4-2,Piero Maza,Match Report,Leg 1 of 2
2022-07-03,16:00,Série A,Matchweek 15,Sun,Home,L,1,2,São Paulo,1.4,1.7,53.0,12089.0,Marlon Freitas,4-2-3-1,3-4-3,Wagner do Nascimento Magalhães,Match Report,
2022-07-07,21:30,Sudamericana,Round of 16,Thu,Home,W,2 (5),0 (3),py Olimpia,,,60.0,,Diego Churín,4-2-3-1,4-4-2,Wilmar Roldán,Match Report,Leg 2 of 2; Atl Goianiense won; Atl Goianiense won on penalty kicks following extra time
2022-07-10,18:00,Série A,Matchweek 16,Sun,Away,L,0,1,Santos,1.0,1.2,51.0,8588.0,Edson,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2022-07-17,18:00,Série A,Matchweek 17,Sun,Home,L,0,1,Fortaleza,0.8,0.6,62.0,7282.0,Marlon Freitas,4-2-3-1,3-4-3,Jean Pierre Goncalves Lima,Match Report,
2022-07-20,19:30,Série A,Matchweek 18,Wed,Away,L,1,4,Ath Paranaense,1.0,1.9,58.0,22426.0,Marlon Freitas,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2022-07-24,18:00,Série A,Matchweek 19,Sun,Home,L,0,1,América (MG),1.7,0.7,64.0,5098.0,Marlon Freitas,4-2-3-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,
2022-07-30,20:30,Série A,Matchweek 20,Sat,Away,L,1,4,Flamengo,0.2,2.9,48.0,64040.0,Marlon Freitas,4-1-4-1,4-4-2,Caio Max Augusto Vieira,Match Report,
2022-08-02,19:15,Sudamericana,Quarter-finals,Tue,Away,W,1,0,uy Nacional,,,,,Diego Churín,4-2-3-1,4-2-3-1,Eber Aquino,Match Report,Leg 1 of 2
2022-08-06,19:00,Série A,Matchweek 21,Sat,Home,W,2,1,RB Bragantino,0.8,1.4,42.0,5930.0,Marlon Freitas,4-2-3-1,4-3-3,Marielson Alves Silva,Match Report,
2022-08-09,19:15,Sudamericana,Quarter-finals,Tue,Home,W,3,0,uy Nacional,,,37.0,22574.0,Diego Churín,4-2-3-1,4-4-1-1,Darío Herrera,Match Report,Leg 2 of 2; Atl Goianiense won
2022-08-13,21:00,Série A,Matchweek 22,Sat,Away,D,0,0,Botafogo (RJ),0.7,0.8,46.0,12230.0,Marlon Freitas,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,
2022-08-21,18:00,Série A,Matchweek 23,Sun,Home,D,1,1,Cuiabá,0.4,1.9,37.0,4578.0,Marlon Freitas,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2022-08-27,16:30,Série A,Matchweek 24,Sat,Away,L,1,2,Goiás,0.5,1.3,68.0,13411.0,Marlon Freitas,4-2-3-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,
2022-09-01,21:30,Sudamericana,Semi-finals,Thu,Home,W,3,1,br São Paulo,,,54.0,33047.0,Diego Churín,4-2-3-1,3-1-4-2,Jesús Valenzuela,Match Report,Leg 1 of 2
2022-09-04,18:00,Série A,Matchweek 25,Sun,Home,L,0,2,Atlético Mineiro,0.4,1.3,50.0,7083.0,Marlon Freitas,4-4-2,4-4-2,Luiz Flávio de Oliveira,Match Report,
2022-09-08,21:30,Sudamericana,Semi-finals,Thu,Away,L,0 (2),2 (4),br São Paulo,,,40.0,53988.0,Diego Churín,4-2-3-1,4-4-2,Darío Herrera,Match Report,Leg 2 of 2; São Paulo won; São Paulo won on penalty kicks following extra time
2022-09-11,16:00,Série A,Matchweek 26,Sun,Away,L,0,2,Coritiba,0.8,1.3,57.0,15046.0,Willian Maranhão,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,
2022-09-19,20:00,Série A,Matchweek 27,Mon,Home,L,1,2,Internacional,1.3,1.9,54.0,5185.0,Diego Churín,4-2-3-1,4-3-3,Edina Alves Batista,Match Report,
2022-09-28,19:00,Série A,Matchweek 28,Wed,Away,L,1,2,Corinthians,1.0,2.9,36.0,32398.0,Diego Churín,5-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2022-10-01,19:00,Série A,Matchweek 29,Sat,Away,W,2,1,Avaí,1.5,0.9,41.0,8062.0,Diego Churín,4-2-3-1,4-1-2-1-2,Flavio Rodrigues De Souza,Match Report,
2022-10-05,19:00,Série A,Matchweek 30,Wed,Home,W,3,2,Fluminense,2.4,2.2,41.0,6075.0,Diego Churín,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2022-10-10,18:30,Série A,Matchweek 31,Mon,Home,D,1,1,Palmeiras,0.6,1.1,44.0,12089.0,Diego Churín,5-4-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2022-10-16,18:00,Série A,Matchweek 32,Sun,Away,D,1,1,Juventude,0.4,1.0,49.0,1489.0,Diego Churín,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2022-10-23,18:00,Série A,Matchweek 33,Sun,Home,W,1,0,Ceará,0.5,1.0,40.0,,Diego Churín,4-3-3,3-4-3,Luiz Flávio de Oliveira,Match Report,
2022-10-27,19:00,Série A,Matchweek 34,Thu,Away,L,1,2,São Paulo,1.4,0.8,47.0,,Diego Churín,4-3-3,3-5-2,Bruno Arleu de Araujo,Match Report,
2022-11-02,19:00,Série A,Matchweek 35,Wed,Home,L,2,3,Santos,1.9,0.6,55.0,,Marlon Freitas,4-2-3-1,4-3-3,Anderson Daronco,Match Report,
2022-11-06,16:00,Série A,Matchweek 36,Sun,Away,D,1,1,Fortaleza,1.2,1.5,43.0,44810.0,Wellington Rato,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2022-11-09,21:30,Série A,Matchweek 37,Wed,Home,D,1,1,Ath Paranaense,1.3,0.4,63.0,,Diego Churín,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2022-11-13,16:00,Série A,Matchweek 38,Sun,Away,D,1,1,América (MG),0.5,2.1,41.0,,Marlon Freitas,4-2-3-1,4-3-3,Leandro Pedro Vuaden,Match Report,
