Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Jean,br BRA,GK,24.0,36,36,3240.0,36.0,5.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,3.4,0.3,0.0,0.3,0.0,1.0,0.0,0.14,0.0,0.14,0.03,0.03,0.1,0.0,0.1,0.01,0.01,Matches
Eder,br BRA,DF,24.0,32,32,2821.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,0.4,1.5,25.0,82.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,22.0,34,32,2780.0,30.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,2.9,3.6,44.0,96.0,162.0,0.0,0.03,0.03,0.0,0.03,0.02,0.09,0.12,0.02,0.12,Matches
Marlon Freitas,br BRA,MF,24.0,31,30,2621.0,29.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.7,2.7,2.3,4.9,37.0,166.0,62.0,0.0,0.07,0.07,0.0,0.07,0.09,0.08,0.17,0.09,0.17,Matches
Chico,br BRA,"MF,FW",28.0,33,27,2195.0,24.4,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,3.7,3.7,5.0,8.8,56.0,115.0,158.0,0.04,0.25,0.29,0.04,0.29,0.15,0.21,0.36,0.15,0.36,Matches
Nicolas,br BRA,DF,22.0,30,26,2282.0,25.4,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,4.2,5.6,69.0,120.0,118.0,0.0,0.12,0.12,0.0,0.12,0.05,0.17,0.22,0.05,0.22,Matches
João Victor,br BRA,DF,21.0,27,25,2167.0,24.1,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.1,0.1,0.7,0.9,60.0,114.0,13.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.04,0.01,0.04,Matches
Janderson,br BRA,FW,20.0,32,24,2054.0,22.8,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,4.1,4.1,5.3,9.3,68.0,82.0,187.0,0.13,0.22,0.35,0.13,0.35,0.18,0.23,0.41,0.18,0.41,Matches
Gustavo Ferrareis,br BRA,FW,24.0,26,24,1689.0,18.8,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,3.6,3.6,2.5,6.1,52.0,64.0,141.0,0.16,0.11,0.27,0.16,0.27,0.19,0.13,0.32,0.19,0.32,Matches
Zé Roberto,br BRA,FW,26.0,25,22,1739.0,19.3,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,3.9,3.9,1.4,5.3,21.0,37.0,82.0,0.16,0.16,0.31,0.16,0.31,0.2,0.07,0.28,0.2,0.28,Matches
Willian Maranhão,br BRA,MF,24.0,22,18,1439.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.2,0.5,20.0,52.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Gilvan,br BRA,DF,30.0,22,14,1297.0,14.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,0.0,1.1,13.0,27.0,0.0,0.14,0.0,0.14,0.14,0.14,0.07,0.0,0.07,0.07,0.07,Matches
Edson,br BRA,MF,28.0,14,14,1260.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.4,1.2,3.0,58.0,6.0,0.07,0.07,0.14,0.07,0.14,0.06,0.03,0.08,0.06,0.08,Matches
Matheus de Vargas,br BRA,"MF,FW",23.0,29,13,1391.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.5,3.5,26.0,92.0,45.0,0.06,0.06,0.13,0.06,0.13,0.13,0.1,0.22,0.13,0.22,Matches
Wellington Rato,br BRA,"FW,MF",27.0,19,13,1205.0,13.4,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.8,2.8,1.4,4.2,35.0,55.0,73.0,0.15,0.22,0.37,0.15,0.37,0.21,0.1,0.31,0.21,0.31,Matches
Natanael,br BRA,DF,29.0,19,12,1089.0,12.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,1.3,2.2,30.0,59.0,52.0,0.17,0.08,0.25,0.17,0.25,0.07,0.11,0.18,0.07,0.18,Matches
Lucas Oliveira,br BRA,"DF,MF",23.0,19,10,1024.0,11.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,10.0,39.0,4.0,0.18,0.0,0.18,0.18,0.18,0.02,0.0,0.03,0.02,0.03,Matches
Hyuri,br BRA,FW,28.0,16,8,722.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.1,3.1,0.3,3.4,9.0,5.0,29.0,0.25,0.0,0.25,0.25,0.25,0.38,0.04,0.42,0.38,0.42,Matches
Everton Felipe,br BRA,"FW,MF",22.0,14,6,643.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.4,0.4,0.4,0.7,23.0,29.0,40.0,0.0,0.14,0.14,0.0,0.14,0.05,0.05,0.1,0.05,0.1,Matches
Matheus Pereira,br BRA,MF,23.0,10,5,496.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,1.0,10.0,1.0,0.18,0.0,0.18,0.18,0.18,0.03,0.01,0.04,0.03,0.04,Matches
Renato Kayser,br BRA,FW,23.0,5,5,434.0,4.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.4,2.4,0.1,2.5,6.0,5.0,32.0,0.62,0.0,0.62,0.62,0.62,0.5,0.03,0.52,0.5,0.52,Matches
Jorginho,br BRA,MF,29.0,5,5,375.0,4.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,5.0,22.0,15.0,0.48,0.0,0.48,0.48,0.48,0.06,0.06,0.12,0.06,0.12,Matches
Danilo,br BRA,"FW,MF",20.0,13,4,484.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,9.0,10.0,42.0,0.19,0.0,0.19,0.19,0.19,0.15,0.01,0.15,0.15,0.15,Matches
Matheus Cotulio Bossa,br BRA,"FW,MF",26.0,17,3,492.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.5,2.6,14.0,17.0,55.0,0.18,0.18,0.37,0.18,0.37,0.21,0.27,0.48,0.21,0.48,Matches
Arnaldo,br BRA,"DF,FW",27.0,17,3,445.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9,1.9,15.0,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.01,0.38,0.39,0.01,0.39,Matches
Roberson,br BRA,FW,30.0,9,2,240.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.8,2.0,8.0,18.0,0.75,0.0,0.75,0.75,0.75,0.3,0.02,0.32,0.3,0.32,Matches
Maurício Kozlinski,br BRA,GK,28.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Baralhas,br BRA,MF,21.0,4,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Moacir,br BRA,DF,33.0,4,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Júnior Brandão,br BRA,FW,25.0,11,0,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.58,0.06,0.63,0.58,0.63,Matches
Vitor Leque,br BRA,"FW,MF",19.0,8,0,107.0,1.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,7.0,1.68,0.0,1.68,1.68,1.68,1.68,0.0,1.68,1.68,1.68,Matches
Matheus Frizzo,br BRA,"MF,DF",21.0,4,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo,,FW,18.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches
Francisco Rithely,br BRA,MF,29.0,3,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Henry Vaca,bo BOL,MF,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Bernard,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Michel Custódio,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Edson Junior,br BRA,MF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Leonardo,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luan Patric,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lucas Pereira,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,24.9,38,418,3420.0,38.0,39.0,31.0,70.0,35.0,4.0,4.0,77.0,5.0,44.3,41.1,34.2,75.3,668.0,1424.0,1412.0,1.03,0.82,1.84,0.92,1.74,1.17,0.9,2.07,1.08,1.98,
Opponent Total,,,26.5,38,418,3420.0,38.0,44.0,25.0,69.0,38.0,6.0,8.0,95.0,8.0,54.5,48.3,38.4,86.7,646.0,1650.0,1636.0,1.16,0.66,1.82,1.0,1.66,1.43,1.01,2.44,1.27,2.28,
