Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Fernando Miguel,br BRA,GK,35.0,36.4,5,0,0,0,5,0,0,1,0,0,0,0,31,12,1,92.3,Matches
Eder,br BRA,DF,25.0,33.5,8,0,0,37,11,0,1,29,6,0,0,1,101,65,37,63.7,Matches
Willian Maranhão,br BRA,MF,25.0,30.7,11,1,0,51,18,0,6,42,32,0,0,0,190,37,22,62.7,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,23.0,25.1,1,1,0,31,18,2,90,22,28,0,0,0,136,15,26,36.6,Matches
Zé Roberto,br BRA,FW,27.0,23.1,8,0,0,61,60,12,14,7,8,0,0,0,50,48,82,36.9,Matches
Janderson,br BRA,"FW,MF",21.0,25.6,7,0,0,29,80,4,152,16,21,1,0,0,141,14,46,23.3,Matches
Igor Cariús,br BRA,DF,27.0,22.1,6,0,0,28,21,2,29,30,20,0,1,0,129,48,22,68.6,Matches
Marlon Freitas,br BRA,MF,25.0,24.7,5,0,0,29,12,2,4,19,22,0,1,0,153,14,18,43.8,Matches
João Paulo Alves,br BRA,"MF,FW",30.0,22.1,6,0,0,24,55,8,69,13,15,0,0,0,103,4,24,14.3,Matches
André Luis,br BRA,"FW,MF",23.0,19.8,6,0,0,41,74,5,20,13,13,1,0,0,60,14,40,25.9,Matches
Wanderson,br BRA,DF,29.0,19.2,3,0,0,11,7,0,1,20,6,0,1,0,72,55,30,64.7,Matches
Gabriel Baralhas,br BRA,MF,22.0,19.1,3,0,0,26,16,1,8,43,33,1,1,0,99,25,18,58.1,Matches
Natanael,br BRA,"DF,FW",30.0,17.1,4,0,0,18,24,1,88,17,19,0,1,0,114,27,26,50.9,Matches
Ronald,br BRA,"FW,MF",19.0,14.7,3,0,0,23,44,2,17,5,20,0,0,0,84,12,14,46.2,Matches
Arnaldo,br BRA,DF,28.0,14.0,3,0,0,20,15,2,45,18,21,0,0,0,110,10,20,33.3,Matches
Lucas Oliveira,br BRA,DF,24.0,12.8,2,0,0,12,3,0,5,21,10,0,0,0,66,19,20,48.7,Matches
Arthur,br BRA,"MF,FW",22.0,8.0,0,0,0,11,24,1,44,1,4,0,0,0,50,5,8,38.5,Matches
Arthur Henrique,br BRA,"DF,MF",26.0,7.4,1,0,0,10,10,0,20,10,6,0,0,0,33,10,6,62.5,Matches
Brian Montenegro,py PAR,"FW,MF",27.0,7.5,0,0,0,11,8,2,2,0,3,0,0,0,8,25,28,47.2,Matches
Nathan Silva,br BRA,DF,23.0,6.0,3,0,0,11,4,0,0,3,3,0,0,0,19,18,4,81.8,Matches
Pedrão,br BRA,DF,28.0,4.9,0,0,0,6,1,0,0,2,6,0,0,0,20,6,9,40.0,Matches
Matheus Barbosa,br BRA,"MF,FW",26.0,4.3,0,0,0,4,6,0,0,7,5,0,0,0,24,2,5,28.6,Matches
Lucas Melão Lucão,br BRA,FW,20.0,6.8,1,0,0,27,8,2,2,0,3,0,0,0,10,31,44,41.3,Matches
Rickson,br BRA,"FW,MF",22.0,3.9,2,0,0,10,9,0,3,3,2,0,0,0,20,4,4,50.0,Matches
André Lima,br BRA,MF,20.0,1.5,0,0,0,1,0,0,0,2,2,0,0,0,11,2,0,100.0,Matches
Maurício Kozlinski,br BRA,GK,29.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Jefferson,br BRA,"DF,MF",24.0,1.0,0,0,0,1,2,1,8,1,1,0,1,0,10,1,0,100.0,Matches
Jonas,br BRA,"FW,MF",21.0,3.4,1,0,0,4,2,1,4,4,3,0,0,0,19,2,7,22.2,Matches
Luan Polli,br BRA,GK,27.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Pablo Dyego,br BRA,"MF,FW",26.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,66.7,Matches
Werley,br BRA,"DF,FW",32.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
Squad Total,,,26.5,38.0,89,2,0,537,537,48,632,349,313,3,6,1,1864,529,563,48.4,
Opponent Total,,,26.8,38.0,92,3,2,561,506,75,921,423,331,4,4,1,1955,563,529,51.6,
