Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jean,br BRA,GK,24.0,36.0,968,1320,73.3,28919,18992,128,129,99.2,474,486,97.5,363,699,51.9,0,0.0,0.0,0.0,0,30,0,0,1,Matches
Eder,br BRA,DF,24.0,31.3,1155,1361,84.9,26297,9232,277,302,91.7,647,702,92.2,222,329,67.5,0,0.4,0.4,-0.4,5,95,2,0,82,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,22.0,30.9,1121,1480,75.7,19374,7898,509,582,87.5,503,627,80.2,95,190,50.0,1,2.9,3.3,-1.9,27,79,32,14,96,Matches
Marlon Freitas,br BRA,MF,24.0,29.1,1107,1336,82.9,21628,5921,405,486,83.3,519,583,89.0,159,199,79.9,2,2.3,1.5,-0.3,32,150,14,2,166,Matches
Chico,br BRA,"MF,FW",28.0,24.4,609,843,72.2,10629,3160,294,344,85.5,220,287,76.7,75,162,46.3,6,5.0,3.8,1.0,42,73,33,11,115,Matches
Nicolas,br BRA,DF,22.0,25.4,929,1329,69.9,17485,7643,378,462,81.8,411,534,77.0,120,250,48.0,3,4.2,3.1,-1.2,33,80,24,19,120,Matches
João Victor,br BRA,DF,21.0,24.1,951,1134,83.9,19558,5691,284,322,88.2,507,563,90.1,147,209,70.3,1,0.7,0.4,0.3,7,103,7,2,114,Matches
Janderson,br BRA,FW,20.0,22.8,427,664,64.3,6933,2511,233,301,77.4,143,220,65.0,38,86,44.2,5,5.3,3.4,-0.3,41,44,33,11,82,Matches
Gustavo Ferrareis,br BRA,FW,24.0,18.8,461,597,77.2,6734,1728,286,334,85.6,131,158,82.9,28,56,50.0,2,2.5,2.1,-0.5,26,39,17,3,64,Matches
Zé Roberto,br BRA,FW,26.0,19.3,262,397,66.0,3805,762,146,194,75.3,80,125,64.0,17,24,70.8,3,1.4,1.5,1.6,20,24,12,2,37,Matches
