Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Wellington Rato,br BRA,"FW,MF",29.0,30.9,1209,1098,108,30,3,33,115,18,48,23,13,0,903,3,30,Matches
Marlon Freitas,br BRA,MF,26.0,27.5,1848,1787,52,36,7,27,23,14,1,0,1,0,1563,9,23,Matches
Wanderson,br BRA,DF,30.0,27.2,1112,1086,25,21,0,9,0,4,0,0,0,0,969,1,6,Matches
Jefferson,br BRA,DF,25.0,25.3,1521,1284,228,49,0,13,74,172,7,2,4,0,1224,9,10,Matches
Gabriel Baralhas,br BRA,MF,23.0,24.0,1149,1110,37,30,0,18,7,7,0,0,0,0,1015,2,16,Matches
Diego Churín,ar ARG,FW,32.0,26.5,689,605,77,3,2,7,11,10,0,0,0,0,448,7,33,Matches
Luiz Fernando,br BRA,"FW,MF",25.0,19.4,514,499,15,4,3,5,25,3,2,0,1,0,385,0,24,Matches
Airton,br BRA,FW,22.0,19.3,444,405,34,5,4,1,81,3,26,5,19,0,277,5,29,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,24.0,18.2,921,688,230,25,2,4,72,191,14,1,13,0,708,3,19,Matches
Jorginho,br BRA,MF,31.0,18.2,931,836,90,29,6,15,67,5,49,20,16,0,718,5,16,Matches
Ronaldo,br BRA,GK,25.0,18.0,493,331,162,31,0,1,0,0,0,0,0,0,389,0,0,Matches
Edson,br BRA,"DF,MF",30.0,15.8,869,839,29,25,0,9,1,4,0,0,0,0,762,1,8,Matches
Willian Maranhão,br BRA,"MF,DF",26.0,14.8,587,565,22,19,0,8,3,3,0,0,0,0,496,0,8,Matches
Renan dos Santos,br BRA,GK,32.0,16.0,425,234,190,38,0,1,0,0,0,0,0,0,332,1,0,Matches
Hayner,br BRA,DF,26.0,15.3,647,513,131,10,1,3,70,119,2,0,0,0,479,3,13,Matches
Shaylon,br BRA,"FW,MF",24.0,15.0,673,608,64,15,2,4,74,18,31,15,13,0,537,1,12,Matches
Lucas Gazal,br BRA,DF,22.0,14.5,597,571,25,17,0,13,3,1,0,0,0,0,486,1,3,Matches
Ramon Menezes Roma,br BRA,DF,26.0,14.0,722,712,10,9,0,6,0,1,0,0,0,0,655,0,2,Matches
Arthur Henrique,br BRA,DF,27.0,10.7,538,450,87,11,1,1,27,75,1,0,1,0,418,1,15,Matches
Edson,br BRA,"MF,DF",23.0,9.1,482,410,72,23,0,2,16,44,5,0,4,0,409,0,6,Matches
Leo Augusto Pereira,br BRA,"FW,MF",21.0,12.6,293,286,5,1,1,1,55,4,0,0,0,0,172,2,20,Matches
Willian Klaus,br BRA,DF,28.0,6.0,305,299,6,4,0,0,0,1,0,0,0,0,266,0,0,Matches
Ricardinho,br BRA,FW,20.0,2.6,50,45,5,0,0,0,1,0,0,0,0,0,38,0,2,Matches
Peglow,br BRA,"FW,MF",20.0,2.6,112,98,13,3,0,0,14,2,8,3,2,0,88,1,3,Matches
Diego,br BRA,GK,23.0,2.0,66,44,21,5,0,0,0,0,0,0,0,0,44,1,0,Matches
Luan Polli,br BRA,GK,28.0,2.0,61,36,25,6,0,0,0,0,0,0,0,0,50,0,0,Matches
Rhaldney,br BRA,"MF,FW",23.0,2.0,91,91,0,0,0,1,1,0,0,0,0,0,70,0,1,Matches
Camutanga,br BRA,DF,28.0,0.8,54,52,2,2,0,0,0,0,0,0,0,0,50,0,0,Matches
Kelvin,br BRA,"MF,FW",24.0,3.4,175,158,17,3,0,0,20,4,10,4,6,0,134,0,6,Matches
Lucas Lima,br BRA,"DF,MF",21.0,1.4,86,67,19,3,0,0,4,16,0,0,0,0,69,0,2,Matches
Rickson,br BRA,"MF,FW",23.0,0.8,35,33,2,1,0,1,1,0,1,0,0,0,26,0,2,Matches
Leandro Barcia,uy URU,FW,29.0,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
Gabriel Noga,br BRA,MF,20.0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Squad Total,,,26.9,38.0,17709,15850,1803,458,32,183,765,719,205,73,93,0,14186,56,310,
Opponent Total,,,27.6,38.0,17358,15399,1914,517,29,140,893,715,248,85,123,2,13804,45,281,
