Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Jean,br BRA,GK,24.0,36.0,7,0.19,6,0,0,1,0,0,1,0.03,0,0,0,1,0,0,Matches
Eder,br BRA,DF,24.0,31.3,24,0.77,23,0,0,0,0,1,2,0.06,1,0,0,0,0,1,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,22.0,30.9,71,2.3,60,3,3,1,4,0,4,0.13,3,0,0,0,1,0,Matches
Marlon Freitas,br BRA,MF,24.0,29.1,74,2.54,66,1,1,2,1,3,5,0.17,4,0,0,1,0,0,Matches
Chico,br BRA,"MF,FW",28.0,24.4,92,3.78,63,14,2,4,8,1,7,0.29,5,2,0,0,0,0,Matches
Nicolas,br BRA,DF,22.0,25.4,56,2.21,35,17,0,1,2,1,4,0.16,3,1,0,0,0,0,Matches
João Victor,br BRA,DF,21.0,24.1,20,0.83,15,1,3,0,1,0,4,0.17,2,0,2,0,0,0,Matches
Janderson,br BRA,FW,20.0,22.8,80,3.51,52,8,12,4,4,0,9,0.39,6,1,1,1,0,0,Matches
Gustavo Ferrareis,br BRA,FW,24.0,18.8,55,2.93,42,2,3,2,6,0,5,0.27,5,0,0,0,0,0,Matches
Zé Roberto,br BRA,FW,26.0,19.3,56,2.89,31,1,9,5,8,2,8,0.41,5,0,2,0,1,0,Matches
Willian Maranhão,br BRA,MF,24.0,16.0,15,0.94,12,0,0,0,2,1,1,0.06,1,0,0,0,0,0,Matches
Gilvan,br BRA,DF,30.0,14.4,8,0.56,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Edson,br BRA,MF,28.0,14.0,14,1.0,12,1,0,0,1,0,2,0.14,2,0,0,0,0,0,Matches
Matheus de Vargas,br BRA,"MF,FW",23.0,15.5,58,3.74,47,2,3,3,2,1,4,0.26,3,0,0,1,0,0,Matches
Wellington Rato,br BRA,"FW,MF",27.0,13.4,32,2.39,19,3,2,4,4,0,6,0.45,3,0,1,1,1,0,Matches
Natanael,br BRA,DF,29.0,12.1,24,1.98,13,8,1,1,1,0,2,0.17,0,1,0,1,0,0,Matches
Lucas Oliveira,br BRA,"DF,MF",23.0,11.4,9,0.79,7,0,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Hyuri,br BRA,FW,28.0,8.0,14,1.74,10,0,2,1,0,1,2,0.25,1,0,0,0,0,1,Matches
Everton Felipe,br BRA,"FW,MF",22.0,7.1,17,2.38,8,2,5,0,2,0,2,0.28,1,1,0,0,0,0,Matches
Matheus Pereira,br BRA,MF,23.0,5.5,3,0.54,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Renato Kayser,br BRA,FW,23.0,4.8,9,1.87,5,0,0,0,4,0,1,0.21,1,0,0,0,0,0,Matches
Jorginho,br BRA,MF,29.0,4.2,12,2.87,9,1,1,0,1,0,1,0.24,0,0,1,0,0,0,Matches
Danilo,br BRA,"FW,MF",20.0,5.4,4,0.74,2,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Cotulio Bossa,br BRA,"FW,MF",26.0,5.5,21,3.86,9,6,1,3,1,1,2,0.37,1,0,0,1,0,0,Matches
Arnaldo,br BRA,"DF,FW",27.0,4.9,12,2.43,7,4,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Roberson,br BRA,FW,30.0,2.7,4,1.52,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Maurício Kozlinski,br BRA,GK,28.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Baralhas,br BRA,MF,21.0,1.7,2,1.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Moacir,br BRA,DF,33.0,1.3,2,1.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Júnior Brandão,br BRA,FW,25.0,1.9,3,1.61,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Vitor Leque,br BRA,"FW,MF",19.0,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matheus Frizzo,br BRA,"MF,DF",21.0,0.9,1,1.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Danilo,,FW,18.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Francisco Rithely,br BRA,MF,29.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Henry Vaca,bo BOL,MF,22.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,24.9,38.0,801,21.08,572,75,51,36,54,13,72,1.89,47,6,7,7,3,2,
Opponent Total,,,26.5,38.0,857,22.55,608,91,46,54,46,12,66,1.74,43,4,8,7,4,0,
