Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Wellington Rato,br BRA,"FW,MF",29.0,30.9,29,22,16,10,3,15,46,32.6,31,18,3,15,10,39,24,0,Matches
Marlon Freitas,br BRA,MF,26.0,27.5,46,29,24,17,5,24,55,43.6,31,29,15,14,28,74,32,1,Matches
Wanderson,br BRA,DF,30.0,27.2,16,10,11,4,1,6,10,60.0,4,36,26,10,22,38,121,1,Matches
Jefferson,br BRA,DF,25.0,25.3,35,22,15,13,7,12,31,38.7,19,30,8,22,23,58,71,1,Matches
Gabriel Baralhas,br BRA,MF,23.0,24.0,52,37,26,21,5,19,59,32.2,40,30,10,20,35,87,29,0,Matches
Diego Churín,ar ARG,FW,32.0,26.5,31,18,7,20,4,9,32,28.1,23,20,3,17,8,39,24,0,Matches
Luiz Fernando,br BRA,"FW,MF",25.0,19.4,17,10,9,6,2,4,17,23.5,13,12,1,11,11,28,18,0,Matches
Airton,br BRA,FW,22.0,19.3,32,24,17,8,7,15,39,38.5,24,17,5,12,10,42,12,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,24.0,18.2,36,19,25,6,5,27,45,60.0,18,28,12,16,26,62,44,1,Matches
Jorginho,br BRA,MF,31.0,18.2,33,18,11,13,9,10,28,35.7,18,16,1,15,6,39,26,0,Matches
Ronaldo,br BRA,GK,25.0,18.0,3,0,3,0,0,3,3,100.0,0,2,0,2,0,3,8,0,Matches
Edson,br BRA,"DF,MF",30.0,15.8,25,15,14,11,0,11,19,57.9,8,29,17,12,27,52,77,2,Matches
Willian Maranhão,br BRA,"MF,DF",26.0,14.8,25,12,9,12,4,15,23,65.2,8,19,11,8,22,47,48,1,Matches
Renan dos Santos,br BRA,GK,32.0,16.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,17,2,Matches
Hayner,br BRA,DF,26.0,15.3,14,10,8,2,4,8,17,47.1,9,10,4,6,22,36,46,0,Matches
Shaylon,br BRA,"FW,MF",24.0,15.0,17,9,7,6,4,6,17,35.3,11,12,1,11,5,22,9,0,Matches
Lucas Gazal,br BRA,DF,22.0,14.5,9,4,9,0,0,5,6,83.3,1,16,12,4,16,25,79,0,Matches
Ramon Menezes Roma,br BRA,DF,26.0,14.0,7,3,6,1,0,2,8,25.0,6,7,7,0,15,22,50,0,Matches
Arthur Henrique,br BRA,DF,27.0,10.7,33,19,21,9,3,19,33,57.6,14,8,3,5,16,49,28,0,Matches
Edson,br BRA,"MF,DF",23.0,9.1,19,12,12,5,2,13,17,76.5,4,13,6,7,10,29,17,0,Matches
Leo Augusto Pereira,br BRA,"FW,MF",21.0,12.6,24,16,9,12,3,8,29,27.6,21,17,2,15,10,34,5,0,Matches
Willian Klaus,br BRA,DF,28.0,6.0,5,3,4,1,0,4,6,66.7,2,2,2,0,8,13,38,0,Matches
Ricardinho,br BRA,FW,20.0,2.6,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,Matches
Peglow,br BRA,"FW,MF",20.0,2.6,5,4,2,1,2,3,9,33.3,6,4,0,4,4,9,3,0,Matches
Diego,br BRA,GK,23.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Luan Polli,br BRA,GK,28.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Rhaldney,br BRA,"MF,FW",23.0,2.0,10,4,5,4,1,5,8,62.5,3,3,0,3,2,12,5,0,Matches
Camutanga,br BRA,DF,28.0,0.8,2,2,1,1,0,2,5,40.0,3,0,0,0,2,4,2,0,Matches
Kelvin,br BRA,"MF,FW",24.0,3.4,3,3,0,3,0,2,4,50.0,2,1,0,1,1,4,4,0,Matches
Lucas Lima,br BRA,"DF,MF",21.0,1.4,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
Rickson,br BRA,"MF,FW",23.0,0.8,2,2,2,0,0,0,3,0.0,3,3,1,2,0,2,0,0,Matches
Leandro Barcia,uy URU,FW,29.0,0.3,2,2,1,1,0,2,3,66.7,1,0,0,0,2,4,1,0,Matches
Gabriel Noga,br BRA,MF,20.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,38.0,534,331,275,188,71,250,577,43.3,327,384,150,234,341,875,842,9,
Opponent Total,,,27.6,38.0,513,293,248,192,73,272,573,47.5,301,396,133,263,348,861,726,4,
