Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Jean,br BRA,GK,24.0,36.0,1320,880,438,140,0,14,0,0,0,0,0,0,968,2,1,Matches
Eder,br BRA,DF,24.0,31.3,1361,1294,62,54,1,31,1,3,0,0,0,0,1155,5,7,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,22.0,30.9,1480,1111,366,34,0,5,106,331,1,0,0,0,1121,3,48,Matches
Marlon Freitas,br BRA,MF,24.0,29.1,1336,1271,59,46,1,13,15,13,0,0,0,0,1107,6,28,Matches
Chico,br BRA,"MF,FW",28.0,24.4,843,711,130,36,4,7,126,11,75,28,30,0,609,2,21,Matches
Nicolas,br BRA,DF,22.0,25.4,1329,983,343,58,0,7,154,240,45,10,30,0,929,3,48,Matches
João Victor,br BRA,DF,21.0,24.1,1134,1053,77,46,0,8,7,21,1,0,0,0,951,4,14,Matches
Janderson,br BRA,FW,20.0,22.8,664,605,54,13,1,3,113,14,27,2,17,0,427,5,29,Matches
Gustavo Ferrareis,br BRA,FW,24.0,18.8,597,564,33,8,1,5,39,8,17,10,4,1,461,0,21,Matches
Zé Roberto,br BRA,FW,26.0,19.3,397,360,37,0,2,4,8,3,0,0,0,0,262,0,21,Matches
Willian Maranhão,br BRA,MF,24.0,16.0,542,520,20,18,0,5,8,0,0,0,0,0,435,2,6,Matches
Gilvan,br BRA,DF,30.0,14.4,558,507,49,46,0,4,0,1,0,0,0,0,469,2,3,Matches
Edson,br BRA,MF,28.0,14.0,547,521,25,22,0,4,0,2,1,0,0,0,479,1,5,Matches
Matheus de Vargas,br BRA,"MF,FW",23.0,15.5,533,497,31,23,2,9,21,3,5,2,3,0,402,5,11,Matches
Wellington Rato,br BRA,"FW,MF",27.0,13.4,423,392,27,10,0,5,36,4,11,8,2,0,314,4,10,Matches
Natanael,br BRA,DF,29.0,12.1,544,399,143,23,1,7,64,103,17,4,12,0,365,2,10,Matches
Lucas Oliveira,br BRA,"DF,MF",23.0,11.4,483,453,28,22,0,0,1,1,0,0,0,0,360,2,5,Matches
Hyuri,br BRA,FW,28.0,8.0,119,103,16,0,0,0,1,0,0,0,0,0,87,0,3,Matches
Everton Felipe,br BRA,"FW,MF",22.0,7.1,251,234,15,2,1,5,24,0,13,5,5,0,155,2,15,Matches
Matheus Pereira,br BRA,MF,23.0,5.5,196,185,11,9,0,1,1,2,0,0,0,0,176,0,1,Matches
Renato Kayser,br BRA,FW,23.0,4.8,94,82,12,0,0,1,4,0,0,0,0,0,66,0,6,Matches
Jorginho,br BRA,MF,29.0,4.2,141,135,4,4,0,3,1,0,0,0,0,0,101,2,3,Matches
Danilo,br BRA,"FW,MF",20.0,5.4,107,98,9,2,0,1,21,6,1,0,1,0,63,0,12,Matches
Matheus Cotulio Bossa,br BRA,"FW,MF",26.0,5.5,186,154,32,16,0,3,37,1,15,2,5,0,126,0,7,Matches
Arnaldo,br BRA,"DF,FW",27.0,4.9,229,183,45,3,0,0,19,40,2,0,2,0,174,1,6,Matches
Roberson,br BRA,FW,30.0,2.7,67,60,6,0,0,0,0,0,0,0,0,0,47,1,3,Matches
Maurício Kozlinski,br BRA,GK,28.0,2.0,67,42,25,2,0,2,0,0,0,0,0,0,44,0,0,Matches
Gabriel Baralhas,br BRA,MF,21.0,1.7,110,107,3,3,0,1,0,0,0,0,0,0,100,0,2,Matches
Moacir,br BRA,DF,33.0,1.3,44,30,14,1,0,0,0,13,0,0,0,0,32,0,2,Matches
Júnior Brandão,br BRA,FW,25.0,1.9,30,27,3,0,0,0,2,0,0,0,0,0,19,0,3,Matches
Vitor Leque,br BRA,"FW,MF",19.0,1.2,22,21,1,0,0,0,0,0,0,0,0,0,19,0,0,Matches
Matheus Frizzo,br BRA,"MF,DF",21.0,0.9,58,57,1,0,0,1,0,1,0,0,0,0,53,0,0,Matches
Danilo,,FW,18.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Francisco Rithely,br BRA,MF,29.0,0.2,17,15,2,1,0,0,0,1,0,0,0,0,15,0,0,Matches
Henry Vaca,bo BOL,MF,22.0,0.0,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,Matches
Squad Total,,,24.9,38.0,15836,13661,2121,642,14,150,810,822,231,71,111,1,12096,54,351,
Opponent Total,,,26.5,38.0,17949,15867,2015,608,18,129,838,771,212,64,124,1,14260,67,312,
