Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Jorginho,br BRA,MF,26.0,35,33,2870.0,31.9,3.0,2.0,5.0,3.0,0.0,0.0,7.0,1.0,0.09,0.06,0.16,0.09,0.16,Matches
Andrigo,br BRA,"FW,MF",21.0,36,31,2522.0,28.0,4.0,4.0,8.0,4.0,0.0,0.0,9.0,0.0,0.14,0.14,0.29,0.14,0.29,Matches
Bruno Pacheco,br BRA,DF,25.0,29,29,2527.0,28.1,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches
Igor Henrique,br BRA,MF,25.0,28,26,2045.0,22.7,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches
André Castro,br BRA,"DF,MF",25.0,32,24,2138.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gilvan,br BRA,DF,27.0,24,24,2137.0,23.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Walter,br BRA,FW,27.0,25,22,1997.0,22.2,5.0,2.0,7.0,4.0,1.0,1.0,7.0,0.0,0.23,0.09,0.32,0.18,0.27,Matches
Luiz Fernando,br BRA,"FW,MF",20.0,33,21,2034.0,22.6,9.0,1.0,10.0,8.0,1.0,1.0,7.0,0.0,0.4,0.04,0.44,0.35,0.4,Matches
Roger Carvalho,br BRA,DF,30.0,19,19,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Felipe Garcia,br BRA,GK,29.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,br BRA,MF,27.0,20,18,1522.0,16.9,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches
Marcão Silva,br BRA,MF,26.0,22,17,1595.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Jonathan,br BRA,DF,24.0,23,17,1555.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
William Alves,br BRA,DF,29.0,17,17,1520.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Breno Lopes,br BRA,DF,26.0,20,16,1394.0,15.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Everaldo Stum,br BRA,FW,25.0,13,12,1005.0,11.2,5.0,1.0,6.0,2.0,3.0,5.0,1.0,0.0,0.45,0.09,0.54,0.18,0.27,Matches
Marcos de Paula Dutra,br BRA,GK,23.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo Gabriel,br BRA,DF,20.0,14,10,934.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Rosa,br BRA,MF,27.0,22,9,999.0,11.1,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.45,0.18,0.63,0.45,0.63,Matches
Niltinho,br BRA,MF,23.0,19,9,911.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.2,0.1,0.2,Matches
Kléver,br BRA,GK,27.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronaldo,br BRA,MF,20.0,9,6,590.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches
Silva,br BRA,MF,21.0,11,6,511.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo,br BRA,DF,27.0,7,6,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Silva,br BRA,DF,24.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Walterson,br BRA,"FW,MF",22.0,6,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alison Henrique Mira,br BRA,FW,21.0,7,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcão,br BRA,DF,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Júnior Viçosa,br BRA,FW,27.0,7,0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
