Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-08-12,20:30,Série A,Matchweek 2,Wed,Home,W,3,0,Flamengo,1.8,1.0,35,,Gilvan,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2020-08-16,19:00,Série A,Matchweek 3,Sun,Home,D,1,1,Sport Recife,1.1,1.5,32,,Gilvan,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2020-08-19,20:30,Série A,Matchweek 4,Wed,Away,L,0,3,Internacional,0.4,1.4,43,,Gilvan,4-3-3,4-3-3,Wagner Reway,Match Report,
2020-08-22,21:00,Série A,Matchweek 5,Sat,Away,L,0,2,Goiás,0.9,0.6,66,,Gilvan,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,
2020-08-30,18:00,Série A,Matchweek 6,Sun,Home,L,0,2,Ceará,1.0,1.1,54,,Edson,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2020-09-02,19:30,Série A,Matchweek 7,Wed,Away,D,1,1,Fluminense,1.0,1.2,57,,Edson,4-2-3-1,4-4-2,Marielson Alves Silva,Match Report,
2020-09-06,19:00,Série A,Matchweek 8,Sun,Home,D,1,1,Grêmio,1.3,0.6,49,,Edson,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2020-09-10,21:00,Série A,Matchweek 9,Thu,Away,W,2,1,Vasco da Gama,1.8,1.4,46,,Jean,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2020-09-13,18:00,Série A,Matchweek 10,Sun,Away,W,1,0,Bahia,0.9,0.4,47,,Jean,4-2-3-1,4-1-4-1,Vinicius Gomes do Amaral,Match Report,
2020-09-19,21:00,Série A,Matchweek 11,Sat,Home,L,3,4,Atlético Mineiro,1.4,3.1,44,,Eder,4-2-3-1,4-3-3,Edina Alves Batista,Match Report,
2020-09-27,18:15,Série A,Matchweek 12,Sun,Home,D,1,1,Botafogo (RJ),1.6,1.7,53,,Marlon Freitas,4-2-3-1,3-4-3,Leandro Pedro Vuaden,Match Report,
2020-09-30,21:30,Série A,Matchweek 1,Wed,Away,D,0,0,Corinthians,1.6,0.9,46,,Eder,4-2-3-1,4-4-2,Paulo Roberto Alves Júnior,Match Report,
2020-10-04,18:15,Série A,Matchweek 13,Sun,Away,D,0,0,Fortaleza,0.3,1.2,41,,Nicolas,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,
2020-10-07,20:30,Série A,Matchweek 14,Wed,Away,L,0,3,São Paulo,0.9,3.7,49,,Gilvan,4-2-3-1,4-1-4-1,Dyorgines José Padovani Andrade,Match Report,
2020-10-11,18:15,Série A,Matchweek 15,Sun,Home,W,2,1,RB Bragantino,2.1,1.6,52,,Jean,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2020-10-14,20:30,Série A,Matchweek 16,Wed,Away,W,1,0,Santos,1.1,1.0,42,,Marlon Freitas,4-2-3-1,4-1-4-1,Igor Junior Benevenuto,Match Report,
2020-10-17,19:00,Série A,Matchweek 17,Sat,Home,D,1,1,Ath Paranaense,1.0,2.2,36,,Eder,4-2-3-1,4-3-3,Pablo Ramón Goncalves Pinheiro,Match Report,
2020-10-25,16:00,Série A,Matchweek 18,Sun,Home,L,0,3,Palmeiras,0.9,1.9,57,,Jean,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2020-10-31,19:00,Série A,Matchweek 19,Sat,Away,L,0,1,Coritiba,0.9,0.3,69,,Marlon Freitas,4-2-3-1,4-3-3,Daniel Nobre Bins,Match Report,
2020-11-07,21:00,Série A,Matchweek 20,Sat,Home,D,1,1,Corinthians,1.1,1.5,46,,Gilvan,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2020-11-14,21:30,Série A,Matchweek 21,Sat,Away,D,1,1,Flamengo,0.4,1.9,35,,Gilvan,4-2-3-1,4-4-2,Rafael Traci,Match Report,
2020-11-23,20:00,Série A,Matchweek 22,Mon,Away,W,1,0,Sport Recife,1.6,0.6,38,,Gilvan,4-2-3-1,4-4-2,Edina Alves Batista,Match Report,
2020-11-28,21:00,Série A,Matchweek 23,Sat,Home,D,0,0,Internacional,0.4,1.4,43,,Gilvan,4-2-3-1,4-1-3-2,Ramon Abatti Abel,Match Report,
2020-12-07,20:00,Série A,Matchweek 24,Mon,Home,L,0,1,Goiás,0.6,1.1,67,,Eder,4-2-3-1,5-3-2,Marcelo de Lima Henrique,Match Report,
2020-12-12,21:00,Série A,Matchweek 25,Sat,Away,W,2,1,Ceará,1.8,0.8,60,,Marlon Freitas,4-2-3-1,4-4-2,Leandro Pedro Vuaden,Match Report,
2020-12-16,21:30,Série A,Matchweek 26,Wed,Home,W,2,1,Fluminense,2.1,0.5,41,,Marlon Freitas,4-2-3-1,4-1-4-1,Rodrigo D'Alonso Ferreira,Match Report,
2020-12-27,20:30,Série A,Matchweek 27,Sun,Away,L,1,2,Grêmio,0.9,0.7,55,,Marlon Freitas,4-4-2,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2021-01-07,21:00,Série A,Matchweek 28,Thu,Home,D,0,0,Vasco da Gama,1.1,0.9,44,,Marlon Freitas,4-2-3-1,4-1-4-1,Savio Pereira,Match Report,
2021-01-10,18:15,Série A,Matchweek 29,Sun,Home,D,1,1,Bahia,0.9,1.7,43,,Eder,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2021-01-17,18:15,Série A,Matchweek 30,Sun,Away,L,1,3,Atlético Mineiro,1.5,2.4,40,,Marlon Freitas,4-2-3-1,4-3-3,Braulio da Silva Machado,Match Report,
2021-01-20,17:00,Série A,Matchweek 31,Wed,Away,W,3,1,Botafogo (RJ),1.8,1.9,51,,Marlon Freitas,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,
2021-01-24,18:15,Série A,Matchweek 32,Sun,Home,W,2,0,Fortaleza,1.4,1.5,45,,Marlon Freitas,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2021-01-31,16:00,Série A,Matchweek 33,Sun,Home,W,2,1,São Paulo,1.2,2.1,41,,Marlon Freitas,4-2-3-1,4-4-2,Braulio da Silva Machado,Match Report,
2021-02-03,19:15,Série A,Matchweek 34,Wed,Away,L,0,2,RB Bragantino,0.6,3.2,48,,Marlon Freitas,4-2-3-1,4-4-2,Paulo Roberto Alves Júnior,Match Report,
2021-02-06,21:00,Série A,Matchweek 35,Sat,Home,D,1,1,Santos,1.7,2.9,31,,Marlon Freitas,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2021-02-14,18:15,Série A,Matchweek 36,Sun,Away,L,1,2,Ath Paranaense,1.1,0.5,41,,Marlon Freitas,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2021-02-22,18:00,Série A,Matchweek 37,Mon,Away,D,1,1,Palmeiras,0.4,1.1,37,,Marlon Freitas,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2021-02-25,21:30,Série A,Matchweek 38,Thu,Home,W,3,1,Coritiba,1.8,0.9,56,,Gilvan,4-2-3-1,5-4-1,Edina Alves Batista,Match Report,
