Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Jorginho,br BRA,MF,26.0,31.9,7,1,1,58,80,9,32,28,35,3,0,0,Matches
Andrigo,br BRA,"FW,MF",21.0,28.0,9,0,0,36,26,2,184,27,36,1,0,0,Matches
Bruno Pacheco,br BRA,DF,25.0,28.1,5,0,0,35,57,1,148,60,29,0,0,0,Matches
Igor Henrique,br BRA,MF,25.0,22.7,8,0,0,72,42,3,28,40,46,0,0,0,Matches
André Castro,br BRA,"DF,MF",25.0,23.8,7,0,0,45,15,1,34,40,47,0,1,0,Matches
Gilvan,br BRA,DF,27.0,23.7,6,0,0,28,17,1,2,75,21,0,1,0,Matches
Walter,br BRA,FW,27.0,22.2,7,0,0,65,50,14,79,1,9,0,0,0,Matches
Luiz Fernando,br BRA,"FW,MF",20.0,22.6,7,0,0,37,49,7,30,13,20,0,0,0,Matches
Roger Carvalho,br BRA,DF,30.0,19.0,0,0,0,27,30,0,3,36,13,0,0,0,Matches
Felipe Garcia,br BRA,GK,29.0,18.0,1,0,0,0,2,0,1,1,0,0,0,0,Matches
Paulinho,br BRA,MF,27.0,16.9,4,0,0,44,40,1,24,14,18,0,0,0,Matches
Marcão Silva,br BRA,MF,26.0,17.7,6,0,0,36,21,2,2,31,42,0,0,0,Matches
Jonathan,br BRA,DF,24.0,17.3,4,0,0,25,11,1,55,32,39,0,0,1,Matches
William Alves,br BRA,DF,29.0,16.9,5,1,1,18,3,2,1,41,12,0,1,0,Matches
Breno Lopes,br BRA,DF,26.0,15.5,0,0,0,33,17,8,80,16,27,1,1,0,Matches
Everaldo Stum,br BRA,FW,25.0,11.2,1,0,0,22,20,5,17,1,4,2,0,0,Matches
Marcos de Paula Dutra,br BRA,GK,23.0,11.0,1,0,0,0,0,0,0,2,0,0,0,0,Matches
Eduardo Gabriel,br BRA,DF,20.0,10.4,0,0,0,7,7,2,0,16,6,0,0,0,Matches
Diego Rosa,br BRA,MF,27.0,11.1,2,0,0,16,16,6,9,3,13,0,0,0,Matches
Niltinho,br BRA,MF,23.0,10.1,1,1,0,16,37,3,83,20,6,0,0,0,Matches
Kléver,br BRA,GK,27.0,9.0,0,0,0,0,2,0,0,1,0,0,0,0,Matches
Ronaldo,br BRA,MF,20.0,6.6,2,0,0,18,9,1,2,19,11,0,0,0,Matches
Silva,br BRA,MF,21.0,5.7,2,0,0,19,7,0,5,9,9,0,0,0,Matches
Eduardo,br BRA,DF,27.0,4.7,1,0,0,9,3,1,27,10,6,0,0,0,Matches
Ricardo Silva,br BRA,DF,24.0,5.0,1,0,0,9,3,0,0,11,7,0,0,0,Matches
Walterson,br BRA,"FW,MF",22.0,1.8,0,0,0,10,2,0,5,2,8,0,0,0,Matches
Alison Henrique Mira,br BRA,FW,21.0,1.7,0,0,0,4,7,0,0,1,0,0,0,0,Matches
Marcão,br BRA,DF,20.0,1.0,0,0,0,1,0,0,1,3,1,0,0,0,Matches
Júnior Viçosa,br BRA,FW,27.0,1.7,0,0,0,5,5,4,1,1,1,0,0,0,Matches
Jefferson Nem,br BRA,MF,20.0,0.9,0,0,0,1,1,0,8,1,2,0,0,0,Matches
Everton Heleno,br BRA,MF,26.0,0.6,0,0,0,0,1,0,0,1,2,0,0,0,Matches
Abuda,br BRA,MF,28.0,0.3,0,0,0,0,1,0,0,2,1,0,0,0,Matches
Pedro,br BRA,FW,20.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.5,38.0,87,3,2,696,581,74,861,558,471,7,4,1,
Opponent Total,,,26.7,38.0,79,1,0,630,662,73,934,610,450,4,7,0,
