Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Fernando Miguel,br BRA,GK,35.0,36.4,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,12,1,Matches
Eder,br BRA,DF,25.0,33.5,17,6,13,4,0,10,25,40.0,15,39,33,6,29,46,162,0,Matches
Willian Maranhão,br BRA,MF,25.0,30.7,50,32,23,19,8,14,30,46.7,16,27,8,19,42,92,55,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,23.0,25.1,47,28,39,5,3,22,45,48.9,23,30,10,20,22,69,59,0,Matches
Zé Roberto,br BRA,FW,27.0,23.1,15,8,3,8,4,5,14,35.7,9,13,2,11,7,22,28,0,Matches
Janderson,br BRA,"FW,MF",21.0,25.6,38,21,21,12,5,15,51,29.4,36,20,0,20,16,54,11,0,Matches
Igor Cariús,br BRA,DF,27.0,22.1,35,20,24,7,4,16,33,48.5,17,19,3,16,30,65,94,0,Matches
Marlon Freitas,br BRA,MF,25.0,24.7,38,22,17,16,5,21,60,35.0,39,25,7,18,19,57,24,1,Matches
João Paulo Alves,br BRA,"MF,FW",30.0,22.1,31,15,8,14,9,12,31,38.7,19,14,0,14,13,44,7,0,Matches
André Luis,br BRA,"FW,MF",23.0,19.8,22,13,9,8,5,7,33,21.2,26,19,3,16,13,35,12,0,Matches
Wanderson,br BRA,DF,29.0,19.2,11,6,10,1,0,8,13,61.5,5,25,17,8,20,31,95,1,Matches
Gabriel Baralhas,br BRA,MF,22.0,19.1,49,33,25,22,2,11,40,27.5,29,31,13,18,43,92,33,0,Matches
Natanael,br BRA,"DF,FW",30.0,17.1,29,19,16,8,5,14,29,48.3,15,13,3,10,17,46,38,1,Matches
Ronald,br BRA,"FW,MF",19.0,14.7,28,20,14,5,9,10,39,25.6,29,21,5,16,5,33,6,0,Matches
Arnaldo,br BRA,DF,28.0,14.0,39,21,29,6,4,24,42,57.1,18,21,5,16,18,57,25,0,Matches
Lucas Oliveira,br BRA,DF,24.0,12.8,13,10,9,4,0,9,14,64.3,5,22,18,4,21,34,79,1,Matches
Arthur,br BRA,"MF,FW",22.0,8.0,5,4,2,0,3,1,5,20.0,4,6,0,6,1,6,5,0,Matches
Arthur Henrique,br BRA,"DF,MF",26.0,7.4,15,6,9,5,1,5,15,33.3,10,5,3,2,10,25,15,0,Matches
Brian Montenegro,py PAR,"FW,MF",27.0,7.5,6,3,2,2,2,3,8,37.5,5,4,0,4,0,6,8,0,Matches
Nathan Silva,br BRA,DF,23.0,6.0,4,3,3,1,0,3,3,100.0,0,10,4,6,3,7,38,0,Matches
Pedrão,br BRA,DF,28.0,4.9,13,6,9,4,0,7,10,70.0,3,7,4,3,2,15,22,0,Matches
Matheus Barbosa,br BRA,"MF,FW",26.0,4.3,6,5,1,4,1,3,7,42.9,4,4,3,1,7,13,6,0,Matches
Lucas Melão Lucão,br BRA,FW,20.0,6.8,5,3,0,3,2,1,5,20.0,4,4,0,4,0,5,4,0,Matches
Rickson,br BRA,"FW,MF",22.0,3.9,3,2,0,2,1,2,6,33.3,4,3,0,3,3,6,3,0,Matches
André Lima,br BRA,MF,20.0,1.5,3,2,3,0,0,1,6,16.7,5,1,0,1,2,5,6,0,Matches
Maurício Kozlinski,br BRA,GK,29.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jefferson,br BRA,"DF,MF",24.0,1.0,1,1,1,0,0,1,4,25.0,3,0,0,0,1,2,4,0,Matches
Jonas,br BRA,"FW,MF",21.0,3.4,5,3,2,3,0,2,7,28.6,5,6,0,6,4,9,6,0,Matches
Luan Polli,br BRA,GK,27.0,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Pablo Dyego,br BRA,"MF,FW",26.0,0.4,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,Matches
Werley,br BRA,"DF,FW",32.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,26.5,38.0,530,313,293,164,73,228,578,39.4,350,390,141,249,349,879,858,5,
Opponent Total,,,26.8,38.0,605,331,282,220,103,298,653,45.6,355,350,114,236,423,1028,612,10,
