Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Adriano Martins,br BRA,DF,26.0,33.2,1767,252,925,782,72,34,1767,14,8,57.1,6,42.9,898,4726,2969,24,9,1,19,3,1073,9,Matches
Ronaldo,br BRA,GK,27.0,32.0,962,852,955,7,1,1,962,0,0,,0,,459,2417,1495,0,1,0,1,0,358,0,Matches
Guilherme Romão,br BRA,DF,26.0,30.7,1717,91,452,801,482,60,1717,66,30,45.5,32,48.5,866,4775,2513,68,41,9,35,21,992,127,Matches
Gabriel Baralhas,br BRA,MF,25.0,27.2,1375,54,277,789,322,36,1375,40,15,37.5,20,50.0,662,2703,1269,22,27,5,33,16,850,59,Matches
Luiz Fernando,br BRA,"FW,MF",27.0,28.8,1094,32,157,414,556,94,1094,69,25,36.2,41,59.4,691,5158,2509,79,56,23,54,34,785,230,Matches
Rhaldney,br BRA,MF,25.0,24.0,1366,36,231,782,375,36,1366,29,22,75.9,7,24.1,832,4440,2037,40,38,6,45,24,952,74,Matches
Shaylon,br BRA,"FW,MF",26.0,24.1,1325,23,183,613,538,44,1323,24,10,41.7,14,58.3,747,3415,1362,36,41,8,32,21,877,95,Matches
Alix Vinicius,br BRA,DF,24.0,22.7,1161,200,607,506,62,33,1161,14,10,71.4,3,21.4,545,2866,1743,11,4,1,5,4,620,10,Matches
Alejo Cruz,uy URU,"FW,MF",23.0,24.0,1322,22,202,536,612,38,1321,60,26,43.3,30,50.0,713,4174,2467,69,59,8,45,17,795,151,Matches
Maguinho,br BRA,DF,31.0,17.3,1045,44,281,407,364,37,1045,27,9,33.3,14,51.9,491,2506,1127,29,23,6,22,9,588,80,Matches
Bruno Tubarão,br BRA,DF,28.0,17.6,1106,39,285,506,329,12,1106,34,14,41.2,16,47.1,603,3674,1873,49,45,2,22,15,701,64,Matches
Budiga Roni,br BRA,"MF,DF",24.0,16.1,868,60,267,458,146,7,868,18,10,55.6,7,38.9,412,1570,669,5,10,0,12,12,559,23,Matches
Emiliano Rodríguez,uy URU,FW,20.0,12.2,378,11,30,175,179,64,378,28,9,32.1,16,57.1,195,882,283,10,11,6,43,15,253,64,Matches
Lucas Kal,br BRA,"MF,DF",27.0,12.8,677,42,199,403,81,6,677,7,3,42.9,4,57.1,345,1730,953,7,9,0,11,3,430,8,Matches
Derek,br BRA,FW,26.0,11.0,312,6,19,126,170,58,311,31,11,35.5,16,51.6,153,944,440,20,8,10,35,19,201,53,Matches
Luiz Felipe,br BRA,DF,30.0,12.1,575,81,299,264,15,9,575,2,1,50.0,1,50.0,289,1239,692,2,2,0,2,0,324,1,Matches
Gonzalo Freitas,uy URU,MF,32.0,9.1,396,38,133,205,58,14,396,4,3,75.0,1,25.0,174,738,197,2,3,0,5,4,199,4,Matches
Janderson,br BRA,"FW,MF",24.0,10.7,502,8,56,162,296,33,502,48,14,29.2,27,56.3,315,1909,1026,35,31,10,35,11,339,116,Matches
Jan Carlos Hurtado,ve VEN,FW,23.0,9.6,285,12,22,127,139,30,285,19,8,42.1,10,52.6,139,577,211,9,8,2,34,20,189,41,Matches
Pedrão,br BRA,DF,31.0,6.5,386,42,200,176,11,5,386,0,0,,0,,235,1027,527,2,1,0,1,0,259,1,Matches
Joel Campbell,cr CRC,"MF,FW",31.0,6.2,363,1,29,169,171,16,362,29,10,34.5,17,58.6,251,1425,685,23,20,3,13,12,273,41,Matches
Pedro Rangel,br BRA,GK,23.0,6.0,213,160,212,1,0,0,213,1,1,100.0,0,0.0,124,697,465,0,1,1,0,0,91,0,Matches
Matías Lacava,ve VEN,"FW,MF",21.0,5.3,232,1,24,70,141,18,232,27,9,33.3,17,63.0,159,1060,519,22,14,5,14,13,163,45,Matches
Vágner Love,br BRA,"FW,MF",39.0,2.0,61,2,3,21,37,8,61,1,0,0.0,1,100.0,35,108,33,1,1,0,6,4,46,7,Matches
Yony González,co COL,"FW,MF",29.0,3.0,115,3,22,34,61,12,115,10,5,50.0,4,40.0,62,341,167,5,5,1,7,4,77,32,Matches
Yeferson Rodallega,co COL,DF,23.0,1.2,66,7,23,30,13,0,66,0,0,,0,,28,123,73,2,1,0,0,0,30,3,Matches
