Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Jean,br BRA,GK,24.0,36.0,41,6,0,2,1,42.7,0.25,2.7,0.07,207,522,39.7,1020,124,36.7,36.2,298,49.7,42.6,618,22,3.6,23,0.64,12.3,Matches
Maurício Kozlinski,br BRA,GK,28.0,2.0,4,0,0,0,0,4.1,0.34,0.1,0.04,9,27,33.3,44,11,45.5,39.9,23,30.4,31.0,44,2,4.5,0,0.0,10.6,Matches
Squad Total,,,24.9,38.0,45,6,0,2,1,46.7,0.26,2.7,0.07,216,549,39.3,1042,135,37.3,,343,46.6,40.3,662,24,3.6,23,0.61,,
Opponent Total,,,26.5,38.0,40,4,0,8,1,44.3,0.28,5.3,0.14,206,488,42.2,809,159,39.4,35.1,346,48.8,39.4,632,20,3.2,29,0.76,12.9,
