Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Fernando Miguel,br BRA,GK,35.0,37,37,3273.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eder,br BRA,DF,25.0,34,34,3015.0,33.5,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,1.7,1.7,0.2,1.9,18.0,102.0,2.0,0.03,0.03,0.06,0.03,0.06,0.05,0.01,0.06,0.05,0.06,Matches
Willian Maranhão,br BRA,MF,25.0,34,34,2766.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.4,0.4,0.6,1.0,36.0,113.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,23.0,31,29,2261.0,25.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,1.3,1.5,46.0,98.0,129.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches
Zé Roberto,br BRA,FW,27.0,34,26,2082.0,23.1,6.0,0.0,6.0,5.0,1.0,1.0,8.0,0.0,5.6,4.8,1.9,6.7,27.0,57.0,136.0,0.26,0.0,0.26,0.22,0.22,0.24,0.08,0.32,0.21,0.29,Matches
Janderson,br BRA,"FW,MF",21.0,34,25,2308.0,25.6,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,3.8,3.8,3.8,7.6,91.0,65.0,227.0,0.12,0.04,0.16,0.12,0.16,0.15,0.15,0.3,0.15,0.3,Matches
Igor Cariús,br BRA,DF,27.0,27,25,1987.0,22.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,0.9,1.7,27.0,87.0,51.0,0.05,0.0,0.05,0.05,0.05,0.04,0.04,0.08,0.04,0.08,Matches
Marlon Freitas,br BRA,MF,25.0,26,24,2224.0,24.7,3.0,3.0,6.0,1.0,2.0,2.0,5.0,0.0,3.0,1.4,2.6,4.1,37.0,187.0,35.0,0.12,0.12,0.24,0.04,0.16,0.12,0.11,0.23,0.06,0.16,Matches
João Paulo Alves,br BRA,"MF,FW",30.0,26,22,1987.0,22.1,4.0,1.0,5.0,3.0,1.0,1.0,6.0,0.0,3.8,3.0,3.5,6.5,34.0,139.0,133.0,0.18,0.05,0.23,0.14,0.18,0.17,0.16,0.33,0.14,0.3,Matches
André Luis,br BRA,"FW,MF",23.0,30,21,1781.0,19.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,3.7,3.7,2.4,6.1,34.0,45.0,111.0,0.05,0.1,0.15,0.05,0.15,0.19,0.12,0.31,0.19,0.31,Matches
Wanderson,br BRA,DF,29.0,22,20,1731.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,16.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Gabriel Baralhas,br BRA,MF,22.0,31,18,1718.0,19.1,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,1.2,1.2,1.0,2.2,9.0,94.0,32.0,0.21,0.0,0.21,0.21,0.21,0.06,0.05,0.12,0.06,0.12,Matches
Natanael,br BRA,"DF,FW",30.0,19,17,1540.0,17.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,2.4,2.4,1.6,4.0,32.0,49.0,94.0,0.0,0.23,0.23,0.0,0.23,0.14,0.1,0.23,0.14,0.23,Matches
Ronald,br BRA,"FW,MF",19.0,25,16,1323.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,0.9,2.6,42.0,26.0,95.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches
Arnaldo,br BRA,DF,28.0,28,11,1259.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.9,2.5,24.0,59.0,74.0,0.0,0.21,0.21,0.0,0.21,0.05,0.13,0.18,0.05,0.18,Matches
Lucas Oliveira,br BRA,DF,24.0,19,11,1156.0,12.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,12.0,57.0,1.0,0.08,0.0,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,Matches
Arthur,br BRA,"MF,FW",22.0,12,8,721.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.9,3.4,16.0,29.0,43.0,0.12,0.12,0.25,0.12,0.25,0.19,0.24,0.43,0.19,0.43,Matches
Arthur Henrique,br BRA,"DF,MF",26.0,10,7,664.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,29.0,25.0,51.0,0.14,0.14,0.27,0.14,0.27,0.04,0.03,0.07,0.04,0.07,Matches
Brian Montenegro,py PAR,"FW,MF",27.0,20,6,677.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,2.0,13.0,40.0,0.13,0.0,0.13,0.13,0.13,0.11,0.04,0.14,0.11,0.14,Matches
Nathan Silva,br BRA,DF,23.0,6,6,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,11.0,1.0,0.17,0.0,0.17,0.17,0.17,0.02,0.0,0.02,0.02,0.02,Matches
Pedrão,br BRA,DF,28.0,6,5,444.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches
Matheus Barbosa,br BRA,"MF,FW",26.0,11,5,386.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.9,4.0,26.0,8.0,0.23,0.23,0.47,0.23,0.47,0.1,0.1,0.2,0.1,0.2,Matches
Lucas Melão Lucão,br BRA,FW,20.0,25,4,616.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.7,2.7,0.4,3.2,4.0,5.0,44.0,0.29,0.15,0.44,0.29,0.44,0.4,0.07,0.46,0.4,0.46,Matches
Rickson,br BRA,"FW,MF",22.0,9,4,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,6.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16,Matches
André Lima,br BRA,MF,20.0,4,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches
