Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Jorginho,br BRA,MF,26.0,31.9,3,31,7,22.6,0.97,0.22,0.1,0.43,,0,0,Matches
Andrigo,br BRA,"FW,MF",21.0,28.0,4,63,20,31.7,2.25,0.71,0.06,0.2,,0,0,Matches
Bruno Pacheco,br BRA,DF,25.0,28.1,0,6,2,33.3,0.21,0.07,0.0,0.0,,0,0,Matches
Igor Henrique,br BRA,MF,25.0,22.7,1,45,12,26.7,1.98,0.53,0.02,0.08,,0,0,Matches
André Castro,br BRA,"DF,MF",25.0,23.8,0,7,1,14.3,0.29,0.04,0.0,0.0,,0,0,Matches
Gilvan,br BRA,DF,27.0,23.7,2,16,6,37.5,0.67,0.25,0.13,0.33,,0,0,Matches
Walter,br BRA,FW,27.0,22.2,5,62,21,33.9,2.79,0.95,0.06,0.19,,1,1,Matches
Luiz Fernando,br BRA,"FW,MF",20.0,22.6,9,41,16,39.0,1.81,0.71,0.2,0.5,,1,1,Matches
Roger Carvalho,br BRA,DF,30.0,19.0,0,10,0,0.0,0.53,0.0,0.0,,,0,0,Matches
Felipe Garcia,br BRA,GK,29.0,18.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Paulinho,br BRA,MF,27.0,16.9,2,40,5,12.5,2.37,0.3,0.05,0.4,,0,0,Matches
Marcão Silva,br BRA,MF,26.0,17.7,0,5,0,0.0,0.28,0.0,0.0,,,0,0,Matches
Jonathan,br BRA,DF,24.0,17.3,0,13,4,30.8,0.75,0.23,0.0,0.0,,0,0,Matches
William Alves,br BRA,DF,29.0,16.9,0,4,0,0.0,0.24,0.0,0.0,,,0,0,Matches
Breno Lopes,br BRA,DF,26.0,15.5,0,13,4,30.8,0.84,0.26,0.0,0.0,,0,0,Matches
Everaldo Stum,br BRA,FW,25.0,11.2,5,43,21,48.8,3.85,1.88,0.05,0.1,,3,5,Matches
Marcos de Paula Dutra,br BRA,GK,23.0,11.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Eduardo Gabriel,br BRA,DF,20.0,10.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Diego Rosa,br BRA,MF,27.0,11.1,5,23,10,43.5,2.07,0.9,0.22,0.5,,0,0,Matches
Niltinho,br BRA,MF,23.0,10.1,1,16,4,25.0,1.58,0.4,0.06,0.25,,0,0,Matches
Kléver,br BRA,GK,27.0,9.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Ronaldo,br BRA,MF,20.0,6.6,1,7,2,28.6,1.07,0.31,0.14,0.5,,0,0,Matches
Silva,br BRA,MF,21.0,5.7,0,4,1,25.0,0.7,0.18,0.0,0.0,,0,0,Matches
Eduardo,br BRA,DF,27.0,4.7,0,1,0,0.0,0.21,0.0,0.0,,,0,0,Matches
Ricardo Silva,br BRA,DF,24.0,5.0,0,3,0,0.0,0.6,0.0,0.0,,,0,0,Matches
Walterson,br BRA,"FW,MF",22.0,1.8,0,2,1,50.0,1.08,0.54,0.0,0.0,,0,0,Matches
Alison Henrique Mira,br BRA,FW,21.0,1.7,0,4,1,25.0,2.4,0.6,0.0,0.0,,0,0,Matches
Marcão,br BRA,DF,20.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,,0,0,Matches
Júnior Viçosa,br BRA,FW,27.0,1.7,0,10,4,40.0,5.73,2.29,0.0,0.0,,0,0,Matches
Jefferson Nem,br BRA,MF,20.0,0.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Everton Heleno,br BRA,MF,26.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,,0,0,Matches
Abuda,br BRA,MF,28.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Pedro,br BRA,FW,20.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,25.5,38.0,38,471,142,30.1,12.39,3.74,0.07,0.23,,5,7,
Opponent Total,,,26.7,38.0,55,512,195,38.1,13.47,5.13,0.1,0.27,,2,4,
