Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-04-14,16:00,Série A,Matchweek 1,Sun,Home,L,1,2,Flamengo,1.6,1.2,33,31617,Ronaldo,4-1-3-2,4-2-3-1,,Match Report,
2024-04-18,21:30,Série A,Matchweek 2,Thu,Away,L,0,1,Botafogo (RJ),0.9,0.6,48,7801,Ronaldo,4-4-2,4-4-2,,Match Report,
2024-04-21,18:30,Série A,Matchweek 3,Sun,Home,L,0,3,São Paulo,0.2,1.7,35,8024,Ronaldo,4-4-2,3-4-3,,Match Report,
2024-04-28,20:00,Série A,Matchweek 4,Sun,Away,D,1,1,Internacional,0.3,1.9,29,28468,Ronaldo,4-2-3-1,4-4-2,,Match Report,
2024-05-12,16:00,Série A,Matchweek 6,Sun,Home,L,0,1,Cruzeiro,1.5,0.5,46,7576,Ronaldo,4-2-3-1,4-3-3,,Match Report,
2024-06-01,16:00,Série A,Matchweek 7,Sat,Away,W,2,0,Vitória,1.4,0.6,66,16008,Ronaldo,4-3-3,4-4-2,,Match Report,
2024-06-05,19:00,Série A,Matchweek 5,Wed,Away,L,0,1,Juventude,1.6,1.3,58,5123,Ronaldo,4-3-3,4-2-3-1,,Match Report,
2024-06-11,19:00,Série A,Matchweek 8,Tue,Home,D,2,2,Corinthians,3.1,0.4,73,1208,Ronaldo,4-3-3,4-3-3,,Match Report,
2024-06-15,21:00,Série A,Matchweek 9,Sat,Away,W,2,1,Fluminense,1.8,0.7,44,14485,Ronaldo,4-3-3,4-2-3-1,,Match Report,
2024-06-19,19:00,Série A,Matchweek 10,Wed,Home,L,1,2,Criciúma,0.6,1.4,50,6478,Ronaldo,4-3-3,4-4-2,,Match Report,
2024-06-22,17:30,Série A,Matchweek 11,Sat,Away,D,0,0,Cuiabá,0.8,0.9,47,4635,Pedrão,4-3-3,4-2-3-1,,Match Report,
2024-06-26,20:00,Série A,Matchweek 12,Wed,Home,D,1,1,Grêmio,1.7,0.4,50,7319,Ronaldo,4-3-3,4-3-3,,Match Report,
2024-06-30,11:00,Série A,Matchweek 13,Sun,Away,D,1,1,Atlético Mineiro,1.2,0.7,33,36099,Ronaldo,4-3-3,3-4-3,,Match Report,
2024-07-03,21:30,Série A,Matchweek 14,Wed,Away,L,1,3,RB Bragantino,0.7,1.6,49,3102,Ronaldo,4-2-3-1,4-2-3-1,Davi de Oliveira Lacerda,Match Report,
2024-07-07,18:30,Série A,Matchweek 15,Sun,Home,L,1,2,Ath Paranaense,0.7,1.0,44,6152,Ronaldo,4-3-3,4-2-3-1,João Vitor Gobi,Match Report,
2024-07-11,19:30,Série A,Matchweek 16,Thu,Away,L,1,3,Palmeiras,0.5,3.3,36,26897,Ronaldo,5-4-1,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2024-07-17,19:00,Série A,Matchweek 17,Wed,Home,L,0,1,Vasco da Gama,0.9,1.2,52,12089,Ronaldo,4-3-3,4-2-3-1,Matheus Delgado Candançan,Match Report,
2024-07-21,18:30,Série A,Matchweek 18,Sun,Away,L,1,3,Fortaleza,0.7,1.6,41,30822,Ronaldo,5-4-1,4-2-3-1,Lucas Paulo Torezin,Match Report,
2024-07-24,21:30,Série A,Matchweek 19,Wed,Home,D,1,1,Bahia,1.1,0.8,30,5777,Ronaldo,4-1-4-1,4-1-3-2,Luciano da Silva Miranda,Match Report,
2024-07-28,16:00,Série A,Matchweek 20,Sun,Away,L,0,2,Flamengo,0.4,1.3,47,61883,Luiz Fernando,4-3-3,4-2-3-1,,Match Report,
2024-08-03,20:00,Série A,Matchweek 21,Sat,Home,L,1,4,Botafogo (RJ),1.2,3.1,48,8618,Gonzalo Freitas,4-3-3,4-4-2,Felipe Fernandes de Lima,Match Report,
2024-08-11,16:00,Série A,Matchweek 22,Sun,Away,L,0,1,São Paulo,0.7,2.0,55,46600,Pedrão,4-2-3-1,4-2-3-1,,Match Report,
2024-08-18,16:00,Série A,Matchweek 23,Sun,Home,W,1,0,Internacional,0.7,1.9,42,5460,Luiz Fernando,4-2-3-1,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2024-08-24,16:00,Série A,Matchweek 24,Sat,Home,W,2,1,Juventude,2.5,0.6,40,4407,Luiz Fernando,4-2-3-1,4-2-3-1,Bruno Pereira Vasconcelos,Match Report,
2024-09-01,11:00,Série A,Matchweek 25,Sun,Away,L,1,3,Cruzeiro,1.4,1.7,51,50000,Luiz Fernando,4-3-3,4-3-3,Gustavo Ervino Bauermann,Match Report,
2024-09-14,16:00,Série A,Matchweek 26,Sat,Home,L,0,2,Vitória,0.7,0.8,64,4938,Luiz Fernando,4-2-3-1,4-2-3-1,Edina Alves,Match Report,
2024-09-21,16:00,Série A,Matchweek 27,Sat,Away,L,0,3,Corinthians,0.7,2.5,40,46001,Joel Campbell,4-2-3-1,4-3-1-2,Bruno Arleu,Match Report,
2024-09-29,16:00,Série A,Matchweek 28,Sun,Home,W,1,0,Fluminense,1.4,1.5,40,7871,Gabriel Baralhas,4-3-3,4-2-3-1,Ramon Abatti,Match Report,
